Date,M100
2015-01-01,13.04
2015-01-02,13.2
2015-01-05,13.14
2015-01-06,12.9
2015-01-07,13.05
2015-01-08,13.11
2015-01-09,13.2
2015-01-12,13.08
2015-01-13,12.91
2015-01-14,13.01
2015-01-15,13.19
2015-01-16,13.24
2015-01-19,13.33
2015-01-20,13.44
2015-01-21,13.39
2015-01-22,13.34
2015-01-23,13.4
2015-01-27,13.55
2015-01-28,13.75
2015-01-29,13.56
2015-01-30,13.67
2015-02-02,13.83
2015-02-03,13.66
2015-02-04,13.64
2015-02-05,13.48
2015-02-06,13.35
2015-02-09,13.09
2015-02-10,13.19
2015-02-11,13.19
2015-02-12,13.41
2015-02-13,13.48
2015-02-16,13.66
2015-02-18,13.57
2015-02-19,13.5
2015-02-20,13.65
2015-02-23,13.53
2015-02-24,13.41
2015-02-25,13.45
2015-02-26,13.27
2015-02-27,13.43
2015-02-28,13.51
2015-03-02,13.73
2015-03-03,13.89
2015-03-04,13.67
2015-03-05,13.72
2015-03-09,13.55
2015-03-10,13.52
2015-03-11,13.5
2015-03-12,13.68
2015-03-13,13.6
2015-03-16,13.52
2015-03-17,13.59
2015-03-18,13.62
2015-03-19,13.66
2015-03-20,13.44
2015-03-23,13.33
2015-03-24,13.26
2015-03-25,13.26
2015-03-26,13.33
2015-03-27,13.18
2015-03-30,13.28
2015-03-31,13.48
2015-04-01,13.6
2015-04-06,13.56
2015-04-07,13.75
2015-04-08,13.9
2015-04-09,14.02
2015-04-10,14.22
2015-04-13,14.06
2015-04-15,14.01
2015-04-16,13.8
2015-04-17,13.71
2015-04-20,13.52
2015-04-21,13.39
2015-04-22,13.58
2015-04-23,13.4
2015-04-24,13.24
2015-04-27,12.91
2015-04-28,12.9
2015-04-29,12.92
2015-04-30,13.02
2015-05-04,13.36
2015-05-05,13.4
2015-05-06,13.08
2015-05-07,12.7
2015-05-08,12.88
2015-05-11,13.11
2015-05-12,13.31
2015-05-13,13.14
2015-05-14,13.26
2015-05-15,13.42
2015-05-18,13.46
2015-05-19,13.55
2015-05-20,13.55
2015-05-21,13.48
2015-05-22,13.47
2015-05-25,13.5
2015-05-26,13.46
2015-05-27,13.51
2015-05-28,13.45
2015-05-29,13.57
2015-06-01,13.61
2015-06-02,13.4
2015-06-03,13.0
2015-06-04,13.07
2015-06-05,13.1
2015-06-08,12.81
2015-06-09,12.83
2015-06-10,13.07
2015-06-11,12.9
2015-06-12,12.85
2015-06-15,12.81
2015-06-16,12.84
2015-06-17,13.14
2015-06-18,13.2
2015-06-19,13.24
2015-06-22,13.45
2015-06-23,13.54
2015-06-24,13.4
2015-06-25,13.47
2015-06-26,13.49
2015-06-29,13.28
2015-06-30,13.44
2015-07-01,13.73
2015-07-02,13.75
2015-07-03,13.7
2015-07-06,13.89
2015-07-07,13.86
2015-07-08,13.71
2015-07-09,13.7
2015-07-10,13.76
2015-07-13,13.84
2015-07-14,13.85
2015-07-15,13.94
2015-07-16,14.09
2015-07-17,14.06
2015-07-20,14.04
2015-07-21,14.08
2015-07-22,14.1
2015-07-23,14.18
2015-07-24,14.14
2015-07-27,13.77
2015-07-28,13.71
2015-07-29,13.9
2015-07-30,13.96
2015-07-31,14.15
2015-08-03,14.34
2015-08-04,14.49
2015-08-05,14.66
2015-08-06,14.7
2015-08-07,14.68
2015-08-10,14.71
2015-08-11,14.68
2015-08-12,14.2
2015-08-13,14.28
2015-08-14,14.48
2015-08-17,14.42
2015-08-18,14.47
2015-08-19,14.57
2015-08-20,14.27
2015-08-21,14.2
2015-08-24,13.32
2015-08-25,13.4
2015-08-26,13.37
2015-08-27,13.58
2015-08-28,13.6
2015-08-31,13.5
2015-09-01,13.33
2015-09-02,13.25
2015-09-03,13.44
2015-09-04,13.11
2015-09-07,12.73
2015-09-08,12.9
2015-09-09,13.12
2015-09-10,13.28
2015-09-11,13.27
2015-09-14,13.3
2015-09-15,13.26
2015-09-16,13.24
2015-09-18,13.3
2015-09-21,13.21
2015-09-22,13.2
2015-09-23,13.06
2015-09-24,13.13
2015-09-28,13.12
2015-09-29,13.01
2015-09-30,13.4
2015-10-01,13.47
2015-10-05,13.59
2015-10-06,13.76
2015-10-07,13.84
2015-10-08,13.66
2015-10-09,13.75
2015-10-12,13.7
2015-10-13,13.7
2015-10-14,13.75
2015-10-15,13.7
2015-10-16,13.77
2015-10-19,13.85
2015-10-20,13.97
2015-10-21,14.12
2015-10-23,13.89
2015-10-26,13.87
2015-10-27,13.84
2015-10-28,13.8
2015-10-29,13.75
2015-10-30,13.82
2015-11-02,13.72
2015-11-03,13.78
2015-11-04,13.8
2015-11-05,13.62
2015-11-06,13.54
2015-11-09,13.63
2015-11-10,13.42
2015-11-11,13.6
2015-11-13,13.38
2015-11-16,13.43
2015-11-17,13.54
2015-11-18,13.41
2015-11-19,13.6
2015-11-20,13.6
2015-11-23,13.7
2015-11-24,13.53
2015-11-26,13.57
2015-11-27,13.63
2015-11-30,13.67
2015-12-01,13.79
2015-12-02,13.86
2015-12-03,13.83
2015-12-04,13.88
2015-12-07,13.76
2015-12-08,13.76
2015-12-09,13.37
2015-12-10,13.35
2015-12-11,13.34
2015-12-14,13.31
2015-12-15,13.44
2015-12-16,13.53
2015-12-17,13.68
2015-12-18,13.76
2015-12-21,13.9
2015-12-22,13.99
2015-12-23,13.89
2015-12-24,13.84
2015-12-28,13.68
2015-12-29,13.82
2015-12-30,13.94
2015-12-31,13.88
