Date,RELINFRA
2015-01-01,512.25
2015-01-02,518.05
2015-01-05,515.05
2015-01-06,487.55
2015-01-07,476.7
2015-01-08,488.55
2015-01-09,485.35
2015-01-12,485.05
2015-01-13,475.95
2015-01-14,462.1
2015-01-15,486.85
2015-01-16,485.75
2015-01-19,490.05
2015-01-20,495.45
2015-01-21,482.6
2015-01-22,477.1
2015-01-23,484.25
2015-01-27,483.1
2015-01-28,481.05
2015-01-29,479.5
2015-01-30,508.25
2015-02-02,517.25
2015-02-03,500.8
2015-02-04,497.8
2015-02-05,469.8
2015-02-06,458.8
2015-02-09,419.35
2015-02-10,421.35
2015-02-11,421.9
2015-02-12,441.65
2015-02-13,446.7
2015-02-16,450.6
2015-02-18,457.35
2015-02-19,468.85
2015-02-20,465.95
2015-02-23,459.9
2015-02-24,455.7
2015-02-25,457.25
2015-02-26,455.75
2015-02-27,473.2
2015-02-28,475.45
2015-03-02,479.45
2015-03-03,494.5
2015-03-04,475.4
2015-03-05,490.05
2015-03-09,467.45
2015-03-10,458.25
2015-03-11,459.25
2015-03-12,484.55
2015-03-13,462.4
2015-03-16,454.6
2015-03-17,457.0
2015-03-18,453.85
2015-03-19,454.6
2015-03-20,436.4
2015-03-23,434.05
2015-03-24,424.9
2015-03-25,427.0
2015-03-26,425.1
2015-03-27,421.0
2015-03-30,433.55
2015-03-31,433.8
2015-04-01,442.4
2015-04-06,431.4
2015-04-07,443.15
2015-04-08,453.95
2015-04-09,455.6
2015-04-10,474.15
2015-04-13,471.85
2015-04-15,464.2
2015-04-16,454.95
2015-04-17,453.25
2015-04-20,431.55
2015-04-21,424.0
2015-04-22,431.9
2015-04-23,425.7
2015-04-24,426.1
2015-04-27,410.55
2015-04-28,418.9
2015-04-29,412.25
2015-04-30,414.5
2015-05-04,434.9
2015-05-05,442.9
2015-05-06,411.3
2015-05-07,396.4
2015-05-08,404.45
2015-05-11,412.85
2015-05-12,402.05
2015-05-13,422.8
2015-05-14,434.45
2015-05-15,435.2
2015-05-18,440.7
2015-05-19,457.35
2015-05-20,452.8
2015-05-21,448.05
2015-05-22,446.6
2015-05-25,432.45
2015-05-26,427.45
2015-05-27,421.3
2015-05-28,416.7
2015-05-29,409.35
2015-06-01,408.8
2015-06-02,402.55
2015-06-03,373.55
2015-06-04,370.75
2015-06-05,375.75
2015-06-08,369.3
2015-06-09,372.65
2015-06-10,374.7
2015-06-11,359.9
2015-06-12,361.95
2015-06-15,365.5
2015-06-16,357.95
2015-06-17,361.45
2015-06-18,364.95
2015-06-19,363.5
2015-06-22,376.95
2015-06-23,377.35
2015-06-24,368.8
2015-06-25,377.85
2015-06-26,386.75
2015-06-29,381.55
2015-06-30,388.45
2015-07-01,390.0
2015-07-02,388.15
2015-07-03,385.05
2015-07-06,390.0
2015-07-07,410.95
2015-07-08,403.5
2015-07-09,411.25
2015-07-10,403.05
2015-07-13,414.45
2015-07-14,408.95
2015-07-15,408.6
2015-07-16,412.5
2015-07-17,424.55
2015-07-20,426.65
2015-07-21,408.1
2015-07-22,418.65
2015-07-23,418.4
2015-07-24,411.1
2015-07-27,390.35
2015-07-28,390.25
2015-07-29,389.25
2015-07-30,411.5
2015-07-31,414.6
2015-08-03,423.55
2015-08-04,423.9
2015-08-05,428.05
2015-08-06,424.85
2015-08-07,419.1
2015-08-10,407.05
2015-08-11,401.85
2015-08-12,380.55
2015-08-13,362.4
2015-08-14,371.5
2015-08-17,370.9
2015-08-18,366.85
2015-08-19,365.85
2015-08-20,350.5
2015-08-21,352.6
2015-08-24,299.35
2015-08-25,309.55
2015-08-26,337.2
2015-08-27,353.0
2015-08-28,341.8
2015-08-31,341.55
2015-09-01,333.0
2015-09-02,335.65
2015-09-03,339.2
2015-09-04,322.9
2015-09-07,325.85
2015-09-08,327.8
2015-09-09,341.05
2015-09-10,344.6
2015-09-11,341.4
2015-09-14,355.9
2015-09-15,345.6
2015-09-16,340.5
2015-09-18,342.75
2015-09-21,338.2
2015-09-22,327.25
2015-09-23,336.9
2015-09-24,337.35
2015-09-28,346.35
2015-09-29,349.2
2015-09-30,347.9
2015-10-01,348.3
2015-10-05,357.65
2015-10-06,357.95
2015-10-07,365.55
2015-10-08,365.35
2015-10-09,363.9
2015-10-12,364.45
2015-10-13,372.2
2015-10-14,369.65
2015-10-15,374.45
2015-10-16,381.75
2015-10-19,382.15
2015-10-20,383.2
2015-10-21,382.6
2015-10-23,381.4
2015-10-26,383.55
2015-10-27,386.35
2015-10-28,380.85
2015-10-29,378.25
2015-10-30,396.45
2015-11-02,390.8
2015-11-03,391.3
2015-11-04,399.35
2015-11-05,398.65
2015-11-06,386.5
2015-11-09,396.15
2015-11-10,380.45
2015-11-11,384.9
2015-11-13,394.25
2015-11-16,417.4
2015-11-17,415.95
2015-11-18,405.25
2015-11-19,410.55
2015-11-20,418.1
2015-11-23,416.55
2015-11-24,418.5
2015-11-26,432.85
2015-11-27,431.95
2015-11-30,452.05
2015-12-01,449.25
2015-12-02,445.45
2015-12-03,456.35
2015-12-04,447.95
2015-12-07,449.0
2015-12-08,430.75
2015-12-09,423.2
2015-12-10,435.55
2015-12-11,419.95
2015-12-14,419.75
2015-12-15,423.15
2015-12-16,436.8
2015-12-17,442.2
2015-12-18,450.1
2015-12-21,454.5
2015-12-22,452.2
2015-12-23,457.85
2015-12-24,493.2
2015-12-28,491.2
2015-12-29,508.5
2015-12-30,514.9
2015-12-31,543.95
