Date,BALMLAWRIE
2015-01-01,607.5
2015-01-02,626.15
2015-01-05,635.6
2015-01-06,599.8
2015-01-07,584.15
2015-01-08,598.15
2015-01-09,604.4
2015-01-12,596.05
2015-01-13,586.6
2015-01-14,585.35
2015-01-15,605.4
2015-01-16,595.15
2015-01-19,589.25
2015-01-20,596.7
2015-01-21,592.35
2015-01-22,605.85
2015-01-23,594.7
2015-01-27,591.7
2015-01-28,592.2
2015-01-29,590.9
2015-01-30,585.0
2015-02-02,583.8
2015-02-03,589.8
2015-02-04,580.25
2015-02-05,584.95
2015-02-06,583.9
2015-02-09,602.85
2015-02-10,585.95
2015-02-11,583.25
2015-02-12,580.0
2015-02-13,590.0
2015-02-16,582.25
2015-02-18,571.65
2015-02-19,577.55
2015-02-20,604.95
2015-02-23,585.1
2015-02-24,584.05
2015-02-25,576.9
2015-02-26,571.9
2015-02-27,576.1
2015-02-28,581.65
2015-03-02,593.05
2015-03-03,606.35
2015-03-04,596.9
2015-03-05,619.7
2015-03-09,616.4
2015-03-10,603.8
2015-03-11,599.75
2015-03-12,622.5
2015-03-13,603.05
2015-03-16,596.4
2015-03-17,605.05
2015-03-18,603.5
2015-03-19,594.3
2015-03-20,586.4
2015-03-23,574.2
2015-03-24,570.6
2015-03-25,564.45
2015-03-26,555.35
2015-03-27,544.65
2015-03-30,564.8
2015-03-31,560.65
2015-04-01,576.75
2015-04-06,589.95
2015-04-07,590.8
2015-04-08,603.55
2015-04-09,601.2
2015-04-10,599.6
2015-04-13,589.35
2015-04-15,590.15
2015-04-16,591.9
2015-04-17,588.25
2015-04-20,582.5
2015-04-21,582.6
2015-04-22,578.3
2015-04-23,576.95
2015-04-24,566.25
2015-04-27,553.55
2015-04-28,560.7
2015-04-29,566.3
2015-04-30,569.3
2015-05-04,577.65
2015-05-05,579.1
2015-05-06,575.1
2015-05-07,550.6
2015-05-08,556.55
2015-05-11,556.85
2015-05-12,549.0
2015-05-13,547.0
2015-05-14,545.3
2015-05-15,547.5
2015-05-18,566.1
2015-05-19,579.45
2015-05-20,580.4
2015-05-21,579.3
2015-05-22,580.1
2015-05-25,568.95
2015-05-26,578.8
2015-05-27,575.1
2015-05-28,575.0
2015-05-29,571.7
2015-06-01,574.7
2015-06-02,575.05
2015-06-03,551.6
2015-06-04,560.65
2015-06-05,561.5
2015-06-08,550.15
2015-06-09,548.4
2015-06-10,563.55
2015-06-11,551.45
2015-06-12,551.45
2015-06-15,550.15
2015-06-16,552.65
2015-06-17,562.8
2015-06-18,561.45
2015-06-19,561.95
2015-06-22,570.55
2015-06-23,561.15
2015-06-24,557.55
2015-06-25,557.7
2015-06-26,554.35
2015-06-29,559.5
2015-06-30,559.4
2015-07-01,554.65
2015-07-02,569.5
2015-07-03,575.85
2015-07-06,583.65
2015-07-07,590.6
2015-07-08,584.9
2015-07-09,576.35
2015-07-10,576.95
2015-07-13,575.15
2015-07-14,578.15
2015-07-15,577.3
2015-07-16,590.6
2015-07-17,611.85
2015-07-20,617.05
2015-07-21,599.5
2015-07-22,605.15
2015-07-23,606.6
2015-07-24,608.95
2015-07-27,601.2
2015-07-28,607.2
2015-07-29,639.7
2015-07-30,640.15
2015-07-31,632.1
2015-08-03,672.95
2015-08-04,663.5
2015-08-05,655.35
2015-08-06,646.65
2015-08-07,651.65
2015-08-10,648.8
2015-08-11,642.95
2015-08-12,644.25
2015-08-13,632.25
2015-08-14,631.9
2015-08-17,633.2
2015-08-18,628.85
2015-08-19,630.45
2015-08-20,620.75
2015-08-21,614.05
2015-08-24,568.0
2015-08-25,574.7
2015-08-26,580.25
2015-08-27,593.25
2015-08-28,597.15
2015-08-31,599.8
2015-09-01,590.1
2015-09-02,591.55
2015-09-03,585.0
2015-09-04,558.55
2015-09-07,558.35
2015-09-08,539.85
2015-09-09,547.8
2015-09-10,542.5
2015-09-11,546.95
2015-09-14,546.55
2015-09-15,543.45
2015-09-16,548.4
2015-09-18,553.7
2015-09-21,549.1
2015-09-22,545.6
2015-09-23,565.6
2015-09-24,568.1
2015-09-28,559.3
2015-09-29,550.35
2015-09-30,557.5
2015-10-01,550.35
2015-10-05,560.95
2015-10-06,575.6
2015-10-07,574.3
2015-10-08,568.35
2015-10-09,562.95
2015-10-12,561.55
2015-10-13,561.6
2015-10-14,561.0
2015-10-15,570.3
2015-10-16,559.9
2015-10-19,560.05
2015-10-20,559.85
2015-10-21,558.85
2015-10-23,554.05
2015-10-26,565.6
2015-10-27,574.5
2015-10-28,585.15
2015-10-29,586.2
2015-10-30,581.35
2015-11-02,576.4
2015-11-03,572.6
2015-11-04,570.25
2015-11-05,570.9
2015-11-06,562.8
2015-11-09,569.9
2015-11-10,569.75
2015-11-11,575.45
2015-11-13,564.1
2015-11-16,563.75
2015-11-17,556.35
2015-11-18,558.3
2015-11-19,565.4
2015-11-20,561.25
2015-11-23,562.75
2015-11-24,556.95
2015-11-26,561.35
2015-11-27,569.9
2015-11-30,607.25
2015-12-01,612.7
2015-12-02,636.1
2015-12-03,622.5
2015-12-04,618.7
2015-12-07,603.0
2015-12-08,591.5
2015-12-09,578.3
2015-12-10,581.05
2015-12-11,579.2
2015-12-14,599.65
2015-12-15,604.35
2015-12-16,595.6
2015-12-17,595.15
2015-12-18,603.15
2015-12-21,612.55
2015-12-22,619.05
2015-12-23,619.95
2015-12-24,620.05
2015-12-28,624.25
2015-12-29,612.5
2015-12-30,618.55
2015-12-31,615.3
