Date,ROSSELLIND
2015-01-01,91.45
2015-01-02,95.75
2015-01-05,97.85
2015-01-06,91.4
2015-01-07,90.75
2015-01-08,94.8
2015-01-09,90.45
2015-01-12,96.55
2015-01-13,95.3
2015-01-14,92.75
2015-01-15,91.05
2015-01-16,93.35
2015-01-19,94.05
2015-01-20,92.0
2015-01-21,89.9
2015-01-22,90.4
2015-01-23,90.95
2015-01-27,89.55
2015-01-28,89.5
2015-01-29,88.75
2015-01-30,82.25
2015-02-02,86.75
2015-02-03,89.65
2015-02-04,89.25
2015-02-05,82.1
2015-02-06,80.8
2015-02-09,74.55
2015-02-10,75.55
2015-02-11,76.2
2015-02-12,76.6
2015-02-13,77.75
2015-02-16,78.2
2015-02-18,80.1
2015-02-19,76.55
2015-02-20,77.55
2015-02-23,76.05
2015-02-24,74.05
2015-02-25,77.0
2015-02-26,74.25
2015-02-27,74.8
2015-02-28,75.3
2015-03-02,79.75
2015-03-03,90.6
2015-03-04,101.2
2015-03-05,96.15
2015-03-09,89.05
2015-03-10,90.25
2015-03-11,88.3
2015-03-12,89.35
2015-03-13,84.95
2015-03-16,87.95
2015-03-17,88.5
2015-03-18,84.8
2015-03-19,87.35
2015-03-20,85.3
2015-03-23,85.25
2015-03-24,82.1
2015-03-25,79.15
2015-03-26,77.1
2015-03-27,74.6
2015-03-30,78.45
2015-03-31,79.6
2015-04-01,81.85
2015-04-06,82.6
2015-04-07,99.1
2015-04-08,118.9
2015-04-09,114.3
2015-04-10,125.7
2015-04-13,130.1
2015-04-15,143.1
2015-04-16,140.95
2015-04-17,146.35
2015-04-20,141.6
2015-04-21,135.85
2015-04-22,130.9
2015-04-23,126.05
2015-04-24,119.75
2015-04-27,113.8
2015-04-28,112.5
2015-04-29,118.1
2015-04-30,124.0
2015-05-04,130.2
2015-05-05,135.75
2015-05-06,138.05
2015-05-07,131.15
2015-05-08,125.05
2015-05-11,127.5
2015-05-12,121.15
2015-05-13,117.45
2015-05-14,117.85
2015-05-15,116.2
2015-05-18,118.7
2015-05-19,118.7
2015-05-20,117.5
2015-05-21,115.6
2015-05-22,117.45
2015-05-25,117.0
2015-05-26,117.6
2015-05-27,111.75
2015-05-28,106.2
2015-05-29,103.8
2015-06-01,98.65
2015-06-02,93.75
2015-06-03,89.1
2015-06-04,93.55
2015-06-05,92.45
2015-06-08,90.95
2015-06-09,89.75
2015-06-10,93.5
2015-06-11,90.3
2015-06-12,88.05
2015-06-15,90.3
2015-06-16,85.8
2015-06-17,81.55
2015-06-18,82.2
2015-06-19,86.3
2015-06-22,89.0
2015-06-23,87.35
2015-06-24,88.7
2015-06-25,90.75
2015-06-26,94.4
2015-06-29,91.15
2015-06-30,90.0
2015-07-01,88.65
2015-07-02,86.0
2015-07-03,89.75
2015-07-06,90.95
2015-07-07,100.0
2015-07-08,97.6
2015-07-09,100.5
2015-07-10,100.0
2015-07-13,99.5
2015-07-14,98.35
2015-07-15,93.6
2015-07-16,94.05
2015-07-17,93.95
2015-07-20,99.15
2015-07-21,94.5
2015-07-22,97.45
2015-07-23,96.7
2015-07-24,99.5
2015-07-27,95.8
2015-07-28,96.85
2015-07-29,99.85
2015-07-30,98.45
2015-07-31,97.2
2015-08-03,95.7
2015-08-04,96.95
2015-08-05,106.6
2015-08-06,117.25
2015-08-07,113.15
2015-08-10,109.8
2015-08-11,114.4
2015-08-12,117.45
2015-08-13,115.6
2015-08-14,115.6
2015-08-17,113.9
2015-08-18,116.0
2015-08-19,114.6
2015-08-20,110.95
2015-08-21,106.8
2015-08-24,90.0
2015-08-25,93.05
2015-08-26,97.2
2015-08-27,101.85
2015-08-28,99.05
2015-08-31,100.95
2015-09-01,95.85
2015-09-02,92.7
2015-09-03,111.15
2015-09-04,106.95
2015-09-07,96.65
2015-09-08,100.8
2015-09-09,101.15
2015-09-10,98.85
2015-09-11,100.6
2015-09-14,100.7
2015-09-15,100.55
2015-09-16,99.0
2015-09-18,100.5
2015-09-21,99.4
2015-09-22,98.5
2015-09-23,96.2
2015-09-24,97.15
2015-09-28,96.6
2015-09-29,93.6
2015-09-30,94.45
2015-10-01,94.6
2015-10-05,96.65
2015-10-06,102.55
2015-10-07,101.65
2015-10-08,101.05
2015-10-09,104.6
2015-10-12,104.05
2015-10-13,105.4
2015-10-14,115.85
2015-10-15,114.05
2015-10-16,111.25
2015-10-19,112.55
2015-10-20,113.1
2015-10-21,110.1
2015-10-23,108.1
2015-10-26,106.05
2015-10-27,108.5
2015-10-28,105.0
2015-10-29,111.45
2015-10-30,108.0
2015-11-02,107.15
2015-11-03,111.65
2015-11-04,117.3
2015-11-05,112.25
2015-11-06,110.75
2015-11-09,110.1
2015-11-10,105.5
2015-11-11,110.8
2015-11-13,107.75
2015-11-16,120.4
2015-11-17,130.55
2015-11-18,142.15
2015-11-19,147.95
2015-11-20,147.3
2015-11-23,139.85
2015-11-24,137.85
2015-11-26,139.45
2015-11-27,139.7
2015-11-30,150.05
2015-12-01,150.1
2015-12-02,159.1
2015-12-03,156.55
2015-12-04,153.85
2015-12-07,148.85
2015-12-08,151.85
2015-12-09,148.1
2015-12-10,151.15
2015-12-11,150.15
2015-12-14,147.65
2015-12-15,149.05
2015-12-16,153.7
2015-12-17,161.85
2015-12-18,161.9
2015-12-21,158.35
2015-12-22,155.15
2015-12-23,153.0
2015-12-24,153.15
2015-12-28,157.95
2015-12-29,151.05
2015-12-30,160.85
2015-12-31,155.5
