Date,CORPBANK
2015-01-01,340.1
2015-01-02,338.15
2015-01-05,335.25
2015-01-06,326.7
2015-01-07,324.2
2015-01-08,325.1
2015-01-09,325.85
2015-01-12,338.7
2015-01-13,344.65
2015-01-14,342.9
2015-01-15,348.4
2015-01-16,348.35
2015-01-19,351.0
2015-01-20,366.05
2015-01-21,388.35
2015-01-22,74.3
2015-01-23,72.05
2015-01-27,70.8
2015-01-28,69.35
2015-01-29,69.6
2015-01-30,69.3
2015-02-02,69.75
2015-02-03,66.85
2015-02-04,67.15
2015-02-05,65.75
2015-02-06,64.6
2015-02-09,62.95
2015-02-10,62.1
2015-02-11,62.7
2015-02-12,63.75
2015-02-13,64.05
2015-02-16,63.7
2015-02-18,63.3
2015-02-19,62.9
2015-02-20,64.2
2015-02-23,63.3
2015-02-24,62.6
2015-02-25,62.45
2015-02-26,62.0
2015-02-27,60.95
2015-02-28,62.45
2015-03-02,62.2
2015-03-03,62.95
2015-03-04,61.8
2015-03-05,61.55
2015-03-09,60.45
2015-03-10,60.15
2015-03-11,59.7
2015-03-12,59.0
2015-03-13,58.7
2015-03-16,58.3
2015-03-17,57.75
2015-03-18,57.8
2015-03-19,57.15
2015-03-20,56.15
2015-03-23,54.7
2015-03-24,54.35
2015-03-25,53.95
2015-03-26,53.5
2015-03-27,52.7
2015-03-30,53.45
2015-03-31,52.6
2015-04-01,54.1
2015-04-06,55.5
2015-04-07,55.7
2015-04-08,57.45
2015-04-09,59.4
2015-04-10,60.2
2015-04-13,61.1
2015-04-15,62.15
2015-04-16,60.4
2015-04-17,60.05
2015-04-20,59.4
2015-04-21,59.95
2015-04-22,59.0
2015-04-23,57.55
2015-04-24,56.65
2015-04-27,56.95
2015-04-28,57.55
2015-04-29,57.45
2015-04-30,56.95
2015-05-04,58.15
2015-05-05,57.15
2015-05-06,56.25
2015-05-07,55.4
2015-05-08,55.65
2015-05-11,56.7
2015-05-12,55.9
2015-05-13,55.85
2015-05-14,57.3
2015-05-15,58.8
2015-05-18,58.9
2015-05-19,58.3
2015-05-20,57.35
2015-05-21,57.3
2015-05-22,56.9
2015-05-25,54.55
2015-05-26,55.4
2015-05-27,57.0
2015-05-28,56.7
2015-05-29,56.75
2015-06-01,56.85
2015-06-02,55.4
2015-06-03,54.35
2015-06-04,52.8
2015-06-05,52.65
2015-06-08,51.6
2015-06-09,51.25
2015-06-10,51.7
2015-06-11,50.95
2015-06-12,50.7
2015-06-15,50.6
2015-06-16,50.7
2015-06-17,51.0
2015-06-18,51.3
2015-06-19,51.45
2015-06-22,51.85
2015-06-23,52.0
2015-06-24,51.15
2015-06-25,51.35
2015-06-26,50.7
2015-06-29,50.45
2015-06-30,50.65
2015-07-01,51.4
2015-07-02,50.95
2015-07-03,51.0
2015-07-06,51.15
2015-07-07,51.5
2015-07-08,51.25
2015-07-09,51.4
2015-07-10,51.9
2015-07-13,51.8
2015-07-14,51.6
2015-07-15,51.85
2015-07-16,51.55
2015-07-17,51.95
2015-07-20,51.75
2015-07-21,50.8
2015-07-22,50.95
2015-07-23,50.85
2015-07-24,50.5
2015-07-27,49.8
2015-07-28,49.75
2015-07-29,48.9
2015-07-30,49.95
2015-07-31,51.35
2015-08-03,52.95
2015-08-04,53.35
2015-08-05,53.65
2015-08-06,53.65
2015-08-07,54.05
2015-08-10,52.2
2015-08-11,51.25
2015-08-12,50.15
2015-08-13,50.1
2015-08-14,51.3
2015-08-17,53.65
2015-08-18,55.0
2015-08-19,53.15
2015-08-20,51.25
2015-08-21,50.45
2015-08-24,46.95
2015-08-25,47.35
2015-08-26,47.0
2015-08-27,47.4
2015-08-28,47.4
2015-08-31,47.7
2015-09-01,46.25
2015-09-02,47.1
2015-09-03,47.15
2015-09-04,45.9
2015-09-07,44.4
2015-09-08,44.65
2015-09-09,45.45
2015-09-10,45.95
2015-09-11,45.65
2015-09-14,46.6
2015-09-15,47.5
2015-09-16,47.0
2015-09-18,45.25
2015-09-21,45.25
2015-09-22,44.55
2015-09-23,44.75
2015-09-24,44.15
2015-09-28,44.05
2015-09-29,44.1
2015-09-30,43.85
2015-10-01,43.65
2015-10-05,43.95
2015-10-06,44.4
2015-10-07,44.7
2015-10-08,45.05
2015-10-09,44.55
2015-10-12,45.05
2015-10-13,44.9
2015-10-14,44.6
2015-10-15,44.9
2015-10-16,45.1
2015-10-19,45.2
2015-10-20,45.15
2015-10-21,44.9
2015-10-23,44.95
2015-10-26,44.35
2015-10-27,44.15
2015-10-28,43.95
2015-10-29,43.5
2015-10-30,43.6
2015-11-02,43.0
2015-11-03,42.95
2015-11-04,42.75
2015-11-05,42.05
2015-11-06,42.05
2015-11-09,42.2
2015-11-10,42.0
2015-11-11,42.5
2015-11-13,42.2
2015-11-16,42.1
2015-11-17,41.7
2015-11-18,41.75
2015-11-19,41.95
2015-11-20,41.85
2015-11-23,41.9
2015-11-24,41.85
2015-11-26,41.85
2015-11-27,42.2
2015-11-30,42.2
2015-12-01,43.35
2015-12-02,42.85
2015-12-03,42.35
2015-12-04,41.8
2015-12-07,41.5
2015-12-08,41.3
2015-12-09,40.8
2015-12-10,40.15
2015-12-11,40.15
2015-12-14,40.3
2015-12-15,40.2
2015-12-16,40.15
2015-12-17,40.05
2015-12-18,39.95
2015-12-21,40.15
2015-12-22,41.9
2015-12-23,42.8
2015-12-24,41.9
2015-12-28,41.65
2015-12-29,42.6
2015-12-30,41.9
2015-12-31,42.0
