Date,BASF
2015-01-01,1289.95
2015-01-02,1272.85
2015-01-05,1298.35
2015-01-06,1262.55
2015-01-07,1268.85
2015-01-08,1270.85
2015-01-09,1267.4
2015-01-12,1274.05
2015-01-13,1263.7
2015-01-14,1286.65
2015-01-15,1295.45
2015-01-16,1322.35
2015-01-19,1441.85
2015-01-20,1365.25
2015-01-21,1293.1
2015-01-22,1306.75
2015-01-23,1306.55
2015-01-27,1236.1
2015-01-28,1241.4
2015-01-29,1233.8
2015-01-30,1233.8
2015-02-02,1232.0
2015-02-03,1233.65
2015-02-04,1224.2
2015-02-05,1212.35
2015-02-06,1214.15
2015-02-09,1202.7
2015-02-10,1204.2
2015-02-11,1207.4
2015-02-12,1219.45
2015-02-13,1193.0
2015-02-16,1204.85
2015-02-18,1186.75
2015-02-19,1168.7
2015-02-20,1158.8
2015-02-23,1159.35
2015-02-24,1145.0
2015-02-25,1148.15
2015-02-26,1136.15
2015-02-27,1148.05
2015-02-28,1138.65
2015-03-02,1122.9
2015-03-03,1173.1
2015-03-04,1146.4
2015-03-05,1167.0
2015-03-09,1146.9
2015-03-10,1141.35
2015-03-11,1158.65
2015-03-12,1170.0
2015-03-13,1174.1
2015-03-16,1174.3
2015-03-17,1179.1
2015-03-18,1157.35
2015-03-19,1131.05
2015-03-20,1120.4
2015-03-23,1070.0
2015-03-24,1054.2
2015-03-25,1014.95
2015-03-26,1018.8
2015-03-27,1044.95
2015-03-30,1088.05
2015-03-31,1120.75
2015-04-01,1124.65
2015-04-06,1126.6
2015-04-07,1100.85
2015-04-08,1081.25
2015-04-09,1140.35
2015-04-10,1165.35
2015-04-13,1203.3
2015-04-15,1272.05
2015-04-16,1288.55
2015-04-17,1250.85
2015-04-20,1195.05
2015-04-21,1189.5
2015-04-22,1190.45
2015-04-23,1215.25
2015-04-24,1122.3
2015-04-27,1043.45
2015-04-28,1085.3
2015-04-29,1099.0
2015-04-30,1113.1
2015-05-04,1147.6
2015-05-05,1139.9
2015-05-06,1110.55
2015-05-07,1051.25
2015-05-08,1009.6
2015-05-11,1036.0
2015-05-12,1024.0
2015-05-13,1031.95
2015-05-14,1050.85
2015-05-15,1060.6
2015-05-18,1057.65
2015-05-19,1075.7
2015-05-20,1054.9
2015-05-21,1123.4
2015-05-22,1102.65
2015-05-25,1074.95
2015-05-26,1076.45
2015-05-27,1076.3
2015-05-28,1066.0
2015-05-29,1081.55
2015-06-01,1082.05
2015-06-02,1069.7
2015-06-03,1050.1
2015-06-04,1099.9
2015-06-05,1098.75
2015-06-08,1079.4
2015-06-09,1040.9
2015-06-10,1053.15
2015-06-11,1041.25
2015-06-12,1045.75
2015-06-15,1065.15
2015-06-16,1070.25
2015-06-17,1091.95
2015-06-18,1086.0
2015-06-19,1121.0
2015-06-22,1123.05
2015-06-23,1155.35
2015-06-24,1175.7
2015-06-25,1192.65
2015-06-26,1186.75
2015-06-29,1204.55
2015-06-30,1201.45
2015-07-01,1195.9
2015-07-02,1172.65
2015-07-03,1178.7
2015-07-06,1194.1
2015-07-07,1184.3
2015-07-08,1168.65
2015-07-09,1160.2
2015-07-10,1146.85
2015-07-13,1167.0
2015-07-14,1157.4
2015-07-15,1135.7
2015-07-16,1145.6
2015-07-17,1147.25
2015-07-20,1155.75
2015-07-21,1141.55
2015-07-22,1152.45
2015-07-23,1187.25
2015-07-24,1203.5
2015-07-27,1173.9
2015-07-28,1158.2
2015-07-29,1158.0
2015-07-30,1195.35
2015-07-31,1191.6
2015-08-03,1201.15
2015-08-04,1235.7
2015-08-05,1281.3
2015-08-06,1341.75
2015-08-07,1360.85
2015-08-10,1333.5
2015-08-11,1329.6
2015-08-12,1292.05
2015-08-13,1263.3
2015-08-14,1247.05
2015-08-17,1272.25
2015-08-18,1313.75
2015-08-19,1334.6
2015-08-20,1288.65
2015-08-21,1333.2
2015-08-24,1185.9
2015-08-25,1130.2
2015-08-26,1136.8
2015-08-27,1244.3
2015-08-28,1203.8
2015-08-31,1196.05
2015-09-01,1147.3
2015-09-02,1100.8
2015-09-03,1119.9
2015-09-04,1083.95
2015-09-07,1054.75
2015-09-08,1059.8
2015-09-09,1088.4
2015-09-10,1086.45
2015-09-11,1085.55
2015-09-14,1084.65
2015-09-15,1073.0
2015-09-16,1082.6
2015-09-18,1082.95
2015-09-21,1086.3
2015-09-22,1071.05
2015-09-23,1068.15
2015-09-24,1076.25
2015-09-28,1063.75
2015-09-29,1069.75
2015-09-30,1083.55
2015-10-01,1040.3
2015-10-05,1087.15
2015-10-06,1108.35
2015-10-07,1099.25
2015-10-08,1090.35
2015-10-09,1087.35
2015-10-12,1073.95
2015-10-13,1056.0
2015-10-14,1049.5
2015-10-15,1045.7
2015-10-16,1048.45
2015-10-19,1043.75
2015-10-20,948.4
2015-10-21,946.65
2015-10-23,953.3
2015-10-26,946.75
2015-10-27,948.9
2015-10-28,939.2
2015-10-29,934.8
2015-10-30,900.55
2015-11-02,911.2
2015-11-03,910.4
2015-11-04,905.5
2015-11-05,897.85
2015-11-06,893.35
2015-11-09,887.65
2015-11-10,891.9
2015-11-11,896.05
2015-11-13,892.9
2015-11-16,901.05
2015-11-17,896.25
2015-11-18,894.15
2015-11-19,889.15
2015-11-20,892.45
2015-11-23,885.0
2015-11-24,872.1
2015-11-26,883.3
2015-11-27,888.75
2015-11-30,880.6
2015-12-01,880.0
2015-12-02,879.05
2015-12-03,926.3
2015-12-04,908.9
2015-12-07,911.45
2015-12-08,891.85
2015-12-09,877.7
2015-12-10,894.7
2015-12-11,892.4
2015-12-14,888.85
2015-12-15,888.65
2015-12-16,888.4
2015-12-17,897.6
2015-12-18,907.55
2015-12-21,928.7
2015-12-22,927.65
2015-12-23,930.15
2015-12-24,947.45
2015-12-28,933.0
2015-12-29,917.9
2015-12-30,946.25
2015-12-31,951.25
