Date,BAJAJCORP
2015-01-01,371.55
2015-01-02,397.7
2015-01-05,398.2
2015-01-06,384.9
2015-01-07,406.3
2015-01-08,409.35
2015-01-09,411.7
2015-01-12,427.3
2015-01-13,428.8
2015-01-14,418.3
2015-01-15,429.25
2015-01-16,425.9
2015-01-19,422.15
2015-01-20,420.3
2015-01-21,408.5
2015-01-22,423.5
2015-01-23,407.55
2015-01-27,417.15
2015-01-28,417.35
2015-01-29,425.2
2015-01-30,415.45
2015-02-02,422.7
2015-02-03,436.8
2015-02-04,431.35
2015-02-05,442.3
2015-02-06,463.45
2015-02-09,463.4
2015-02-10,457.4
2015-02-11,474.8
2015-02-12,474.5
2015-02-13,458.0
2015-02-16,444.1
2015-02-18,450.1
2015-02-19,446.4
2015-02-20,439.95
2015-02-23,441.65
2015-02-24,432.05
2015-02-25,438.3
2015-02-26,427.55
2015-02-27,445.15
2015-02-28,451.05
2015-03-02,458.85
2015-03-03,469.85
2015-03-04,457.4
2015-03-05,471.85
2015-03-09,479.15
2015-03-10,479.65
2015-03-11,457.55
2015-03-12,460.35
2015-03-13,460.3
2015-03-16,458.9
2015-03-17,462.25
2015-03-18,455.45
2015-03-19,452.15
2015-03-20,464.75
2015-03-23,459.2
2015-03-24,446.55
2015-03-25,443.05
2015-03-26,443.15
2015-03-27,452.9
2015-03-30,461.8
2015-03-31,458.1
2015-04-01,466.95
2015-04-06,479.65
2015-04-07,482.85
2015-04-08,475.8
2015-04-09,473.5
2015-04-10,474.55
2015-04-13,473.45
2015-04-15,477.0
2015-04-16,484.75
2015-04-17,472.55
2015-04-20,456.2
2015-04-21,458.05
2015-04-22,469.0
2015-04-23,469.7
2015-04-24,461.3
2015-04-27,456.35
2015-04-28,450.1
2015-04-29,445.85
2015-04-30,438.35
2015-05-04,440.4
2015-05-05,440.7
2015-05-06,429.1
2015-05-07,410.85
2015-05-08,425.0
2015-05-11,435.2
2015-05-12,432.8
2015-05-13,433.35
2015-05-14,437.75
2015-05-15,451.2
2015-05-18,444.4
2015-05-19,436.4
2015-05-20,437.3
2015-05-21,439.05
2015-05-22,435.3
2015-05-25,429.35
2015-05-26,427.3
2015-05-27,436.7
2015-05-28,447.7
2015-05-29,462.55
2015-06-01,464.45
2015-06-02,450.15
2015-06-03,453.5
2015-06-04,447.15
2015-06-05,446.05
2015-06-08,436.55
2015-06-09,427.6
2015-06-10,428.95
2015-06-11,424.25
2015-06-12,416.95
2015-06-15,405.4
2015-06-16,397.9
2015-06-17,398.2
2015-06-18,422.75
2015-06-19,422.8
2015-06-22,429.25
2015-06-23,433.4
2015-06-24,432.15
2015-06-25,427.35
2015-06-26,419.0
2015-06-29,422.6
2015-06-30,434.8
2015-07-01,438.05
2015-07-02,431.4
2015-07-03,441.75
2015-07-06,456.55
2015-07-07,458.6
2015-07-08,456.2
2015-07-09,424.1
2015-07-10,446.5
2015-07-13,451.95
2015-07-14,453.6
2015-07-15,453.8
2015-07-16,449.75
2015-07-17,463.7
2015-07-20,467.75
2015-07-21,466.75
2015-07-22,467.35
2015-07-23,459.8
2015-07-24,461.3
2015-07-27,446.95
2015-07-28,454.4
2015-07-29,453.2
2015-07-30,459.2
2015-07-31,456.15
2015-08-03,450.1
2015-08-04,443.2
2015-08-05,456.35
2015-08-06,469.9
2015-08-07,459.4
2015-08-10,469.45
2015-08-11,472.9
2015-08-12,469.05
2015-08-13,467.75
2015-08-14,466.4
2015-08-17,469.0
2015-08-18,496.4
2015-08-19,492.25
2015-08-20,497.15
2015-08-21,505.35
2015-08-24,487.65
2015-08-25,475.2
2015-08-26,468.65
2015-08-27,486.05
2015-08-28,496.2
2015-08-31,505.85
2015-09-01,492.15
2015-09-02,476.4
2015-09-03,482.1
2015-09-04,472.35
2015-09-07,458.65
2015-09-08,448.25
2015-09-09,450.45
2015-09-10,451.4
2015-09-11,461.3
2015-09-14,466.95
2015-09-15,466.5
2015-09-16,465.75
2015-09-18,467.75
2015-09-21,462.05
2015-09-22,459.35
2015-09-23,461.45
2015-09-24,461.45
2015-09-28,445.95
2015-09-29,439.05
2015-09-30,448.85
2015-10-01,450.55
2015-10-05,461.55
2015-10-06,463.45
2015-10-07,442.55
2015-10-08,439.8
2015-10-09,439.6
2015-10-12,428.4
2015-10-13,421.45
2015-10-14,418.9
2015-10-15,420.45
2015-10-16,413.25
2015-10-19,422.8
2015-10-20,429.3
2015-10-21,423.7
2015-10-23,417.35
2015-10-26,422.95
2015-10-27,417.3
2015-10-28,419.35
2015-10-29,419.6
2015-10-30,409.3
2015-11-02,399.3
2015-11-03,415.7
2015-11-04,420.1
2015-11-05,418.75
2015-11-06,411.8
2015-11-09,416.75
2015-11-10,416.4
2015-11-11,419.2
2015-11-13,426.75
2015-11-16,425.85
2015-11-17,421.8
2015-11-18,415.1
2015-11-19,425.95
2015-11-20,438.2
2015-11-23,439.35
2015-11-24,452.2
2015-11-26,449.2
2015-11-27,437.15
2015-11-30,426.9
2015-12-01,437.3
2015-12-02,435.4
2015-12-03,425.7
2015-12-04,425.65
2015-12-07,424.8
2015-12-08,419.75
2015-12-09,413.8
2015-12-10,414.0
2015-12-11,417.05
2015-12-14,426.05
2015-12-15,423.3
2015-12-16,421.5
2015-12-17,421.0
2015-12-18,429.2
2015-12-21,424.05
2015-12-22,420.75
2015-12-23,425.95
2015-12-24,430.65
2015-12-28,425.85
2015-12-29,423.4
2015-12-30,420.25
2015-12-31,424.25
