Date,ESCORTS
2015-01-01,129.95
2015-01-02,128.25
2015-01-05,127.9
2015-01-06,121.7
2015-01-07,120.75
2015-01-08,126.1
2015-01-09,126.2
2015-01-12,125.35
2015-01-13,126.55
2015-01-14,124.0
2015-01-15,125.45
2015-01-16,130.25
2015-01-19,132.6
2015-01-20,133.3
2015-01-21,133.2
2015-01-22,129.8
2015-01-23,127.15
2015-01-27,137.95
2015-01-28,134.1
2015-01-29,132.95
2015-01-30,129.15
2015-02-02,127.7
2015-02-03,125.95
2015-02-04,126.65
2015-02-05,126.25
2015-02-06,122.1
2015-02-09,114.1
2015-02-10,111.75
2015-02-11,116.5
2015-02-12,126.7
2015-02-13,124.35
2015-02-16,123.35
2015-02-18,123.0
2015-02-19,125.8
2015-02-20,132.65
2015-02-23,130.85
2015-02-24,132.55
2015-02-25,135.85
2015-02-26,131.3
2015-02-27,134.2
2015-02-28,134.35
2015-03-02,136.05
2015-03-03,139.5
2015-03-04,134.4
2015-03-05,135.85
2015-03-09,136.15
2015-03-10,134.9
2015-03-11,135.95
2015-03-12,139.1
2015-03-13,140.4
2015-03-16,137.6
2015-03-17,138.2
2015-03-18,137.75
2015-03-19,137.05
2015-03-20,131.4
2015-03-23,131.3
2015-03-24,131.45
2015-03-25,132.35
2015-03-26,128.8
2015-03-27,125.55
2015-03-30,127.8
2015-03-31,127.35
2015-04-01,126.95
2015-04-06,125.8
2015-04-07,135.55
2015-04-08,138.95
2015-04-09,135.8
2015-04-10,133.75
2015-04-13,138.45
2015-04-15,135.1
2015-04-16,137.7
2015-04-17,132.15
2015-04-20,128.9
2015-04-21,132.2
2015-04-22,132.7
2015-04-23,133.25
2015-04-24,127.45
2015-04-27,121.25
2015-04-28,122.65
2015-04-29,122.65
2015-04-30,123.75
2015-05-04,124.35
2015-05-05,124.35
2015-05-06,121.75
2015-05-07,116.15
2015-05-08,115.6
2015-05-11,118.1
2015-05-12,113.8
2015-05-13,114.95
2015-05-14,116.9
2015-05-15,116.35
2015-05-18,116.0
2015-05-19,115.75
2015-05-20,114.6
2015-05-21,113.8
2015-05-22,113.7
2015-05-25,112.45
2015-05-26,112.1
2015-05-27,111.35
2015-05-28,115.35
2015-05-29,111.35
2015-06-01,113.45
2015-06-02,111.0
2015-06-03,108.2
2015-06-04,107.35
2015-06-05,106.8
2015-06-08,106.1
2015-06-09,104.9
2015-06-10,105.6
2015-06-11,104.0
2015-06-12,102.85
2015-06-15,102.8
2015-06-16,103.4
2015-06-17,106.5
2015-06-18,106.3
2015-06-19,115.05
2015-06-22,119.65
2015-06-23,119.95
2015-06-24,119.7
2015-06-25,122.75
2015-06-26,124.3
2015-06-29,118.65
2015-06-30,120.2
2015-07-01,124.45
2015-07-02,135.25
2015-07-03,132.45
2015-07-06,138.3
2015-07-07,137.65
2015-07-08,131.9
2015-07-09,130.9
2015-07-10,130.0
2015-07-13,133.65
2015-07-14,134.05
2015-07-15,136.5
2015-07-16,135.75
2015-07-17,133.9
2015-07-20,136.1
2015-07-21,137.0
2015-07-22,140.4
2015-07-23,144.4
2015-07-24,144.5
2015-07-27,144.9
2015-07-28,141.5
2015-07-29,138.5
2015-07-30,139.5
2015-07-31,141.45
2015-08-03,139.8
2015-08-04,149.5
2015-08-05,151.4
2015-08-06,158.0
2015-08-07,162.5
2015-08-10,159.8
2015-08-11,155.0
2015-08-12,154.65
2015-08-13,153.2
2015-08-14,158.0
2015-08-17,154.05
2015-08-18,169.35
2015-08-19,168.2
2015-08-20,160.25
2015-08-21,166.65
2015-08-24,142.95
2015-08-25,144.85
2015-08-26,144.6
2015-08-27,171.45
2015-08-28,167.2
2015-08-31,174.75
2015-09-01,164.75
2015-09-02,170.65
2015-09-03,169.95
2015-09-04,163.5
2015-09-07,156.75
2015-09-08,157.5
2015-09-09,158.3
2015-09-10,156.75
2015-09-11,156.25
2015-09-14,155.5
2015-09-15,160.3
2015-09-16,158.65
2015-09-18,156.8
2015-09-21,161.15
2015-09-22,156.75
2015-09-23,155.7
2015-09-24,156.95
2015-09-28,153.0
2015-09-29,152.7
2015-09-30,152.75
2015-10-01,154.35
2015-10-05,154.8
2015-10-06,162.1
2015-10-07,160.1
2015-10-08,163.3
2015-10-09,164.0
2015-10-12,163.95
2015-10-13,162.85
2015-10-14,165.15
2015-10-15,166.8
2015-10-16,170.05
2015-10-19,178.9
2015-10-20,177.9
2015-10-21,186.5
2015-10-23,180.8
2015-10-26,180.2
2015-10-27,178.9
2015-10-28,180.3
2015-10-29,177.8
2015-10-30,176.2
2015-11-02,172.9
2015-11-03,165.95
2015-11-04,161.8
2015-11-05,158.6
2015-11-06,154.25
2015-11-09,158.4
2015-11-10,156.65
2015-11-11,158.75
2015-11-13,162.75
2015-11-16,160.55
2015-11-17,161.8
2015-11-18,159.05
2015-11-19,161.5
2015-11-20,162.3
2015-11-23,167.65
2015-11-24,168.5
2015-11-26,167.35
2015-11-27,164.75
2015-11-30,174.7
2015-12-01,171.65
2015-12-02,167.3
2015-12-03,168.45
2015-12-04,164.05
2015-12-07,164.45
2015-12-08,159.75
2015-12-09,153.4
2015-12-10,156.75
2015-12-11,154.05
2015-12-14,152.8
2015-12-15,156.45
2015-12-16,154.75
2015-12-17,160.35
2015-12-18,159.5
2015-12-21,161.45
2015-12-22,160.75
2015-12-23,166.65
2015-12-24,169.85
2015-12-28,167.85
2015-12-29,171.7
2015-12-30,171.15
2015-12-31,171.9
