Date,GEPIL
2015-01-01,632.6
2015-01-02,647.25
2015-01-05,644.95
2015-01-06,620.15
2015-01-07,631.85
2015-01-08,645.55
2015-01-09,635.7
2015-01-12,667.0
2015-01-13,679.25
2015-01-14,689.45
2015-01-15,684.55
2015-01-16,682.3
2015-01-19,675.6
2015-01-20,679.25
2015-01-21,685.3
2015-01-22,713.15
2015-01-23,697.15
2015-01-27,724.55
2015-01-28,724.45
2015-01-29,712.45
2015-01-30,698.8
2015-02-02,698.1
2015-02-03,694.95
2015-02-04,698.75
2015-02-05,678.45
2015-02-06,675.25
2015-02-09,660.05
2015-02-10,670.75
2015-02-11,689.9
2015-02-12,727.65
2015-02-13,727.8
2015-02-16,729.6
2015-02-18,740.0
2015-02-19,739.7
2015-02-20,747.65
2015-02-23,716.0
2015-02-24,679.35
2015-02-25,676.0
2015-02-26,657.1
2015-02-27,669.75
2015-02-28,680.55
2015-03-02,703.95
2015-03-03,702.45
2015-03-04,712.75
2015-03-05,713.25
2015-03-09,706.5
2015-03-10,701.45
2015-03-11,695.45
2015-03-12,702.0
2015-03-13,702.25
2015-03-16,700.05
2015-03-17,705.0
2015-03-18,700.0
2015-03-19,699.4
2015-03-20,688.75
2015-03-23,688.55
2015-03-24,681.25
2015-03-25,668.9
2015-03-26,676.45
2015-03-27,685.75
2015-03-30,708.85
2015-03-31,729.5
2015-04-01,734.8
2015-04-06,737.4
2015-04-07,728.95
2015-04-08,727.15
2015-04-09,727.05
2015-04-10,725.45
2015-04-13,732.8
2015-04-15,731.0
2015-04-16,737.8
2015-04-17,724.75
2015-04-20,734.95
2015-04-21,730.35
2015-04-22,738.4
2015-04-23,737.65
2015-04-24,734.3
2015-04-27,712.3
2015-04-28,731.9
2015-04-29,737.6
2015-04-30,716.8
2015-05-04,723.5
2015-05-05,720.05
2015-05-06,708.4
2015-05-07,709.3
2015-05-08,723.2
2015-05-11,741.45
2015-05-12,743.2
2015-05-13,759.95
2015-05-14,748.2
2015-05-15,742.45
2015-05-18,747.65
2015-05-19,744.0
2015-05-20,739.95
2015-05-21,730.1
2015-05-22,725.1
2015-05-25,725.15
2015-05-26,726.85
2015-05-27,738.25
2015-05-28,738.15
2015-05-29,732.1
2015-06-01,726.75
2015-06-02,724.25
2015-06-03,731.9
2015-06-04,733.3
2015-06-05,727.35
2015-06-08,722.45
2015-06-09,710.9
2015-06-10,712.3
2015-06-11,714.85
2015-06-12,711.45
2015-06-15,717.8
2015-06-16,724.8
2015-06-17,736.7
2015-06-18,738.0
2015-06-19,723.95
2015-06-22,724.15
2015-06-23,732.8
2015-06-24,728.8
2015-06-25,720.05
2015-06-26,733.6
2015-06-29,722.4
2015-06-30,719.65
2015-07-01,735.8
2015-07-02,742.6
2015-07-03,749.55
2015-07-06,778.85
2015-07-07,770.05
2015-07-08,756.75
2015-07-09,765.0
2015-07-10,766.4
2015-07-13,769.65
2015-07-14,760.15
2015-07-15,768.5
2015-07-16,773.95
2015-07-17,776.35
2015-07-20,782.45
2015-07-21,812.3
2015-07-22,819.8
2015-07-23,817.4
2015-07-24,815.0
2015-07-27,818.75
2015-07-28,796.0
2015-07-29,829.5
2015-07-30,820.15
2015-07-31,822.55
2015-08-03,817.35
2015-08-04,825.65
2015-08-05,832.95
2015-08-06,857.3
2015-08-07,840.05
2015-08-10,825.85
2015-08-11,819.5
2015-08-12,806.6
2015-08-13,770.55
2015-08-14,771.3
2015-08-17,754.9
2015-08-18,753.6
2015-08-19,754.4
2015-08-20,738.85
2015-08-21,730.05
2015-08-24,666.25
2015-08-25,676.95
2015-08-26,685.65
2015-08-27,694.25
2015-08-28,677.85
2015-08-31,671.7
2015-09-01,664.8
2015-09-02,650.75
2015-09-03,639.9
2015-09-04,622.1
2015-09-07,608.1
2015-09-08,629.45
2015-09-09,641.5
2015-09-10,632.6
2015-09-11,623.15
2015-09-14,620.5
2015-09-15,619.45
2015-09-16,616.8
2015-09-18,621.0
2015-09-21,622.4
2015-09-22,622.5
2015-09-23,621.35
2015-09-24,630.75
2015-09-28,631.55
2015-09-29,625.05
2015-09-30,619.6
2015-10-01,613.8
2015-10-05,621.7
2015-10-06,632.65
2015-10-07,634.95
2015-10-08,614.55
2015-10-09,618.05
2015-10-12,633.8
2015-10-13,630.1
2015-10-14,641.75
2015-10-15,646.25
2015-10-16,644.9
2015-10-19,647.55
2015-10-20,656.55
2015-10-21,659.45
2015-10-23,636.7
2015-10-26,632.0
2015-10-27,637.1
2015-10-28,635.85
2015-10-29,620.55
2015-10-30,618.9
2015-11-02,616.95
2015-11-03,617.55
2015-11-04,627.4
2015-11-05,618.75
2015-11-06,611.3
2015-11-09,597.15
2015-11-10,584.25
2015-11-11,602.75
2015-11-13,587.85
2015-11-16,590.35
2015-11-17,609.9
2015-11-18,601.35
2015-11-19,603.75
2015-11-20,597.25
2015-11-23,583.3
2015-11-24,578.75
2015-11-26,578.65
2015-11-27,575.3
2015-11-30,581.65
2015-12-01,586.15
2015-12-02,589.5
2015-12-03,591.2
2015-12-04,588.4
2015-12-07,605.3
2015-12-08,594.25
2015-12-09,585.1
2015-12-10,587.9
2015-12-11,594.7
2015-12-14,594.05
2015-12-15,597.45
2015-12-16,600.05
2015-12-17,601.1
2015-12-18,603.25
2015-12-21,606.85
2015-12-22,612.6
2015-12-23,629.9
2015-12-24,648.25
2015-12-28,663.75
2015-12-29,667.45
2015-12-30,672.0
2015-12-31,690.85
