Date,MAGMA
2015-01-01,107.25
2015-01-02,104.75
2015-01-05,111.3
2015-01-06,105.6
2015-01-07,107.8
2015-01-08,106.8
2015-01-09,107.45
2015-01-12,106.7
2015-01-13,106.3
2015-01-14,108.4
2015-01-15,111.1
2015-01-16,109.35
2015-01-19,109.9
2015-01-20,109.55
2015-01-21,109.1
2015-01-22,111.2
2015-01-23,109.05
2015-01-27,108.8
2015-01-28,107.85
2015-01-29,105.0
2015-01-30,104.35
2015-02-02,98.75
2015-02-03,98.1
2015-02-04,96.1
2015-02-05,97.6
2015-02-06,95.8
2015-02-09,99.15
2015-02-10,99.65
2015-02-11,99.6
2015-02-12,99.0
2015-02-13,99.85
2015-02-16,99.9
2015-02-18,99.25
2015-02-19,99.35
2015-02-20,98.45
2015-02-23,98.25
2015-02-24,97.15
2015-02-25,98.0
2015-02-26,97.05
2015-02-27,95.35
2015-02-28,94.6
2015-03-02,94.8
2015-03-03,97.95
2015-03-04,98.2
2015-03-05,99.35
2015-03-09,99.75
2015-03-10,99.15
2015-03-11,99.75
2015-03-12,98.2
2015-03-13,96.9
2015-03-16,92.1
2015-03-17,93.9
2015-03-18,93.95
2015-03-19,94.3
2015-03-20,93.55
2015-03-23,91.45
2015-03-24,91.8
2015-03-25,89.7
2015-03-26,86.95
2015-03-27,83.4
2015-03-30,93.4
2015-03-31,94.9
2015-04-01,97.7
2015-04-06,99.6
2015-04-07,97.95
2015-04-08,100.15
2015-04-09,99.4
2015-04-10,101.85
2015-04-13,105.1
2015-04-15,104.6
2015-04-16,100.85
2015-04-17,98.95
2015-04-20,96.95
2015-04-21,98.95
2015-04-22,98.1
2015-04-23,96.5
2015-04-24,93.25
2015-04-27,95.55
2015-04-28,92.95
2015-04-29,91.7
2015-04-30,91.45
2015-05-04,95.1
2015-05-05,92.75
2015-05-06,90.75
2015-05-07,89.35
2015-05-08,92.4
2015-05-11,93.3
2015-05-12,91.25
2015-05-13,91.6
2015-05-14,91.5
2015-05-15,94.1
2015-05-18,98.3
2015-05-19,100.75
2015-05-20,98.05
2015-05-21,98.3
2015-05-22,102.3
2015-05-25,100.85
2015-05-26,98.85
2015-05-27,101.55
2015-05-28,103.55
2015-05-29,100.45
2015-06-01,99.25
2015-06-02,96.5
2015-06-03,93.6
2015-06-04,92.15
2015-06-05,92.5
2015-06-08,90.15
2015-06-09,86.9
2015-06-10,89.2
2015-06-11,87.35
2015-06-12,89.3
2015-06-15,87.3
2015-06-16,85.75
2015-06-17,84.75
2015-06-18,85.25
2015-06-19,87.3
2015-06-22,89.55
2015-06-23,87.95
2015-06-24,87.2
2015-06-25,88.5
2015-06-26,88.8
2015-06-29,86.65
2015-06-30,90.35
2015-07-01,88.6
2015-07-02,89.25
2015-07-03,89.4
2015-07-06,90.0
2015-07-07,94.35
2015-07-08,92.05
2015-07-09,90.5
2015-07-10,89.7
2015-07-13,90.2
2015-07-14,88.85
2015-07-15,91.3
2015-07-16,91.6
2015-07-17,89.75
2015-07-20,89.55
2015-07-21,88.55
2015-07-22,89.95
2015-07-23,89.95
2015-07-24,88.5
2015-07-27,89.1
2015-07-28,88.15
2015-07-29,89.15
2015-07-30,87.7
2015-07-31,90.75
2015-08-03,93.0
2015-08-04,103.8
2015-08-05,101.0
2015-08-06,102.65
2015-08-07,102.05
2015-08-10,99.45
2015-08-11,96.2
2015-08-12,91.55
2015-08-13,92.05
2015-08-14,92.0
2015-08-17,94.75
2015-08-18,94.35
2015-08-19,91.9
2015-08-20,88.8
2015-08-21,88.65
2015-08-24,80.25
2015-08-25,83.05
2015-08-26,82.1
2015-08-27,83.55
2015-08-28,86.05
2015-08-31,86.85
2015-09-01,85.0
2015-09-02,85.0
2015-09-03,85.05
2015-09-04,86.2
2015-09-07,85.0
2015-09-08,86.1
2015-09-09,87.15
2015-09-10,86.55
2015-09-11,87.7
2015-09-14,83.7
2015-09-15,85.65
2015-09-16,85.4
2015-09-18,85.9
2015-09-21,84.9
2015-09-22,85.0
2015-09-23,84.8
2015-09-24,85.15
2015-09-28,85.05
2015-09-29,85.0
2015-09-30,86.1
2015-10-01,86.9
2015-10-05,92.9
2015-10-06,90.95
2015-10-07,91.05
2015-10-08,91.45
2015-10-09,90.35
2015-10-12,89.35
2015-10-13,90.25
2015-10-14,90.4
2015-10-15,90.0
2015-10-16,89.15
2015-10-19,89.7
2015-10-20,90.7
2015-10-21,91.6
2015-10-23,90.6
2015-10-26,89.8
2015-10-27,89.9
2015-10-28,89.6
2015-10-29,89.75
2015-10-30,89.8
2015-11-02,91.4
2015-11-03,91.75
2015-11-04,89.8
2015-11-05,90.55
2015-11-06,90.05
2015-11-09,90.2
2015-11-10,89.8
2015-11-11,90.9
2015-11-13,90.05
2015-11-16,93.45
2015-11-17,90.95
2015-11-18,93.0
2015-11-19,90.95
2015-11-20,90.25
2015-11-23,89.95
2015-11-24,90.95
2015-11-26,94.65
2015-11-27,94.65
2015-11-30,95.55
2015-12-01,95.5
2015-12-02,99.25
2015-12-03,99.15
2015-12-04,94.6
2015-12-07,95.7
2015-12-08,95.0
2015-12-09,95.0
2015-12-10,94.85
2015-12-11,95.0
2015-12-14,95.0
2015-12-15,95.05
2015-12-16,94.65
2015-12-17,94.95
2015-12-18,94.8
2015-12-21,95.1
2015-12-22,100.7
2015-12-23,99.85
2015-12-24,97.45
2015-12-28,98.85
2015-12-29,94.65
2015-12-30,92.35
2015-12-31,91.65
