Date,PFIZER
2015-01-01,2192.0
2015-01-02,2220.2
2015-01-05,2241.45
2015-01-06,2216.9
2015-01-07,2258.9
2015-01-08,2271.7
2015-01-09,2259.05
2015-01-12,2203.85
2015-01-13,2153.8
2015-01-14,2095.75
2015-01-15,2133.55
2015-01-16,2099.6
2015-01-19,2078.6
2015-01-20,2095.25
2015-01-21,2141.2
2015-01-22,2141.7
2015-01-23,2140.2
2015-01-27,2143.3
2015-01-28,2097.5
2015-01-29,2099.75
2015-01-30,2047.35
2015-02-02,2023.7
2015-02-03,1993.45
2015-02-04,1998.9
2015-02-05,1957.1
2015-02-06,2013.9
2015-02-09,1997.95
2015-02-10,2036.8
2015-02-11,2006.45
2015-02-12,2035.15
2015-02-13,2087.2
2015-02-16,2044.5
2015-02-18,2035.25
2015-02-19,2026.95
2015-02-20,1990.5
2015-02-23,1989.35
2015-02-24,1982.8
2015-02-25,2017.45
2015-02-26,1988.7
2015-02-27,2019.0
2015-02-28,1993.0
2015-03-02,1991.2
2015-03-03,2013.4
2015-03-04,2031.8
2015-03-05,2077.65
2015-03-09,2143.25
2015-03-10,2167.9
2015-03-11,2144.1
2015-03-12,2162.5
2015-03-13,2135.85
2015-03-16,2084.35
2015-03-17,2121.15
2015-03-18,2124.75
2015-03-19,2151.85
2015-03-20,2169.75
2015-03-23,2155.9
2015-03-24,2164.4
2015-03-25,2176.05
2015-03-26,2147.65
2015-03-27,2152.75
2015-03-30,2205.85
2015-03-31,2230.15
2015-04-01,2216.5
2015-04-06,2311.1
2015-04-07,2385.75
2015-04-08,2359.0
2015-04-09,2322.75
2015-04-10,2308.3
2015-04-13,2306.4
2015-04-15,2300.4
2015-04-16,2286.6
2015-04-17,2273.45
2015-04-20,2238.0
2015-04-21,2270.95
2015-04-22,2251.45
2015-04-23,2226.75
2015-04-24,2149.5
2015-04-27,2046.1
2015-04-28,2019.35
2015-04-29,2046.3
2015-04-30,2087.95
2015-05-04,2192.45
2015-05-05,2241.1
2015-05-06,2148.05
2015-05-07,2157.55
2015-05-08,2178.8
2015-05-11,2199.4
2015-05-12,2194.6
2015-05-13,2193.75
2015-05-14,2175.55
2015-05-15,2153.3
2015-05-18,2188.9
2015-05-19,2179.55
2015-05-20,2195.9
2015-05-21,2215.4
2015-05-22,2225.1
2015-05-25,2212.35
2015-05-26,2233.1
2015-05-27,2242.8
2015-05-28,2219.6
2015-05-29,2216.85
2015-06-01,2193.0
2015-06-02,2167.45
2015-06-03,2132.6
2015-06-04,2102.3
2015-06-05,2090.8
2015-06-08,2027.05
2015-06-09,2005.05
2015-06-10,1995.75
2015-06-11,1970.85
2015-06-12,1938.0
2015-06-15,1939.0
2015-06-16,1949.4
2015-06-17,1974.7
2015-06-18,2001.0
2015-06-19,2005.05
2015-06-22,1997.8
2015-06-23,1992.75
