Date,AUROPHARMA
2015-01-01,1127.1
2015-01-02,1132.5
2015-01-05,1131.95
2015-01-06,1087.8
2015-01-07,1105.05
2015-01-08,1126.7
2015-01-09,1169.55
2015-01-12,1177.6
2015-01-13,1150.35
2015-01-14,1144.5
2015-01-15,1132.1
2015-01-16,1155.35
2015-01-19,1162.85
2015-01-20,1166.55
2015-01-21,1170.55
2015-01-22,1181.1
2015-01-23,1179.85
2015-01-27,1177.65
2015-01-28,1178.15
2015-01-29,1221.55
2015-01-30,1247.75
2015-02-02,1264.15
2015-02-03,1224.2
2015-02-04,1209.8
2015-02-05,1150.85
2015-02-06,1108.95
2015-02-09,1047.5
2015-02-10,1032.8
2015-02-11,1105.25
2015-02-12,1123.9
2015-02-13,1118.8
2015-02-16,1103.45
2015-02-18,1087.15
2015-02-19,1036.95
2015-02-20,1056.5
2015-02-23,1040.85
2015-02-24,1038.0
2015-02-25,1013.7
2015-02-26,1025.65
2015-02-27,1033.15
2015-02-28,1083.45
2015-03-02,1087.1
2015-03-03,1098.0
2015-03-04,1070.65
2015-03-05,1093.25
2015-03-09,1102.7
2015-03-10,1127.3
2015-03-11,1111.65
2015-03-12,1155.55
2015-03-13,1148.3
2015-03-16,1195.85
2015-03-17,1223.8
2015-03-18,1244.95
2015-03-19,1224.85
2015-03-20,1159.05
2015-03-23,1151.1
2015-03-24,1169.95
2015-03-25,1179.9
2015-03-26,1134.75
2015-03-27,1205.1
2015-03-30,1224.8
2015-03-31,1221.6
2015-04-01,1247.4
2015-04-06,1324.65
2015-04-07,1360.25
2015-04-08,1325.15
2015-04-09,1326.2
2015-04-10,1342.7
2015-04-13,1352.0
2015-04-15,1360.55
2015-04-16,1417.85
2015-04-17,1334.9
2015-04-20,1342.35
2015-04-21,1334.9
2015-04-22,1352.1
2015-04-23,1338.0
2015-04-24,1289.15
2015-04-27,1215.4
2015-04-28,1293.35
2015-04-29,1281.9
2015-04-30,1285.65
2015-05-04,1304.3
2015-05-05,1364.9
2015-05-06,1275.45
2015-05-07,1236.65
2015-05-08,1284.85
2015-05-11,1362.8
2015-05-12,1322.2
2015-05-13,1342.1
2015-05-14,1355.55
2015-05-15,1352.3
2015-05-18,1351.4
2015-05-19,1386.7
2015-05-20,1392.55
2015-05-21,1358.9
2015-05-22,1362.55
2015-05-25,1353.95
2015-05-26,1347.55
2015-05-27,1340.4
2015-05-28,1304.2
2015-05-29,1374.2
2015-06-01,1360.4
2015-06-02,1323.25
2015-06-03,1312.0
2015-06-04,1312.8
2015-06-05,1311.95
2015-06-08,1292.9
2015-06-09,1287.4
2015-06-10,1301.8
2015-06-11,1266.55
2015-06-12,1278.45
2015-06-15,1276.8
2015-06-16,1314.0
2015-06-17,1335.3
2015-06-18,1345.95
2015-06-19,1360.8
2015-06-22,1371.95
2015-06-23,1395.95
2015-06-24,1443.25
2015-06-25,1434.15
2015-06-26,1431.6
2015-06-29,1403.3
2015-06-30,1452.0
2015-07-01,1464.4
2015-07-02,1415.35
2015-07-03,1419.1
2015-07-06,1448.25
2015-07-07,1449.0
2015-07-08,1443.9
2015-07-09,1449.8
2015-07-10,1452.85
2015-07-13,1494.1
2015-07-14,1512.75
2015-07-15,1506.15
2015-07-16,1517.25
2015-07-17,1515.7
2015-07-20,771.05
2015-07-21,749.9
2015-07-22,752.3
2015-07-23,748.7
2015-07-24,734.75
2015-07-27,738.8
2015-07-28,725.15
2015-07-29,731.15
2015-07-30,723.05
2015-07-31,759.9
2015-08-03,755.6
2015-08-04,754.2
2015-08-05,763.5
2015-08-06,789.75
2015-08-07,772.7
2015-08-10,778.5
2015-08-11,761.45
2015-08-12,744.15
2015-08-13,736.3
2015-08-14,762.15
2015-08-17,783.4
2015-08-18,791.3
2015-08-19,817.55
2015-08-20,798.85
2015-08-21,804.45
2015-08-24,713.8
2015-08-25,736.8
2015-08-26,724.2
2015-08-27,745.35
2015-08-28,756.4
2015-08-31,753.0
2015-09-01,737.75
2015-09-02,728.5
2015-09-03,734.9
2015-09-04,723.05
2015-09-07,705.55
2015-09-08,726.7
2015-09-09,714.5
2015-09-10,710.15
2015-09-11,707.45
2015-09-14,713.0
2015-09-15,698.8
2015-09-16,693.2
2015-09-18,707.3
2015-09-21,711.6
2015-09-22,715.55
2015-09-23,732.55
2015-09-24,741.95
2015-09-28,746.8
2015-09-29,755.9
2015-09-30,769.2
2015-10-01,769.0
2015-10-05,765.5
2015-10-06,755.15
2015-10-07,744.6
2015-10-08,750.55
2015-10-09,787.5
2015-10-12,787.05
2015-10-13,780.95
2015-10-14,805.95
2015-10-15,791.8
2015-10-16,802.7
2015-10-19,805.25
2015-10-20,813.25
2015-10-21,812.4
2015-10-23,827.0
2015-10-26,832.75
