Date,MPHASIS
2015-01-01,391.65
2015-01-02,390.1
2015-01-05,391.45
2015-01-06,388.55
2015-01-07,385.75
2015-01-08,382.65
2015-01-09,382.45
2015-01-12,377.65
2015-01-13,383.4
2015-01-14,379.6
2015-01-15,376.95
2015-01-16,378.65
2015-01-19,372.55
2015-01-20,369.3
2015-01-21,369.8
2015-01-22,362.2
2015-01-23,363.2
2015-01-27,359.7
2015-01-28,361.95
2015-01-29,361.1
2015-01-30,362.55
2015-02-02,348.0
2015-02-03,340.35
2015-02-04,347.3
2015-02-05,354.35
2015-02-06,352.25
2015-02-09,345.55
2015-02-10,347.45
2015-02-11,346.45
2015-02-12,344.95
2015-02-13,357.8
2015-02-16,366.9
2015-02-18,376.35
2015-02-19,377.95
2015-02-20,377.15
2015-02-23,389.65
2015-02-24,389.95
2015-02-25,382.75
2015-02-26,389.55
2015-02-27,383.85
2015-02-28,379.65
2015-03-02,384.45
2015-03-03,388.35
2015-03-04,388.75
2015-03-05,391.9
2015-03-09,398.95
2015-03-10,402.25
2015-03-11,393.15
2015-03-12,391.8
2015-03-13,388.05
2015-03-16,385.8
2015-03-17,385.2
2015-03-18,388.15
2015-03-19,385.3
2015-03-20,387.4
2015-03-23,386.75
2015-03-24,380.85
2015-03-25,380.55
2015-03-26,375.5
2015-03-27,380.7
2015-03-30,379.85
2015-03-31,385.4
2015-04-01,391.4
2015-04-06,390.25
2015-04-07,392.45
2015-04-08,389.95
2015-04-09,387.2
2015-04-10,393.65
2015-04-13,385.25
2015-04-15,392.5
2015-04-16,395.25
2015-04-17,394.2
2015-04-20,391.2
2015-04-21,395.85
2015-04-22,390.65
2015-04-23,395.45
2015-04-24,389.35
2015-04-27,387.35
2015-04-28,387.55
2015-04-29,386.95
2015-04-30,394.95
2015-05-04,391.75
2015-05-05,394.0
2015-05-06,386.5
2015-05-07,385.0
2015-05-08,389.85
2015-05-11,387.55
2015-05-12,386.0
2015-05-13,386.25
2015-05-14,384.6
2015-05-15,381.25
2015-05-18,384.6
2015-05-19,374.3
2015-05-20,377.75
2015-05-21,374.15
2015-05-22,369.8
2015-05-25,376.8
2015-05-26,376.55
2015-05-27,377.2
2015-05-28,374.6
2015-05-29,369.75
2015-06-01,369.55
2015-06-02,365.65
2015-06-03,370.0
2015-06-04,372.95
2015-06-05,371.1
2015-06-08,369.75
2015-06-09,372.35
2015-06-10,375.75
2015-06-11,377.2
2015-06-12,375.05
2015-06-15,378.55
2015-06-16,380.5
2015-06-17,380.2
2015-06-18,384.7
2015-06-19,396.8
2015-06-22,395.75
2015-06-23,403.9
2015-06-24,403.65
2015-06-25,399.8
2015-06-26,396.8
2015-06-29,387.45
2015-06-30,410.75
2015-07-01,411.75
2015-07-02,412.45
2015-07-03,411.95
2015-07-06,409.4
2015-07-07,409.7
2015-07-08,401.5
2015-07-09,396.3
2015-07-10,403.6
2015-07-13,403.0
2015-07-14,410.55
2015-07-15,408.1
2015-07-16,406.4
2015-07-17,411.4
2015-07-20,414.1
2015-07-21,420.95
2015-07-22,430.2
2015-07-23,422.55
2015-07-24,414.65
2015-07-27,406.7
2015-07-28,396.35
2015-07-29,413.05
2015-07-30,413.25
2015-07-31,420.2
2015-08-03,428.95
2015-08-04,435.2
2015-08-05,428.75
2015-08-06,426.45
2015-08-07,426.6
2015-08-10,424.1
2015-08-11,423.5
2015-08-12,422.45
2015-08-13,422.3
2015-08-14,424.75
2015-08-17,424.5
2015-08-18,425.2
2015-08-19,422.95
2015-08-20,425.5
2015-08-21,424.55
2015-08-24,411.05
2015-08-25,416.1
2015-08-26,408.7
2015-08-27,414.65
2015-08-28,421.6
2015-08-31,422.95
2015-09-01,420.0
2015-09-02,421.65
2015-09-03,424.5
2015-09-04,407.95
2015-09-07,397.55
2015-09-08,404.0
2015-09-09,406.45
2015-09-10,405.6
2015-09-11,407.05
2015-09-14,405.5
2015-09-15,402.95
2015-09-16,397.7
2015-09-18,406.85
2015-09-21,401.2
2015-09-22,406.9
2015-09-23,406.85
2015-09-24,406.25
2015-09-28,407.2
2015-09-29,405.3
2015-09-30,410.25
2015-10-01,409.65
2015-10-05,416.15
2015-10-06,414.15
2015-10-07,408.8
2015-10-08,410.85
2015-10-09,415.35
2015-10-12,409.9
2015-10-13,408.0
2015-10-14,400.05
2015-10-15,406.95
2015-10-16,411.75
2015-10-19,422.9
2015-10-20,417.15
2015-10-21,459.15
2015-10-23,450.3
2015-10-26,454.7
2015-10-27,450.6
2015-10-28,450.9
2015-10-29,516.4
2015-10-30,474.4
2015-11-02,499.4
2015-11-03,491.85
2015-11-04,482.7
2015-11-05,484.5
2015-11-06,476.05
2015-11-09,487.85
2015-11-10,474.7
2015-11-11,479.75
2015-11-13,487.45
2015-11-16,514.1
2015-11-17,515.35
2015-11-18,511.0
2015-11-19,507.45
2015-11-20,498.85
2015-11-23,508.5
2015-11-24,515.5
2015-11-26,504.2
2015-11-27,503.5
2015-11-30,498.05
2015-12-01,500.0
2015-12-02,498.75
2015-12-03,498.55
2015-12-04,481.9
2015-12-07,480.05
2015-12-08,469.2
2015-12-09,479.15
2015-12-10,477.65
2015-12-11,473.05
2015-12-14,477.1
2015-12-15,481.25
2015-12-16,476.45
2015-12-17,496.8
2015-12-18,498.95
2015-12-21,490.95
2015-12-22,492.85
2015-12-23,494.75
2015-12-24,491.55
2015-12-28,492.2
2015-12-29,489.25
2015-12-30,497.85
2015-12-31,497.55
