Date,TEXINFRA
2015-01-01,46.8
2015-01-02,49.9
2015-01-05,49.9
2015-01-06,47.05
2015-01-07,47.55
2015-01-08,47.6
2015-01-09,47.9
2015-01-12,48.25
2015-01-13,47.55
2015-01-14,46.6
2015-01-15,46.85
2015-01-16,47.25
2015-01-19,47.65
2015-01-20,46.95
2015-01-21,46.6
2015-01-22,47.55
2015-01-23,46.45
2015-01-27,47.15
2015-01-28,46.0
2015-01-29,46.05
2015-01-30,46.05
2015-02-02,47.05
2015-02-03,45.9
2015-02-04,44.75
2015-02-05,45.55
2015-02-06,43.95
2015-02-09,42.25
2015-02-10,44.6
2015-02-11,48.05
2015-02-12,47.9
2015-02-13,46.6
2015-02-16,46.3
2015-02-18,46.95
2015-02-19,46.4
2015-02-20,45.85
2015-02-23,45.05
2015-02-24,42.95
2015-02-25,43.35
2015-02-26,42.25
2015-02-27,45.25
2015-02-28,42.9
2015-03-02,42.5
2015-03-03,42.4
2015-03-04,40.8
2015-03-05,41.0
2015-03-09,40.4
2015-03-10,38.3
2015-03-11,37.5
2015-03-12,37.65
2015-03-13,37.0
2015-03-16,36.55
2015-03-17,36.0
2015-03-18,36.3
2015-03-19,35.9
2015-03-20,34.5
2015-03-23,34.45
2015-03-24,35.05
2015-03-25,34.7
2015-03-26,34.75
2015-03-27,32.7
2015-03-30,34.8
2015-03-31,35.05
2015-04-01,37.25
2015-04-06,37.0
2015-04-07,37.55
2015-04-08,37.95
2015-04-09,37.95
2015-04-10,38.05
2015-04-13,40.5
2015-04-15,39.3
2015-04-16,38.35
2015-04-17,37.7
2015-04-20,36.55
2015-04-21,36.1
2015-04-22,36.35
2015-04-23,36.1
2015-04-24,34.6
2015-04-27,32.95
2015-04-28,34.0
2015-04-29,34.75
2015-04-30,34.3
2015-05-04,33.95
2015-05-05,34.05
2015-05-06,32.4
2015-05-07,32.35
2015-05-08,33.1
2015-05-11,32.95
2015-05-12,31.95
2015-05-13,32.8
2015-05-14,32.85
2015-05-15,33.35
2015-05-18,33.5
2015-05-19,33.5
2015-05-20,33.55
2015-05-21,33.5
2015-05-22,33.65
2015-05-25,32.9
2015-05-26,32.6
2015-05-27,32.8
2015-05-28,32.55
2015-05-29,32.75
2015-06-01,32.5
2015-06-02,32.5
2015-06-03,30.5
2015-06-04,28.9
2015-06-05,29.8
2015-06-08,28.9
2015-06-09,29.2
2015-06-10,29.35
2015-06-11,28.05
2015-06-12,28.8
2015-06-15,30.8
2015-06-16,31.3
2015-06-17,31.65
2015-06-18,33.3
2015-06-19,32.5
2015-06-22,32.85
2015-06-23,33.3
2015-06-24,32.85
2015-06-25,33.65
2015-06-26,33.5
2015-06-29,33.65
2015-06-30,35.35
2015-07-01,36.55
2015-07-02,35.95
2015-07-03,36.25
2015-07-06,36.0
2015-07-07,35.6
2015-07-08,34.55
2015-07-09,34.2
2015-07-10,34.1
2015-07-13,35.1
2015-07-14,34.7
2015-07-15,35.55
2015-07-16,35.95
2015-07-17,35.2
2015-07-20,35.25
2015-07-21,34.8
2015-07-22,35.0
2015-07-23,36.65
2015-07-24,36.0
2015-07-27,34.75
2015-07-28,34.5
2015-07-29,34.35
2015-07-30,35.0
2015-07-31,34.85
2015-08-03,35.15
2015-08-04,35.0
2015-08-05,35.45
2015-08-06,36.2
2015-08-07,36.0
2015-08-10,35.35
2015-08-11,34.1
2015-08-12,33.6
2015-08-13,33.55
2015-08-14,34.1
2015-08-17,33.85
2015-08-18,32.8
2015-08-19,32.8
2015-08-20,32.3
2015-08-21,31.3
2015-08-24,27.7
2015-08-25,29.7
2015-08-26,30.0
2015-08-27,31.65
2015-08-28,30.8
2015-08-31,30.4
2015-09-01,29.5
2015-09-02,29.65
2015-09-03,29.55
2015-09-04,28.45
2015-09-07,27.95
2015-09-08,28.0
2015-09-09,28.95
2015-09-10,29.5
2015-09-11,30.4
2015-09-14,30.2
2015-09-15,30.4
2015-09-16,29.35
2015-09-18,29.9
2015-09-21,30.85
2015-09-22,31.2
2015-09-23,32.85
2015-09-24,32.55
2015-09-28,31.4
2015-09-29,31.75
2015-09-30,32.0
2015-10-01,32.35
2015-10-05,32.9
2015-10-06,32.4
2015-10-07,32.4
2015-10-08,31.7
2015-10-09,33.25
2015-10-12,32.75
2015-10-13,33.3
2015-10-14,33.65
2015-10-15,33.5
2015-10-16,32.95
2015-10-19,33.65
2015-10-20,33.1
2015-10-21,33.5
2015-10-23,34.8
2015-10-26,34.6
2015-10-27,33.45
2015-10-28,33.55
2015-10-29,33.65
2015-10-30,32.9
2015-11-02,33.15
2015-11-03,33.2
2015-11-04,33.1
2015-11-05,32.6
2015-11-06,32.75
2015-11-09,32.55
2015-11-10,32.65
2015-11-11,33.75
2015-11-13,32.5
2015-11-16,32.5
2015-11-17,35.7
2015-11-18,35.05
2015-11-19,38.1
2015-11-20,39.4
2015-11-23,41.45
2015-11-24,40.35
2015-11-26,40.1
2015-11-27,38.8
2015-11-30,40.6
2015-12-01,40.7
2015-12-02,40.6
2015-12-03,39.3
2015-12-04,39.1
2015-12-07,39.55
2015-12-08,38.2
2015-12-09,37.0
2015-12-10,38.3
2015-12-11,38.8
2015-12-14,38.75
2015-12-15,38.3
2015-12-16,39.35
2015-12-17,40.4
2015-12-18,39.4
2015-12-21,39.7
2015-12-22,38.95
2015-12-23,39.2
2015-12-24,39.9
2015-12-28,40.0
2015-12-29,39.25
2015-12-30,39.9
2015-12-31,41.5
