Date,GLOBUSSPR
2015-01-01,67.85
2015-01-02,67.7
2015-01-05,67.6
2015-01-06,65.6
2015-01-07,64.95
2015-01-08,66.45
2015-01-09,67.45
2015-01-12,66.4
2015-01-13,67.1
2015-01-14,65.65
2015-01-15,65.9
2015-01-16,63.0
2015-01-19,60.9
2015-01-20,62.5
2015-01-21,62.85
2015-01-22,62.2
2015-01-23,60.95
2015-01-27,67.5
2015-01-28,67.55
2015-01-29,66.6
2015-01-30,65.75
2015-02-02,64.1
2015-02-03,63.9
2015-02-04,62.9
2015-02-05,62.45
2015-02-06,62.3
2015-02-09,59.8
2015-02-10,59.25
2015-02-11,59.55
2015-02-12,61.15
2015-02-13,60.3
2015-02-16,59.45
2015-02-18,59.6
2015-02-19,60.45
2015-02-20,61.1
2015-02-23,60.4
2015-02-24,59.25
2015-02-25,59.65
2015-02-26,58.55
2015-02-27,59.0
2015-02-28,58.7
2015-03-02,58.05
2015-03-03,57.75
2015-03-04,58.85
2015-03-05,58.8
2015-03-09,58.75
2015-03-10,57.5
2015-03-11,56.85
2015-03-12,56.4
2015-03-13,55.05
2015-03-16,53.9
2015-03-17,51.65
2015-03-18,50.85
2015-03-19,49.6
2015-03-20,46.65
2015-03-23,46.0
2015-03-24,45.65
2015-03-25,44.3
2015-03-26,43.1
2015-03-27,40.25
2015-03-30,42.1
2015-03-31,42.85
2015-04-01,45.6
2015-04-06,50.25
2015-04-07,51.85
2015-04-08,54.25
2015-04-09,52.4
2015-04-10,52.7
2015-04-13,53.3
2015-04-15,51.75
2015-04-16,51.2
2015-04-17,50.35
2015-04-20,50.55
2015-04-21,50.35
2015-04-22,50.3
2015-04-23,50.5
2015-04-24,48.9
2015-04-27,47.7
2015-04-28,47.65
2015-04-29,47.4
2015-04-30,47.65
2015-05-04,47.85
2015-05-05,48.25
2015-05-06,47.2
2015-05-07,46.05
2015-05-08,45.6
2015-05-11,46.35
2015-05-12,46.1
2015-05-13,46.65
2015-05-14,47.3
2015-05-15,47.75
2015-05-18,48.35
2015-05-19,48.8
2015-05-20,50.5
2015-05-21,60.6
2015-05-22,56.9
2015-05-25,56.5
2015-05-26,54.4
2015-05-27,53.85
2015-05-28,54.15
2015-05-29,54.35
2015-06-01,52.5
2015-06-02,51.0
2015-06-03,47.1
2015-06-04,46.0
2015-06-05,46.5
2015-06-08,46.85
2015-06-09,48.3
2015-06-10,48.7
2015-06-11,47.55
2015-06-12,45.0
2015-06-15,46.15
2015-06-16,46.1
2015-06-17,46.7
2015-06-18,48.6
2015-06-19,47.3
2015-06-22,52.3
2015-06-23,56.2
2015-06-24,57.35
2015-06-25,55.2
2015-06-26,53.0
2015-06-29,50.25
2015-06-30,51.1
2015-07-01,51.9
2015-07-02,50.5
2015-07-03,51.9
2015-07-06,53.85
2015-07-07,59.65
2015-07-08,58.65
2015-07-09,59.05
2015-07-10,59.0
2015-07-13,59.1
2015-07-14,60.45
2015-07-15,65.35
2015-07-16,64.95
2015-07-17,64.65
2015-07-20,63.15
2015-07-21,61.3
2015-07-22,64.15
2015-07-23,65.0
2015-07-24,67.0
2015-07-27,68.7
2015-07-28,72.55
2015-07-29,70.55
2015-07-30,69.6
2015-07-31,69.0
2015-08-03,67.8
2015-08-04,68.35
2015-08-05,69.8
2015-08-06,69.2
2015-08-07,73.95
2015-08-10,75.8
2015-08-11,71.8
2015-08-12,67.9
2015-08-13,68.8
2015-08-14,67.95
2015-08-17,71.8
2015-08-18,68.9
2015-08-19,68.0
2015-08-20,67.25
2015-08-21,66.1
2015-08-24,57.7
2015-08-25,57.45
2015-08-26,55.65
2015-08-27,59.5
2015-08-28,58.9
2015-08-31,59.25
2015-09-01,57.25
2015-09-02,56.05
2015-09-03,56.15
2015-09-04,54.1
2015-09-07,51.2
2015-09-08,51.6
2015-09-09,53.6
2015-09-10,52.3
2015-09-11,54.6
2015-09-14,55.75
2015-09-15,54.6
2015-09-16,55.1
2015-09-18,55.95
2015-09-21,56.6
2015-09-22,55.0
2015-09-23,55.4
2015-09-24,56.85
2015-09-28,55.35
2015-09-29,55.8
2015-09-30,59.4
2015-10-01,60.05
2015-10-05,60.55
2015-10-06,60.25
2015-10-07,61.3
2015-10-08,59.7
2015-10-09,60.0
2015-10-12,58.85
2015-10-13,59.25
2015-10-14,60.5
2015-10-15,60.65
2015-10-16,60.15
2015-10-19,59.45
2015-10-20,60.9
2015-10-21,62.0
2015-10-23,62.05
2015-10-26,59.5
2015-10-27,59.1
2015-10-28,62.25
2015-10-29,64.1
2015-10-30,65.5
2015-11-02,64.8
2015-11-03,65.75
2015-11-04,63.5
2015-11-05,61.55
2015-11-06,61.0
2015-11-09,61.3
2015-11-10,57.1
2015-11-11,57.5
2015-11-13,61.65
2015-11-16,64.5
2015-11-17,63.35
2015-11-18,62.05
2015-11-19,61.7
2015-11-20,63.15
2015-11-23,64.75
2015-11-24,77.7
2015-11-26,79.5
2015-11-27,76.4
2015-11-30,72.75
2015-12-01,74.45
2015-12-02,79.95
2015-12-03,79.9
2015-12-04,80.65
2015-12-07,84.8
2015-12-08,84.1
2015-12-09,78.15
2015-12-10,82.1
2015-12-11,79.0
2015-12-14,79.05
2015-12-15,78.9
2015-12-16,77.9
2015-12-17,79.45
2015-12-18,79.85
2015-12-21,80.15
2015-12-22,77.75
2015-12-23,77.7
2015-12-24,77.15
2015-12-28,78.9
2015-12-29,78.75
2015-12-30,77.55
2015-12-31,78.1
