Date,TTL
2015-01-01,41.75
2015-01-02,40.65
2015-01-05,41.1
2015-01-06,39.05
2015-01-07,39.2
2015-01-08,41.45
2015-01-09,40.7
2015-01-12,40.95
2015-01-13,41.15
2015-01-14,41.25
2015-01-15,42.45
2015-01-16,44.5
2015-01-19,47.45
2015-01-20,46.3
2015-01-21,48.05
2015-01-22,49.95
2015-01-23,48.65
2015-01-27,47.75
2015-01-28,45.5
2015-01-29,45.45
2015-01-30,44.35
2015-02-02,45.6
2015-02-03,44.7
2015-02-04,44.35
2015-02-05,43.65
2015-02-06,42.85
2015-02-09,43.95
2015-02-10,42.35
2015-02-11,43.35
2015-02-12,43.25
2015-02-13,42.8
2015-02-16,42.65
2015-02-18,42.35
2015-02-19,41.65
2015-02-20,42.1
2015-02-23,42.1
2015-02-24,41.2
2015-02-25,40.85
2015-02-26,40.95
2015-02-27,42.8
2015-02-28,42.0
2015-03-02,42.2
2015-03-03,42.55
2015-03-04,41.7
2015-03-05,41.65
2015-03-09,41.4
2015-03-10,40.9
2015-03-11,40.7
2015-03-12,44.25
2015-03-13,43.5
2015-03-16,43.8
2015-03-17,42.9
2015-03-18,42.85
2015-03-19,42.4
2015-03-20,44.95
2015-03-23,43.95
2015-03-24,42.8
2015-03-25,42.55
2015-03-26,43.05
2015-03-27,42.7
2015-03-30,43.9
2015-03-31,43.0
2015-04-01,46.1
2015-04-06,47.9
2015-04-07,52.3
2015-04-08,51.5
2015-04-09,51.7
2015-04-10,51.8
2015-04-13,57.4
2015-04-15,57.75
2015-04-16,58.1
2015-04-17,59.0
2015-04-20,58.95
2015-04-21,57.05
2015-04-22,56.6
2015-04-23,57.65
2015-04-24,55.65
2015-04-27,53.05
2015-04-28,53.45
2015-04-29,52.5
2015-04-30,53.25
2015-05-04,57.2
2015-05-05,55.5
2015-05-06,53.0
2015-05-07,52.5
2015-05-08,53.7
2015-05-11,54.9
2015-05-12,53.35
2015-05-13,54.8
2015-05-14,49.7
2015-05-15,48.75
2015-05-18,49.0
2015-05-19,49.45
2015-05-20,49.0
2015-05-21,48.35
2015-05-22,48.6
2015-05-25,50.6
2015-05-26,49.85
2015-05-27,48.5
2015-05-28,47.5
2015-05-29,50.7
2015-06-01,53.05
2015-06-02,50.1
2015-06-03,47.85
2015-06-04,48.3
2015-06-05,48.35
2015-06-08,47.45
2015-06-09,47.2
2015-06-10,47.4
2015-06-11,46.65
2015-06-12,47.0
2015-06-15,51.6
2015-06-16,52.2
2015-06-17,52.5
2015-06-18,52.65
2015-06-19,51.65
2015-06-22,49.55
2015-06-23,49.7
2015-06-24,50.8
2015-06-25,50.5
2015-06-26,49.0
2015-06-29,48.35
2015-06-30,49.8
2015-07-01,51.4
2015-07-02,51.0
2015-07-03,51.25
2015-07-06,52.1
2015-07-07,56.3
2015-07-08,59.3
2015-07-09,58.1
2015-07-10,56.45
2015-07-13,59.45
2015-07-14,58.3
2015-07-15,60.6
2015-07-16,56.6
2015-07-17,55.5
2015-07-20,54.5
2015-07-21,53.4
2015-07-22,54.7
2015-07-23,54.55
2015-07-24,55.4
2015-07-27,54.0
2015-07-28,55.6
2015-07-29,55.0
2015-07-30,55.05
2015-07-31,55.9
2015-08-03,56.6
2015-08-04,55.3
2015-08-05,59.35
2015-08-06,64.05
2015-08-07,64.05
2015-08-10,64.3
2015-08-11,61.7
2015-08-12,59.85
2015-08-13,58.75
2015-08-14,59.9
2015-08-17,58.2
2015-08-18,61.95
2015-08-19,59.75
2015-08-20,60.05
2015-08-21,59.1
2015-08-24,51.9
2015-08-25,52.3
2015-08-26,51.6
2015-08-27,53.55
2015-08-28,53.35
2015-08-31,52.9
2015-09-01,51.6
2015-09-02,50.65
2015-09-03,51.5
2015-09-04,49.8
2015-09-07,48.5
2015-09-08,48.25
2015-09-09,48.8
2015-09-10,49.65
2015-09-11,50.45
2015-09-14,50.85
2015-09-15,51.6
2015-09-16,50.35
2015-09-18,51.3
2015-09-21,55.45
2015-09-22,52.6
2015-09-23,52.95
2015-09-24,52.25
2015-09-28,50.35
2015-09-29,51.25
2015-09-30,51.3
2015-10-01,51.05
2015-10-05,51.9
2015-10-06,52.5
2015-10-07,54.15
2015-10-08,55.05
2015-10-09,54.3
2015-10-12,54.0
2015-10-13,53.35
2015-10-14,53.95
2015-10-15,57.8
2015-10-16,57.3
2015-10-19,55.55
2015-10-20,54.25
2015-10-21,54.95
2015-10-23,54.6
2015-10-26,53.1
2015-10-27,53.15
2015-10-28,53.25
2015-10-29,52.1
2015-10-30,51.15
2015-11-02,49.2
2015-11-03,49.9
2015-11-04,49.0
2015-11-05,48.45
2015-11-06,49.7
2015-11-09,49.3
2015-11-10,48.2
2015-11-11,48.95
2015-11-13,47.85
2015-11-16,48.5
2015-11-17,48.85
2015-11-18,48.9
2015-11-19,50.6
2015-11-20,49.35
2015-11-23,49.85
2015-11-24,51.0
2015-11-26,57.1
2015-11-27,55.85
2015-11-30,56.4
2015-12-01,55.85
2015-12-02,55.45
2015-12-03,58.6
2015-12-04,56.6
2015-12-07,55.1
2015-12-08,53.7
2015-12-09,52.5
2015-12-10,52.6
2015-12-11,52.75
2015-12-14,53.05
2015-12-15,53.3
2015-12-16,54.35
2015-12-17,54.5
2015-12-18,54.3
2015-12-21,54.5
2015-12-22,54.95
2015-12-23,55.4
2015-12-24,55.2
2015-12-28,54.95
2015-12-29,55.2
2015-12-30,54.5
2015-12-31,55.1
