Date,PHOENIXLTD
2015-01-01,366.4
2015-01-02,360.5
2015-01-05,365.2
2015-01-06,367.55
2015-01-07,366.25
2015-01-08,363.35
2015-01-09,361.75
2015-01-12,358.25
2015-01-13,359.8
2015-01-14,360.15
2015-01-15,365.25
2015-01-16,365.2
2015-01-19,364.45
2015-01-20,370.55
2015-01-21,379.25
2015-01-22,378.85
2015-01-23,380.8
2015-01-27,382.0
2015-01-28,396.1
2015-01-29,398.95
2015-01-30,406.2
2015-02-02,400.7
2015-02-03,394.5
2015-02-04,394.2
2015-02-05,395.7
2015-02-06,393.8
2015-02-09,380.45
2015-02-10,379.4
2015-02-11,371.85
2015-02-12,380.05
2015-02-13,379.75
2015-02-16,394.9
2015-02-18,399.95
2015-02-19,399.85
2015-02-20,394.85
2015-02-23,392.0
2015-02-24,391.95
2015-02-25,388.35
2015-02-26,383.35
2015-02-27,390.95
2015-02-28,387.6
2015-03-02,387.9
2015-03-03,383.8
2015-03-04,390.0
2015-03-05,384.1
2015-03-09,375.3
2015-03-10,368.45
2015-03-11,368.25
2015-03-12,367.15
2015-03-13,361.25
2015-03-16,363.55
2015-03-17,360.95
2015-03-18,366.5
2015-03-19,369.6
2015-03-20,369.75
2015-03-23,358.0
2015-03-24,349.95
2015-03-25,353.55
2015-03-26,353.55
2015-03-27,354.75
2015-03-30,354.0
2015-03-31,356.95
2015-04-01,355.25
2015-04-06,372.45
2015-04-07,364.9
2015-04-08,366.3
2015-04-09,363.1
2015-04-10,360.0
2015-04-13,362.5
2015-04-15,365.2
2015-04-16,374.95
2015-04-17,374.95
2015-04-20,375.0
2015-04-21,376.7
2015-04-22,376.6
2015-04-23,376.45
2015-04-24,371.7
2015-04-27,379.95
2015-04-28,377.05
2015-04-29,368.6
2015-04-30,364.25
2015-05-04,362.75
2015-05-05,362.25
2015-05-06,361.75
2015-05-07,364.35
2015-05-08,360.35
2015-05-11,358.0
2015-05-12,360.2
2015-05-13,362.6
2015-05-14,357.4
2015-05-15,359.25
2015-05-18,367.05
2015-05-19,366.1
2015-05-20,367.25
2015-05-21,359.3
2015-05-22,355.7
2015-05-25,355.05
2015-05-26,356.45
2015-05-27,359.45
2015-05-28,367.55
2015-05-29,374.65
2015-06-01,380.05
2015-06-02,377.25
2015-06-03,373.3
2015-06-04,359.0
2015-06-05,359.5
2015-06-08,352.5
2015-06-09,348.5
2015-06-10,341.15
2015-06-11,344.35
2015-06-12,361.2
2015-06-15,360.0
2015-06-16,364.6
2015-06-17,366.1
2015-06-18,374.15
2015-06-19,376.7
2015-06-22,382.25
2015-06-23,377.25
2015-06-24,377.5
2015-06-25,377.0
2015-06-26,377.15
2015-06-29,375.9
2015-06-30,378.3
2015-07-01,365.3
2015-07-02,374.9
2015-07-03,374.3
2015-07-06,370.3
2015-07-07,371.5
2015-07-08,371.0
2015-07-09,370.95
2015-07-10,362.65
2015-07-13,360.6
2015-07-14,363.75
2015-07-15,369.55
2015-07-16,373.4
2015-07-17,377.15
2015-07-20,380.05
2015-07-21,363.75
2015-07-22,362.1
2015-07-23,362.8
2015-07-24,360.5
2015-07-27,356.3
2015-07-28,358.55
2015-07-29,358.4
2015-07-30,356.1
2015-07-31,359.2
2015-08-03,362.3
2015-08-04,361.35
2015-08-05,364.6
2015-08-06,362.8
2015-08-07,356.15
2015-08-10,351.95
2015-08-11,356.1
2015-08-12,359.4
2015-08-13,360.4
2015-08-14,363.75
2015-08-17,363.15
2015-08-18,358.25
2015-08-19,357.75
2015-08-20,348.75
2015-08-21,349.7
2015-08-24,332.85
2015-08-25,330.0
2015-08-26,317.05
2015-08-27,345.9
2015-08-28,338.8
2015-08-31,340.05
2015-09-01,332.35
2015-09-02,326.9
2015-09-03,323.5
2015-09-04,305.1
2015-09-07,299.95
2015-09-08,313.65
2015-09-09,338.45
2015-09-10,332.2
2015-09-11,330.85
2015-09-14,332.2
2015-09-15,330.0
2015-09-16,330.95
2015-09-18,335.2
2015-09-21,336.25
2015-09-22,336.45
2015-09-23,331.1
2015-09-24,335.0
2015-09-28,331.95
2015-09-29,324.85
2015-09-30,323.85
2015-10-01,318.25
2015-10-05,323.05
2015-10-06,328.15
2015-10-07,334.65
2015-10-08,327.15
2015-10-09,323.05
2015-10-12,323.5
2015-10-13,323.75
2015-10-14,325.2
2015-10-15,325.25
2015-10-16,326.95
2015-10-19,328.0
2015-10-20,327.2
2015-10-21,332.45
2015-10-23,331.65
2015-10-26,335.6
2015-10-27,332.75
2015-10-28,329.05
2015-10-29,327.6
2015-10-30,333.95
2015-11-02,334.8
2015-11-03,337.85
2015-11-04,339.05
2015-11-05,338.25
2015-11-06,339.55
2015-11-09,329.65
2015-11-10,334.45
2015-11-11,332.25
2015-11-13,335.2
2015-11-16,340.5
2015-11-17,338.9
2015-11-18,356.8
2015-11-19,360.5
2015-11-20,357.9
2015-11-23,360.05
2015-11-24,354.4
2015-11-26,346.4
2015-11-27,348.0
2015-11-30,347.95
2015-12-01,347.85
2015-12-02,346.4
2015-12-03,341.65
2015-12-04,340.15
2015-12-07,337.7
2015-12-08,325.75
2015-12-09,320.55
2015-12-10,331.4
2015-12-11,330.0
2015-12-14,332.45
2015-12-15,323.15
2015-12-16,321.35
2015-12-17,324.95
2015-12-18,330.1
2015-12-21,325.3
2015-12-22,336.15
2015-12-23,340.65
2015-12-24,338.55
2015-12-28,338.95
2015-12-29,335.6
2015-12-30,332.2
2015-12-31,335.7
