Date,NAVINFLUOR
2015-01-01,639.95
2015-01-02,650.45
2015-01-05,650.15
2015-01-06,638.2
2015-01-07,660.65
2015-01-08,657.0
2015-01-09,664.25
2015-01-12,660.05
2015-01-13,645.9
2015-01-14,644.2
2015-01-15,646.25
2015-01-16,652.7
2015-01-19,661.1
2015-01-20,653.1
2015-01-21,736.85
2015-01-22,737.55
2015-01-23,718.65
2015-01-27,718.4
2015-01-28,710.65
2015-01-29,726.85
2015-01-30,729.65
2015-02-02,712.95
2015-02-03,713.1
2015-02-04,726.4
2015-02-05,704.75
2015-02-06,685.85
2015-02-09,651.5
2015-02-10,676.95
2015-02-11,687.3
2015-02-12,690.4
2015-02-13,698.3
2015-02-16,692.55
2015-02-18,688.7
2015-02-19,689.05
2015-02-20,700.35
2015-02-23,699.35
2015-02-24,700.1
2015-02-25,705.4
2015-02-26,700.25
2015-02-27,709.15
2015-02-28,701.75
2015-03-02,722.75
2015-03-03,746.0
2015-03-04,752.2
2015-03-05,829.45
2015-03-09,803.5
2015-03-10,837.2
2015-03-11,836.65
2015-03-12,844.9
2015-03-13,830.0
2015-03-16,819.65
2015-03-17,857.25
2015-03-18,832.15
2015-03-19,845.4
2015-03-20,797.5
2015-03-23,762.95
2015-03-24,770.1
2015-03-25,775.55
2015-03-26,785.6
2015-03-27,800.35
2015-03-30,827.25
2015-03-31,835.55
2015-04-01,850.95
2015-04-06,852.15
2015-04-07,859.4
2015-04-08,851.4
2015-04-09,869.45
2015-04-10,885.3
2015-04-13,911.3
2015-04-15,937.75
2015-04-16,920.3
2015-04-17,905.25
2015-04-20,897.85
2015-04-21,891.2
2015-04-22,926.45
2015-04-23,908.1
2015-04-24,860.6
2015-04-27,828.05
2015-04-28,873.25
2015-04-29,843.4
2015-04-30,830.35
2015-05-04,821.9
2015-05-05,815.65
2015-05-06,810.65
2015-05-07,783.95
2015-05-08,810.9
2015-05-11,793.8
2015-05-12,801.2
2015-05-13,810.1
2015-05-14,814.9
2015-05-15,814.95
2015-05-18,825.2
2015-05-19,835.2
2015-05-20,866.8
2015-05-21,865.35
2015-05-22,881.55
2015-05-25,876.3
2015-05-26,864.3
2015-05-27,873.65
2015-05-28,900.7
2015-05-29,908.5
2015-06-01,915.9
2015-06-02,925.4
2015-06-03,896.35
2015-06-04,884.15
2015-06-05,895.8
2015-06-08,893.85
2015-06-09,887.25
2015-06-10,896.5
2015-06-11,882.75
2015-06-12,877.2
2015-06-15,875.6
2015-06-16,877.25
