Date,KAUSHALYA
2015-01-01,5.7
2015-01-02,6.0
2015-01-05,6.5
2015-01-06,6.1
2015-01-07,5.8
2015-01-08,6.6
2015-01-09,6.55
2015-01-12,6.5
2015-01-13,6.7
2015-01-14,6.8
2015-01-15,7.0
2015-01-16,6.3
2015-01-19,6.25
2015-01-20,6.25
2015-01-21,6.45
2015-01-22,6.85
2015-01-23,7.45
2015-01-27,7.5
2015-01-28,7.5
2015-01-29,7.3
2015-01-30,7.4
2015-02-02,7.95
2015-02-03,7.8
2015-02-04,8.25
2015-02-05,7.4
2015-02-06,7.15
2015-02-09,6.95
2015-02-10,6.7
2015-02-11,6.35
2015-02-12,6.4
2015-02-13,6.9
2015-02-16,6.5
2015-02-18,6.7
2015-02-19,6.7
2015-02-20,6.85
2015-02-23,6.8
2015-02-24,6.85
2015-02-25,6.95
2015-02-26,6.9
2015-02-27,7.1
2015-02-28,7.2
2015-03-02,7.4
2015-03-03,7.4
2015-03-04,7.25
2015-03-05,7.1
2015-03-09,6.65
2015-03-10,7.0
2015-03-11,6.6
2015-03-12,6.8
2015-03-13,6.35
2015-03-16,6.3
2015-03-17,6.15
2015-03-18,6.3
2015-03-19,6.1
2015-03-20,5.8
2015-03-23,5.75
2015-03-24,5.5
2015-03-25,5.4
2015-03-26,5.35
2015-03-27,5.2
2015-03-30,6.2
2015-03-31,7.1
2015-04-01,7.4
2015-04-06,7.1
2015-04-07,7.2
2015-04-08,7.5
2015-04-09,7.2
2015-04-10,7.5
2015-04-13,7.7
2015-04-15,7.6
2015-04-16,7.35
2015-04-17,7.4
2015-04-20,7.1
2015-04-21,6.95
2015-04-22,6.75
2015-04-23,6.85
2015-04-24,6.6
2015-04-27,6.4
2015-04-28,6.6
2015-04-29,7.15
2015-04-30,7.0
2015-05-04,6.75
2015-05-05,7.0
2015-05-06,6.95
2015-05-07,6.4
2015-05-08,7.4
2015-05-11,6.7
2015-05-12,6.45
2015-05-13,6.7
2015-05-14,6.35
2015-05-15,6.6
2015-05-18,6.55
2015-05-19,6.6
2015-05-20,6.35
2015-05-21,6.3
2015-05-22,6.45
2015-05-25,6.4
2015-05-26,6.45
2015-05-27,6.4
2015-05-28,6.5
2015-05-29,6.35
2015-06-01,6.25
2015-06-02,5.8
2015-06-03,5.5
2015-06-04,5.55
2015-06-05,6.1
2015-06-08,5.55
2015-06-09,5.6
2015-06-10,5.7
2015-06-11,5.8
2015-06-12,6.1
2015-06-15,5.9
2015-06-16,5.8
2015-06-17,5.75
2015-06-18,5.85
2015-06-19,5.95
2015-06-22,6.15
2015-06-23,6.55
2015-06-24,6.65
2015-06-25,6.45
2015-06-26,6.55
2015-06-29,6.35
2015-06-30,6.8
2015-07-01,6.7
2015-07-02,7.4
2015-07-03,7.1
2015-07-06,6.9
2015-07-07,7.0
2015-07-08,6.9
2015-07-09,7.3
2015-07-10,7.25
2015-07-13,7.1
2015-07-14,7.0
2015-07-15,6.95
2015-07-16,6.8
2015-07-17,6.6
2015-07-20,7.0
2015-07-21,6.6
2015-07-22,6.55
2015-07-23,6.5
2015-07-24,6.4
2015-07-27,6.5
2015-07-28,6.4
2015-07-29,6.7
2015-07-30,6.8
2015-07-31,6.55
2015-08-03,6.55
2015-08-04,6.7
2015-08-05,6.65
2015-08-06,6.65
2015-08-07,6.5
2015-08-10,6.35
2015-08-11,6.3
2015-08-12,6.45
2015-08-13,6.2
2015-08-14,6.05
2015-08-17,6.3
2015-08-18,6.3
2015-08-19,5.9
2015-08-20,5.65
2015-08-21,5.75
2015-08-24,5.0
2015-08-25,5.0
2015-08-26,5.0
2015-08-27,4.8
2015-08-28,5.05
2015-08-31,4.7
2015-09-01,4.7
2015-09-02,4.7
2015-09-03,4.6
2015-09-04,4.5
2015-09-07,4.3
2015-09-08,4.25
2015-09-09,4.4
2015-09-10,4.4
2015-09-11,4.4
2015-09-14,4.5
2015-09-15,4.5
2015-09-16,4.6
2015-09-18,4.85
2015-09-21,4.9
2015-09-22,4.8
2015-09-23,4.7
2015-09-24,4.85
2015-09-28,4.75
2015-09-29,4.85
2015-09-30,4.75
2015-10-01,4.8
2015-10-05,5.0
2015-10-06,4.9
2015-10-07,5.05
2015-10-08,5.2
2015-10-09,4.8
2015-10-12,4.9
2015-10-13,4.9
2015-10-14,4.95
2015-10-15,5.0
2015-10-16,4.9
2015-10-19,4.9
2015-10-20,4.85
2015-10-21,4.85
2015-10-23,4.8
2015-10-26,4.75
2015-10-27,4.85
2015-10-28,4.8
2015-10-29,4.7
2015-10-30,4.75
2015-11-02,4.6
2015-11-03,4.55
2015-11-04,4.4
2015-11-05,4.8
2015-11-06,4.45
2015-11-09,4.4
2015-11-10,4.75
2015-11-11,4.55
2015-11-13,4.8
2015-11-16,4.65
2015-11-17,4.6
2015-11-18,4.45
2015-11-19,4.7
2015-11-20,4.4
2015-11-23,4.4
2015-11-24,4.7
2015-11-26,4.5
2015-11-27,4.5
2015-11-30,4.85
2015-12-01,5.1
2015-12-02,5.05
2015-12-03,5.1
2015-12-04,5.1
2015-12-07,5.05
2015-12-08,4.75
2015-12-09,4.6
2015-12-10,4.75
2015-12-11,4.7
2015-12-14,4.8
2015-12-15,4.9
2015-12-16,4.8
2015-12-17,4.7
2015-12-18,4.8
2015-12-21,4.8
2015-12-22,4.95
2015-12-23,4.9
2015-12-24,4.95
2015-12-28,5.05
2015-12-29,4.95
2015-12-30,4.95
2015-12-31,5.0
