Date,HSCL
2015-01-01,24.8
2015-01-02,25.8
2015-01-05,26.3
2015-01-06,24.85
2015-01-07,24.95
2015-01-08,24.95
2015-01-09,24.8
2015-01-12,24.8
2015-01-13,25.85
2015-01-14,25.0
2015-01-15,25.25
2015-01-16,24.6
2015-01-19,24.7
2015-01-20,25.15
2015-01-21,25.35
2015-01-22,24.6
2015-01-23,23.75
2015-01-27,23.65
2015-01-28,24.0
2015-01-29,24.05
2015-01-30,23.85
2015-02-02,23.5
2015-02-03,23.35
2015-02-04,23.0
2015-02-05,22.75
2015-02-06,22.15
2015-02-09,21.85
2015-02-10,21.55
2015-02-11,21.05
2015-02-12,21.15
2015-02-13,20.05
2015-02-16,19.2
2015-02-18,20.2
2015-02-19,19.6
2015-02-20,19.7
2015-02-23,19.5
2015-02-24,19.3
2015-02-25,18.3
2015-02-26,17.9
2015-02-27,18.25
2015-02-28,19.4
2015-03-02,19.75
2015-03-03,19.45
2015-03-04,19.3
2015-03-05,19.0
2015-03-09,18.5
2015-03-10,18.05
2015-03-11,18.0
2015-03-12,18.0
2015-03-13,17.95
2015-03-16,17.05
2015-03-17,16.35
2015-03-18,17.2
2015-03-19,16.75
2015-03-20,16.1
2015-03-23,15.9
2015-03-24,15.75
2015-03-25,14.85
2015-03-26,15.55
2015-03-27,15.15
2015-03-30,14.75
2015-03-31,15.1
2015-04-01,17.55
2015-04-06,18.35
2015-04-07,18.5
2015-04-08,22.2
2015-04-09,24.05
2015-04-10,23.0
2015-04-13,22.0
2015-04-15,20.95
2015-04-16,20.25
2015-04-17,19.95
2015-04-20,20.25
2015-04-21,20.3
2015-04-22,20.5
2015-04-23,20.0
2015-04-24,19.65
2015-04-27,19.45
2015-04-28,19.4
2015-04-29,19.5
2015-04-30,19.2
2015-05-04,19.1
2015-05-05,18.55
2015-05-06,17.85
2015-05-07,16.5
2015-05-08,17.2
2015-05-11,16.9
2015-05-12,16.5
2015-05-13,16.65
2015-05-14,17.15
2015-05-15,17.7
2015-05-18,17.75
2015-05-19,17.55
2015-05-20,17.7
2015-05-21,17.75
2015-05-22,17.5
2015-05-25,17.05
2015-05-26,16.8
2015-05-27,16.6
2015-05-28,16.5
2015-05-29,16.55
2015-06-01,16.4
2015-06-02,15.75
2015-06-03,14.85
2015-06-04,15.4
2015-06-05,15.8
2015-06-08,15.7
2015-06-09,15.4
2015-06-10,15.55
2015-06-11,15.4
2015-06-12,15.0
2015-06-15,15.3
2015-06-16,14.8
2015-06-17,15.25
2015-06-18,15.2
2015-06-19,15.25
2015-06-22,15.7
2015-06-23,15.7
2015-06-24,15.35
2015-06-25,15.45
2015-06-26,15.6
2015-06-29,15.15
2015-06-30,15.3
2015-07-01,16.1
2015-07-02,16.8
2015-07-03,16.6
2015-07-06,16.7
2015-07-07,16.35
2015-07-08,16.5
2015-07-09,17.15
2015-07-10,17.2
2015-07-13,17.55
2015-07-14,18.25
2015-07-15,21.2
2015-07-16,20.85
2015-07-17,20.7
2015-07-20,21.0
2015-07-21,19.75
2015-07-22,20.1
2015-07-23,19.65
2015-07-24,18.95
2015-07-27,18.55
2015-07-28,18.15
2015-07-29,18.45
2015-07-30,18.9
2015-07-31,18.3
2015-08-03,19.55
2015-08-04,23.45
2015-08-05,23.5
2015-08-06,22.85
2015-08-07,21.85
2015-08-10,21.2
2015-08-11,20.5
2015-08-12,19.65
2015-08-13,17.8
2015-08-14,18.95
2015-08-17,19.55
2015-08-18,18.25
2015-08-19,18.15
2015-08-20,17.5
2015-08-21,16.8
2015-08-24,15.4
2015-08-25,15.8
2015-08-26,15.5
2015-08-27,16.0
2015-08-28,15.85
2015-08-31,15.9
2015-09-01,15.15
2015-09-02,15.3
2015-09-03,15.75
2015-09-04,15.2
2015-09-07,14.75
2015-09-08,14.8
2015-09-09,15.1
2015-09-10,15.2
2015-09-11,15.6
2015-09-14,15.65
2015-09-15,16.0
2015-09-16,15.4
2015-09-18,15.6
2015-09-21,15.95
2015-09-22,15.9
2015-09-23,15.25
2015-09-24,15.4
2015-09-28,15.4
2015-09-29,15.3
2015-09-30,15.35
2015-10-01,15.5
2015-10-05,15.85
2015-10-06,16.3
2015-10-07,16.4
2015-10-08,16.0
2015-10-09,15.75
2015-10-12,18.25
2015-10-13,17.6
2015-10-14,17.4
2015-10-15,17.2
2015-10-16,17.25
2015-10-19,16.95
2015-10-20,16.5
2015-10-21,16.55
2015-10-23,16.2
2015-10-26,15.85
2015-10-27,16.7
2015-10-28,17.0
2015-10-29,16.85
2015-10-30,16.5
2015-11-02,15.85
2015-11-03,16.0
2015-11-04,15.7
2015-11-05,15.45
2015-11-06,15.2
2015-11-09,15.75
2015-11-10,15.25
2015-11-11,15.7
2015-11-13,15.8
2015-11-16,16.15
2015-11-17,16.0
2015-11-18,15.65
2015-11-19,16.0
2015-11-20,16.05
2015-11-23,15.4
2015-11-24,15.2
2015-11-26,15.0
2015-11-27,15.05
2015-11-30,14.95
2015-12-01,15.0
2015-12-02,15.0
2015-12-03,15.0
2015-12-04,14.95
2015-12-07,14.55
2015-12-08,14.05
2015-12-09,13.05
2015-12-10,12.55
2015-12-11,12.75
2015-12-14,13.95
2015-12-15,14.0
2015-12-16,12.9
2015-12-17,13.05
2015-12-18,13.0
2015-12-21,13.85
2015-12-22,14.55
2015-12-23,16.0
2015-12-24,16.3
2015-12-28,16.0
2015-12-29,16.05
2015-12-30,15.55
2015-12-31,15.05
