Date,RTNPOWER
2015-01-01,10.15
2015-01-02,10.45
2015-01-05,9.95
2015-01-06,9.8
2015-01-07,9.6
2015-01-08,9.7
2015-01-09,9.55
2015-01-12,9.6
2015-01-13,9.45
2015-01-14,9.4
2015-01-15,9.45
2015-01-16,9.45
2015-01-19,9.35
2015-01-20,9.45
2015-01-21,9.4
2015-01-22,9.55
2015-01-23,10.35
2015-01-27,10.5
2015-01-28,10.0
2015-01-29,10.4
2015-01-30,11.25
2015-02-02,11.35
2015-02-03,11.85
2015-02-04,11.55
2015-02-05,10.7
2015-02-06,10.3
2015-02-09,10.1
2015-02-10,10.0
2015-02-11,10.05
2015-02-12,10.1
2015-02-13,10.05
2015-02-16,9.7
2015-02-18,11.1
2015-02-19,11.2
2015-02-20,11.0
2015-02-23,10.55
2015-02-24,10.4
2015-02-25,10.15
2015-02-26,10.05
2015-02-27,10.25
2015-02-28,10.65
2015-03-02,10.3
2015-03-03,10.2
2015-03-04,10.1
2015-03-05,10.25
2015-03-09,10.3
2015-03-10,10.25
2015-03-11,10.15
2015-03-12,10.0
2015-03-13,9.8
2015-03-16,9.65
2015-03-17,9.55
2015-03-18,9.7
2015-03-19,9.8
2015-03-20,9.5
2015-03-23,9.2
2015-03-24,9.05
2015-03-25,8.9
2015-03-26,8.8
2015-03-27,8.7
2015-03-30,8.9
2015-03-31,8.95
2015-04-01,9.3
2015-04-06,9.35
2015-04-07,9.45
2015-04-08,9.55
2015-04-09,9.45
2015-04-10,9.45
2015-04-13,9.5
2015-04-15,9.35
2015-04-16,9.15
2015-04-17,9.2
2015-04-20,9.0
2015-04-21,9.2
2015-04-22,9.3
2015-04-23,9.25
2015-04-24,9.15
2015-04-27,8.9
2015-04-28,8.95
2015-04-29,8.9
2015-04-30,8.9
2015-05-04,9.05
2015-05-05,9.05
2015-05-06,8.95
2015-05-07,8.85
2015-05-08,8.95
2015-05-11,9.0
2015-05-12,8.6
2015-05-13,8.65
2015-05-14,8.6
2015-05-15,8.65
2015-05-18,8.65
2015-05-19,8.75
2015-05-20,8.65
2015-05-21,8.55
2015-05-22,8.5
2015-05-25,8.2
2015-05-26,7.95
2015-05-27,8.05
2015-05-28,8.2
2015-05-29,8.1
2015-06-01,8.3
2015-06-02,8.2
2015-06-03,7.75
2015-06-04,7.95
2015-06-05,7.75
2015-06-08,7.2
2015-06-09,7.1
2015-06-10,7.05
2015-06-11,7.2
2015-06-12,6.9
2015-06-15,6.6
2015-06-16,6.35
2015-06-17,6.25
2015-06-18,7.45
2015-06-19,7.3
2015-06-22,7.5
2015-06-23,7.6
2015-06-24,7.5
2015-06-25,7.5
2015-06-26,7.3
2015-06-29,7.1
2015-06-30,7.3
2015-07-01,7.75
2015-07-02,7.7
2015-07-03,7.55
2015-07-06,8.15
2015-07-07,8.05
2015-07-08,7.7
2015-07-09,7.7
2015-07-10,8.0
2015-07-13,7.9
2015-07-14,8.25
2015-07-15,8.0
2015-07-16,8.0
2015-07-17,7.85
2015-07-20,7.85
2015-07-21,7.5
2015-07-22,7.15
2015-07-23,7.35
2015-07-24,7.7
2015-07-27,7.4
2015-07-28,7.25
2015-07-29,7.25
2015-07-30,7.45
2015-07-31,7.35
2015-08-03,7.6
2015-08-04,7.6
2015-08-05,7.65
2015-08-06,7.8
2015-08-07,7.95
2015-08-10,8.0
2015-08-11,7.8
2015-08-12,7.35
2015-08-13,7.3
2015-08-14,7.4
2015-08-17,7.15
2015-08-18,7.15
2015-08-19,7.1
2015-08-20,6.95
2015-08-21,6.8
2015-08-24,6.25
2015-08-25,6.5
2015-08-26,6.5
2015-08-27,6.85
2015-08-28,6.75
2015-08-31,6.8
2015-09-01,6.6
2015-09-02,6.6
2015-09-03,6.7
2015-09-04,6.35
2015-09-07,6.25
2015-09-08,6.25
2015-09-09,6.25
2015-09-10,6.2
2015-09-11,6.1
2015-09-14,6.15
2015-09-15,6.4
2015-09-16,6.05
2015-09-18,6.2
2015-09-21,6.3
2015-09-22,6.15
2015-09-23,6.05
2015-09-24,6.05
2015-09-28,6.0
2015-09-29,6.0
2015-09-30,6.75
2015-10-01,6.6
2015-10-05,6.7
2015-10-06,6.7
2015-10-07,7.5
2015-10-08,7.85
2015-10-09,7.75
2015-10-12,7.65
2015-10-13,7.5
2015-10-14,7.5
2015-10-15,7.85
2015-10-16,7.9
2015-10-19,7.95
2015-10-20,8.1
2015-10-21,8.0
2015-10-23,8.05
2015-10-26,7.8
2015-10-27,7.7
2015-10-28,8.45
2015-10-29,8.15
2015-10-30,8.15
2015-11-02,8.0
2015-11-03,7.95
2015-11-04,7.8
2015-11-05,7.8
2015-11-06,7.7
2015-11-09,7.9
2015-11-10,7.7
2015-11-11,7.85
2015-11-13,8.05
2015-11-16,9.05
2015-11-17,8.8
2015-11-18,8.9
2015-11-19,9.1
2015-11-20,9.1
2015-11-23,9.8
2015-11-24,10.35
2015-11-26,10.4
2015-11-27,10.2
2015-11-30,11.35
2015-12-01,11.8
2015-12-02,11.35
2015-12-03,11.5
2015-12-04,11.1
2015-12-07,12.05
2015-12-08,11.25
2015-12-09,10.5
2015-12-10,11.2
2015-12-11,10.85
2015-12-14,10.85
2015-12-15,10.8
2015-12-16,10.85
2015-12-17,11.25
2015-12-18,10.9
2015-12-21,11.05
2015-12-22,11.2
2015-12-23,11.05
2015-12-24,10.95
2015-12-28,10.9
2015-12-29,10.8
2015-12-30,10.7
2015-12-31,10.75
