Date,GULFPETRO
2015-01-01,40.95
2015-01-02,40.65
2015-01-05,39.75
2015-01-06,39.45
2015-01-07,42.0
2015-01-08,45.85
2015-01-09,46.5
2015-01-12,45.1
2015-01-13,42.45
2015-01-14,42.35
2015-01-15,42.75
2015-01-16,41.35
2015-01-19,41.5
2015-01-20,43.25
2015-01-21,43.2
2015-01-22,42.25
2015-01-23,41.2
2015-01-27,44.35
2015-01-28,46.85
2015-01-29,46.1
2015-01-30,44.7
2015-02-02,42.7
2015-02-03,42.6
2015-02-04,44.3
2015-02-05,44.35
2015-02-06,42.95
2015-02-09,43.95
2015-02-10,43.2
2015-02-11,42.3
2015-02-12,41.9
2015-02-13,40.5
2015-02-16,40.0
2015-02-18,39.95
2015-02-19,38.95
2015-02-20,39.55
2015-02-23,38.1
2015-02-24,41.75
2015-02-25,41.85
2015-02-26,41.55
2015-02-27,39.9
2015-02-28,40.2
2015-03-02,40.25
2015-03-03,40.0
2015-03-04,39.75
2015-03-05,39.7
2015-03-09,39.6
2015-03-10,39.85
2015-03-11,39.7
2015-03-12,39.4
2015-03-13,37.75
2015-03-16,37.4
2015-03-17,38.85
2015-03-18,37.4
2015-03-19,36.75
2015-03-20,35.2
2015-03-23,35.05
2015-03-24,37.3
2015-03-25,37.25
2015-03-26,37.0
2015-03-27,36.55
2015-03-30,37.65
2015-03-31,40.35
2015-04-01,40.6
2015-04-06,40.65
2015-04-07,39.75
2015-04-08,39.7
2015-04-09,39.55
2015-04-10,40.8
2015-04-13,39.55
2015-04-15,40.95
2015-04-16,38.65
2015-04-17,41.0
2015-04-20,39.0
2015-04-21,38.8
2015-04-22,38.75
2015-04-23,38.4
2015-04-24,36.6
2015-04-27,36.7
2015-04-28,36.3
2015-04-29,36.0
2015-04-30,36.55
2015-05-04,36.45
2015-05-05,37.1
2015-05-06,36.05
2015-05-07,34.85
2015-05-08,34.4
2015-05-11,35.45
2015-05-12,34.9
2015-05-13,34.55
2015-05-14,34.25
2015-05-15,34.65
2015-05-18,36.0
2015-05-19,35.25
2015-05-20,35.05
2015-05-21,36.75
2015-05-22,35.7
2015-05-25,34.75
2015-05-26,34.95
2015-05-27,37.4
2015-05-28,37.15
2015-05-29,35.4
2015-06-01,34.6
2015-06-02,34.2
2015-06-03,33.15
2015-06-04,34.85
2015-06-05,34.3
2015-06-08,33.65
2015-06-09,32.7
2015-06-10,33.9
2015-06-11,32.85
2015-06-12,32.75
2015-06-15,32.6
2015-06-16,34.75
2015-06-17,35.1
2015-06-18,35.55
2015-06-19,35.65
2015-06-22,35.95
2015-06-23,36.0
2015-06-24,34.4
2015-06-25,34.25
2015-06-26,34.4
2015-06-29,32.85
2015-06-30,35.0
2015-07-01,34.95
2015-07-02,34.1
2015-07-03,34.3
2015-07-06,34.95
2015-07-07,35.3
2015-07-08,34.55
2015-07-09,34.9
2015-07-10,34.3
2015-07-13,36.2
2015-07-14,36.0
2015-07-15,39.7
2015-07-16,38.25
2015-07-17,41.75
2015-07-20,40.45
2015-07-21,41.7
2015-07-22,41.55
2015-07-23,42.15
2015-07-24,40.9
2015-07-27,39.6
2015-07-28,42.95
2015-07-29,49.3
2015-07-30,49.35
2015-07-31,49.2
2015-08-03,47.7
2015-08-04,47.35
2015-08-05,49.15
2015-08-06,49.8
2015-08-07,50.55
2015-08-10,49.2
2015-08-11,47.55
2015-08-12,46.55
2015-08-13,45.1
2015-08-14,44.65
2015-08-17,46.05
2015-08-18,46.35
2015-08-19,50.55
2015-08-20,49.75
2015-08-21,48.45
2015-08-24,40.95
2015-08-25,41.15
2015-08-26,42.05
2015-08-27,44.2
2015-08-28,43.15
2015-08-31,42.95
2015-09-01,40.5
2015-09-02,40.4
2015-09-03,41.35
2015-09-04,40.5
2015-09-07,42.05
2015-09-08,41.05
2015-09-09,41.5
2015-09-10,40.95
2015-09-11,41.65
2015-09-14,41.3
2015-09-15,41.55
2015-09-16,41.3
2015-09-18,41.1
2015-09-21,42.5
2015-09-22,41.8
2015-09-23,44.45
2015-09-24,45.5
2015-09-28,43.8
2015-09-29,43.85
2015-09-30,43.1
2015-10-01,43.35
2015-10-05,44.4
2015-10-06,50.55
2015-10-07,52.35
2015-10-08,49.9
2015-10-09,50.95
2015-10-12,51.3
2015-10-13,52.75
2015-10-14,53.55
2015-10-15,55.8
2015-10-16,55.65
2015-10-19,59.0
2015-10-20,62.4
2015-10-21,63.2
2015-10-23,61.25
2015-10-26,61.05
2015-10-27,59.55
2015-10-28,58.55
2015-10-29,60.15
2015-10-30,67.45
2015-11-02,70.35
2015-11-03,71.3
2015-11-04,70.65
2015-11-05,66.0
2015-11-06,61.95
2015-11-09,64.85
2015-11-10,63.15
2015-11-11,66.65
2015-11-13,64.0
2015-11-16,63.75
2015-11-17,64.0
2015-11-18,63.65
2015-11-19,67.7
2015-11-20,68.05
2015-11-23,68.6
2015-11-24,67.75
2015-11-26,66.35
2015-11-27,65.75
2015-11-30,66.0
2015-12-01,69.9
2015-12-02,72.3
2015-12-03,70.55
2015-12-04,69.4
2015-12-07,68.7
2015-12-08,66.7
2015-12-09,64.15
2015-12-10,64.1
2015-12-11,63.1
2015-12-14,63.7
2015-12-15,64.15
2015-12-16,65.05
2015-12-17,64.9
2015-12-18,66.55
2015-12-21,65.35
2015-12-22,66.6
2015-12-23,68.95
2015-12-24,72.75
2015-12-28,79.1
2015-12-29,79.35
2015-12-30,79.85
2015-12-31,79.65
