Date,FIEMIND
2015-01-01,856.3
2015-01-02,872.2
2015-01-05,865.8
2015-01-06,865.65
2015-01-07,884.2
2015-01-08,894.3
2015-01-09,885.95
2015-01-12,882.35
2015-01-13,902.45
2015-01-14,911.95
2015-01-15,898.35
2015-01-16,897.35
2015-01-19,898.0
2015-01-20,892.0
2015-01-21,888.1
2015-01-22,904.6
2015-01-23,900.05
2015-01-27,904.6
2015-01-28,898.8
2015-01-29,898.0
2015-01-30,897.25
2015-02-02,899.85
2015-02-03,918.2
2015-02-04,915.7
2015-02-05,914.4
2015-02-06,905.95
2015-02-09,896.05
2015-02-10,890.0
2015-02-11,870.95
2015-02-12,837.75
2015-02-13,802.35
2015-02-16,776.85
2015-02-18,773.95
2015-02-19,780.95
2015-02-20,761.2
2015-02-23,742.7
2015-02-24,746.7
2015-02-25,743.05
2015-02-26,740.9
2015-02-27,739.3
2015-02-28,741.15
2015-03-02,722.9
2015-03-03,730.4
2015-03-04,730.9
2015-03-05,733.3
2015-03-09,733.55
2015-03-10,732.35
2015-03-11,730.2
2015-03-12,733.3
2015-03-13,732.8
2015-03-16,762.8
2015-03-17,717.7
2015-03-18,728.5
2015-03-19,723.6
2015-03-20,713.5
2015-03-23,677.15
2015-03-24,647.2
2015-03-25,646.65
2015-03-26,642.25
2015-03-27,641.65
2015-03-30,639.85
2015-03-31,629.9
2015-04-01,640.9
2015-04-06,686.8
2015-04-07,680.85
2015-04-08,663.05
2015-04-09,668.75
2015-04-10,658.45
2015-04-13,668.6
2015-04-15,680.65
2015-04-16,689.25
2015-04-17,667.85
2015-04-20,653.1
2015-04-21,642.5
2015-04-22,644.75
2015-04-23,646.8
2015-04-24,630.35
2015-04-27,601.5
2015-04-28,595.8
2015-04-29,597.6
2015-04-30,591.8
2015-05-04,595.5
2015-05-05,592.95
2015-05-06,582.25
2015-05-07,569.55
2015-05-08,585.5
2015-05-11,578.8
2015-05-12,573.2
2015-05-13,574.8
2015-05-14,592.65
2015-05-15,585.8
2015-05-18,586.3
2015-05-19,591.7
2015-05-20,579.7
2015-05-21,570.35
2015-05-22,584.1
2015-05-25,583.55
2015-05-26,579.85
2015-05-27,575.95
2015-05-28,571.05
2015-05-29,596.05
2015-06-01,598.8
2015-06-02,583.2
2015-06-03,577.8
2015-06-04,550.05
2015-06-05,552.95
2015-06-08,563.85
2015-06-09,561.2
2015-06-10,560.2
2015-06-11,553.4
2015-06-12,539.6
2015-06-15,543.1
2015-06-16,543.9
2015-06-17,542.7
2015-06-18,540.05
2015-06-19,553.05
2015-06-22,551.2
2015-06-23,542.8
2015-06-24,541.8
2015-06-25,548.1
2015-06-26,541.25
2015-06-29,533.85
2015-06-30,523.5
2015-07-01,570.6
2015-07-02,572.7
2015-07-03,572.25
2015-07-06,579.65
2015-07-07,580.35
2015-07-08,570.75
2015-07-09,570.95
2015-07-10,576.2
2015-07-13,602.1
2015-07-14,592.25
2015-07-15,593.15
2015-07-16,595.85
2015-07-17,590.35
2015-07-20,625.7
2015-07-21,614.6
2015-07-22,640.45
2015-07-23,653.5
2015-07-24,641.15
2015-07-27,626.7
2015-07-28,635.4
2015-07-29,636.4
2015-07-30,635.3
2015-07-31,636.9
2015-08-03,645.4
2015-08-04,641.9
2015-08-05,650.15
2015-08-06,642.75
2015-08-07,625.05
2015-08-10,631.9
2015-08-11,628.35
2015-08-12,618.45
2015-08-13,603.3
2015-08-14,617.15
2015-08-17,617.65
2015-08-18,615.55
2015-08-19,615.15
2015-08-20,605.7
2015-08-21,596.35
2015-08-24,508.35
2015-08-25,508.95
2015-08-26,504.65
2015-08-27,523.0
2015-08-28,510.7
2015-08-31,518.4
2015-09-01,511.9
2015-09-02,512.45
2015-09-03,517.15
2015-09-04,491.5
2015-09-07,482.1
2015-09-08,480.05
2015-09-09,510.05
2015-09-10,498.25
2015-09-11,509.1
2015-09-14,510.25
2015-09-15,507.6
2015-09-16,500.45
2015-09-18,516.2
2015-09-21,522.8
2015-09-22,522.45
2015-09-23,521.7
2015-09-24,529.35
2015-09-28,545.8
2015-09-29,546.05
2015-09-30,546.65
2015-10-01,541.6
2015-10-05,545.8
2015-10-06,548.85
2015-10-07,542.1
2015-10-08,537.4
2015-10-09,541.25
2015-10-12,572.7
2015-10-13,583.4
2015-10-14,573.05
2015-10-15,579.55
2015-10-16,583.25
2015-10-19,610.5
2015-10-20,591.9
2015-10-21,588.65
2015-10-23,601.55
2015-10-26,619.85
2015-10-27,614.45
2015-10-28,612.6
2015-10-29,613.25
2015-10-30,594.8
2015-11-02,595.9
2015-11-03,603.0
2015-11-04,604.0
2015-11-05,599.65
2015-11-06,600.1
2015-11-09,630.75
2015-11-10,629.3
2015-11-11,633.8
2015-11-13,623.6
2015-11-16,629.3
2015-11-17,643.25
2015-11-18,641.75
2015-11-19,652.3
2015-11-20,665.25
2015-11-23,661.7
2015-11-24,660.55
2015-11-26,679.4
2015-11-27,709.2
2015-11-30,739.35
2015-12-01,716.95
2015-12-02,720.6
2015-12-03,701.2
2015-12-04,684.55
2015-12-07,704.1
2015-12-08,702.75
2015-12-09,683.25
2015-12-10,716.05
2015-12-11,716.35
2015-12-14,743.95
2015-12-15,745.55
2015-12-16,745.65
2015-12-17,766.65
2015-12-18,767.05
2015-12-21,789.15
2015-12-22,776.6
2015-12-23,793.0
2015-12-24,779.5
2015-12-28,786.4
2015-12-29,783.3
2015-12-30,782.65
2015-12-31,789.7
