Date,BANARISUG
2015-01-01,1168.8
2015-01-02,1145.0
2015-01-05,1087.7
2015-01-06,1155.3
2015-01-07,1154.0
2015-01-08,1153.95
2015-01-09,1150.35
2015-01-12,1124.1
2015-01-13,1120.75
2015-01-14,1108.95
2015-01-15,1140.1
2015-01-16,1139.95
2015-01-19,1170.8
2015-01-20,1200.0
2015-01-21,1200.0
2015-01-22,1200.0
2015-01-23,1200.0
2015-01-27,1205.25
2015-01-28,1201.15
2015-01-29,1208.7
2015-01-30,1195.4
2015-02-02,1176.65
2015-02-03,1156.0
2015-02-04,1148.9
2015-02-05,1185.8
2015-02-06,1161.25
2015-02-09,1182.5
2015-02-10,1199.95
2015-02-11,1151.65
2015-02-12,1158.8
2015-02-13,1167.15
2015-02-16,1188.8
2015-02-18,1199.55
2015-02-19,1198.4
2015-02-20,1178.25
2015-02-23,1160.35
2015-02-24,1170.0
2015-02-25,1150.85
2015-02-26,1138.15
2015-02-27,1170.7
2015-02-28,1167.0
2015-03-02,1153.5
2015-03-03,1150.2
2015-03-04,1131.6
2015-03-05,1095.3
2015-03-09,1066.5
2015-03-10,1070.65
2015-03-11,1038.05
2015-03-12,1013.2
2015-03-13,991.85
2015-03-16,964.45
2015-03-17,970.0
2015-03-18,977.75
2015-03-19,944.05
2015-03-20,939.25
2015-03-23,902.1
2015-03-24,903.0
2015-03-25,874.35
2015-03-26,899.0
2015-03-27,865.45
2015-03-30,878.6
2015-03-31,813.05
2015-04-01,849.85
2015-04-06,842.5
2015-04-07,844.05
2015-04-08,873.0
2015-04-09,887.85
2015-04-10,892.4
2015-04-13,864.75
2015-04-15,863.0
2015-04-16,870.65
2015-04-17,860.2
2015-04-20,849.05
2015-04-21,851.1
2015-04-22,863.35
2015-04-23,840.5
2015-04-24,836.9
2015-04-27,830.1
2015-04-28,874.7
2015-04-29,879.45
2015-04-30,865.0
2015-05-04,884.3
2015-05-05,865.05
2015-05-06,850.45
2015-05-07,827.45
2015-05-08,871.25
2015-05-11,878.0
2015-05-12,885.8
2015-05-13,918.65
2015-05-14,883.5
2015-05-15,880.05
2015-05-18,900.0
2015-05-19,939.75
2015-05-20,938.0
2015-05-21,913.3
2015-05-22,958.55
2015-05-25,926.6
2015-05-26,963.9
2015-05-27,920.05
2015-05-28,886.8
2015-05-29,889.65
2015-06-01,891.3
2015-06-02,862.3
2015-06-03,856.0
2015-06-04,800.5
2015-06-05,806.8
2015-06-08,771.05
2015-06-09,767.95
2015-06-10,808.15
2015-06-11,779.15
2015-06-12,779.55
2015-06-15,782.2
2015-06-16,787.6
2015-06-17,783.5
2015-06-18,789.75
2015-06-19,776.15
2015-06-22,798.05
2015-06-23,781.25
2015-06-24,780.0
2015-06-25,824.3
2015-06-26,820.6
2015-06-29,784.05
2015-06-30,778.75
2015-07-01,804.0
2015-07-02,796.0
2015-07-03,777.4
2015-07-06,799.95
2015-07-07,784.2
2015-07-08,808.95
2015-07-09,792.8
2015-07-10,799.0
2015-07-13,800.0
2015-07-14,785.7
2015-07-15,785.6
2015-07-16,781.1
2015-07-17,786.35
2015-07-20,779.6
2015-07-21,773.6
2015-07-22,781.65
2015-07-23,770.15
2015-07-24,760.6
2015-07-27,779.8
2015-07-28,743.7
2015-07-29,742.5
2015-07-30,743.05
2015-07-31,777.8
2015-08-03,780.5
2015-08-04,762.8
2015-08-05,824.85
2015-08-06,791.4
2015-08-07,790.75
2015-08-10,781.2
2015-08-11,773.0
2015-08-12,759.15
2015-08-13,741.5
2015-08-14,759.6
2015-08-17,754.45
2015-08-18,759.25
2015-08-19,774.5
2015-08-20,739.05
2015-08-21,735.95
2015-08-24,668.8
2015-08-25,662.6
2015-08-26,655.45
2015-08-27,667.9
2015-08-28,645.4
2015-08-31,645.4
2015-09-01,659.9
2015-09-02,659.7
2015-09-03,656.15
2015-09-04,646.55
2015-09-07,646.45
2015-09-08,659.15
2015-09-09,683.55
2015-09-10,634.3
2015-09-11,648.05
2015-09-14,675.2
2015-09-15,649.85
2015-09-16,650.0
2015-09-18,649.4
2015-09-21,644.3
2015-09-22,641.95
2015-09-23,667.0
2015-09-24,665.0
2015-09-28,684.45
2015-09-29,690.3
2015-09-30,713.4
2015-10-01,736.8
2015-10-05,759.45
2015-10-06,818.4
2015-10-07,849.15
2015-10-08,873.55
2015-10-09,927.7
2015-10-12,896.15
2015-10-13,992.8
2015-10-14,993.3
2015-10-15,1020.55
2015-10-16,984.25
2015-10-19,1015.65
2015-10-20,1036.0
2015-10-21,1100.15
2015-10-23,1055.05
2015-10-26,1013.6
2015-10-27,982.2
2015-10-28,990.85
2015-10-29,1031.05
2015-10-30,991.2
2015-11-02,963.2
2015-11-03,1012.9
2015-11-04,990.2
2015-11-05,963.1
2015-11-06,997.0
2015-11-09,1002.65
2015-11-10,996.0
2015-11-11,1046.35
2015-11-13,1118.1
2015-11-16,1170.85
2015-11-17,1238.45
2015-11-18,1220.4
2015-11-19,1178.1
2015-11-20,1163.8
2015-11-23,1169.65
2015-11-24,1145.6
2015-11-26,1146.4
2015-11-27,1128.45
2015-11-30,1115.5
2015-12-01,1106.9
2015-12-02,1116.25
2015-12-03,1110.7
2015-12-04,1103.8
2015-12-07,1090.0
2015-12-08,1058.4
2015-12-09,1018.15
2015-12-10,1065.85
2015-12-11,1011.65
2015-12-14,1049.8
2015-12-15,1080.15
2015-12-16,1061.7
2015-12-17,1054.5
2015-12-18,1034.0
2015-12-21,1028.0
2015-12-22,1029.55
2015-12-23,1030.75
2015-12-24,1077.5
2015-12-28,1053.65
2015-12-29,1027.55
2015-12-30,1025.1
2015-12-31,1029.65
