Date,GAL
2015-01-01,33.45
2015-01-02,33.85
2015-01-05,34.1
2015-01-06,33.2
2015-01-07,33.6
2015-01-08,34.7
2015-01-09,35.85
2015-01-12,36.1
2015-01-13,34.5
2015-01-14,33.2
2015-01-15,33.4
2015-01-16,35.9
2015-01-19,34.95
2015-01-20,34.35
2015-01-21,33.65
2015-01-22,33.6
2015-01-23,33.8
2015-01-27,33.6
2015-01-28,32.8
2015-01-29,32.35
2015-01-30,33.25
2015-02-02,31.5
2015-02-03,30.75
2015-02-04,30.55
2015-02-05,31.1
2015-02-06,30.5
2015-02-09,31.9
2015-02-10,31.0
2015-02-11,31.7
2015-02-12,29.3
2015-02-13,31.6
2015-02-16,31.8
2015-02-18,30.3
2015-02-19,31.45
2015-02-20,29.75
2015-02-23,29.6
2015-02-24,30.0
2015-02-25,29.5
2015-02-26,27.95
2015-02-27,29.0
2015-02-28,30.85
2015-03-02,29.35
2015-03-03,29.5
2015-03-04,29.95
2015-03-05,28.8
2015-03-09,28.5
2015-03-10,30.0
2015-03-11,28.15
2015-03-12,28.5
2015-03-13,28.8
2015-03-16,27.35
2015-03-17,27.55
2015-03-18,29.45
2015-03-19,27.6
2015-03-20,27.0
2015-03-23,29.05
2015-03-24,27.15
2015-03-25,26.7
2015-03-26,24.6
2015-03-27,23.2
2015-03-30,23.65
2015-03-31,24.9
2015-04-06,28.45
2015-04-07,29.95
2015-04-08,28.95
2015-04-09,30.5
2015-04-10,32.75
2015-04-13,36.35
2015-04-15,39.8
2015-04-16,44.0
2015-04-17,44.15
2015-04-20,43.6
2015-04-21,43.15
2015-04-22,41.25
2015-04-23,40.1
2015-04-24,41.0
2015-04-27,41.05
2015-04-28,39.7
2015-04-29,40.7
2015-04-30,43.25
2015-05-04,47.05
2015-05-05,50.15
2015-05-06,49.8
2015-05-07,49.85
2015-05-08,51.75
2015-05-11,52.05
2015-05-12,52.1
2015-05-13,54.2
2015-05-14,55.1
2015-05-15,55.4
2015-05-18,54.25
2015-05-19,54.5
2015-05-20,54.6
2015-05-21,54.45
2015-05-22,55.45
2015-05-25,55.95
2015-05-26,55.75
2015-05-27,55.75
2015-05-28,55.95
2015-05-29,60.6
2015-06-01,60.35
2015-06-02,59.85
2015-06-03,59.1
2015-06-04,59.95
2015-06-05,60.65
2015-06-08,57.55
2015-06-09,55.4
2015-06-10,52.8
2015-06-11,51.9
2015-06-12,51.95
2015-06-15,54.5
2015-06-16,54.7
2015-06-17,54.05
2015-06-18,55.05
2015-06-19,52.15
2015-06-22,51.35
2015-06-23,51.65
2015-06-24,51.9
2015-06-25,52.55
2015-06-26,53.75
2015-06-29,53.95
2015-06-30,53.8
2015-07-01,53.95
2015-07-02,54.2
2015-07-03,53.9
2015-07-06,54.15
2015-07-07,55.1
2015-07-08,53.25
2015-07-09,53.75
2015-07-10,53.65
2015-07-13,53.85
2015-07-14,52.1
2015-07-15,51.95
2015-07-16,53.85
2015-07-17,49.75
2015-07-20,52.05
2015-07-21,51.95
2015-07-22,52.05
2015-07-23,50.75
2015-07-24,52.0
2015-07-27,52.4
2015-07-28,51.65
2015-07-29,51.85
2015-07-30,52.1
2015-07-31,50.3
2015-08-03,50.8
2015-08-04,51.15
2015-08-05,50.95
2015-08-06,52.65
2015-08-07,53.35
2015-08-10,50.3
2015-08-11,48.5
2015-08-12,48.0
2015-08-13,46.3
2015-08-14,48.8
2015-08-17,50.0
2015-08-18,49.9
2015-08-19,48.35
2015-08-20,46.75
2015-08-21,46.75
2015-08-24,44.95
2015-08-25,43.9
2015-08-26,41.65
2015-08-27,43.35
2015-08-28,43.3
2015-08-31,44.1
2015-09-01,44.3
2015-09-02,44.85
2015-09-03,44.75
2015-09-04,44.0
2015-09-07,45.55
2015-09-08,42.3
2015-09-09,42.05
2015-09-10,40.6
2015-09-11,40.25
2015-09-14,38.65
2015-09-15,39.05
2015-09-16,41.0
2015-09-18,44.5
2015-09-21,42.05
2015-09-22,42.8
2015-09-23,44.65
2015-09-24,43.2
2015-09-28,40.25
2015-09-29,39.5
2015-09-30,39.0
2015-10-01,38.75
2015-10-05,39.8
2015-10-06,38.95
2015-10-07,40.7
2015-10-08,41.6
2015-10-09,41.3
2015-10-12,42.3
2015-10-13,41.05
2015-10-14,41.5
2015-10-15,42.4
2015-10-16,43.35
2015-10-19,42.85
2015-10-20,41.2
2015-10-21,41.45
2015-10-23,39.85
2015-10-26,40.3
2015-10-27,40.4
2015-10-28,39.95
2015-10-29,38.75
2015-10-30,36.45
2015-11-02,36.2
2015-11-03,37.45
2015-11-04,36.4
2015-11-05,36.55
2015-11-06,34.55
2015-11-09,34.0
2015-11-10,34.0
2015-11-11,34.65
2015-11-13,34.0
2015-11-16,35.65
2015-11-17,33.25
2015-11-18,32.4
2015-11-19,32.0
2015-11-20,32.6
2015-11-23,33.9
2015-11-26,32.25
2015-11-27,31.7
2015-11-30,31.9
2015-12-01,30.75
2015-12-02,31.05
2015-12-03,32.05
2015-12-04,31.7
2015-12-07,31.9
2015-12-08,30.25
2015-12-09,31.05
2015-12-10,30.95
2015-12-11,30.4
2015-12-14,30.25
2015-12-15,30.0
2015-12-16,30.05
2015-12-17,30.25
2015-12-18,31.45
2015-12-21,31.5
2015-12-22,31.25
2015-12-23,32.5
2015-12-24,32.05
2015-12-28,31.45
2015-12-29,31.35
2015-12-30,31.85
2015-12-31,32.35
