Date,TREEHOUSE
2015-01-01,438.5
2015-01-02,439.45
2015-01-05,430.75
2015-01-06,417.0
2015-01-07,425.55
2015-01-08,422.55
2015-01-09,442.85
2015-01-12,436.75
2015-01-13,439.55
2015-01-14,432.9
2015-01-15,436.7
2015-01-16,426.5
2015-01-19,436.95
2015-01-20,428.3
2015-01-21,429.8
2015-01-22,437.7
2015-01-23,462.8
2015-01-27,464.4
2015-01-28,471.75
2015-01-29,472.25
2015-01-30,464.95
2015-02-02,455.9
2015-02-03,461.95
2015-02-04,458.1
2015-02-05,462.4
2015-02-06,449.75
2015-02-09,445.85
2015-02-10,460.6
2015-02-11,471.4
2015-02-12,490.2
2015-02-13,481.0
2015-02-16,499.0
2015-02-18,485.15
2015-02-19,483.6
2015-02-20,476.6
2015-02-23,477.65
2015-02-24,477.35
2015-02-25,475.8
2015-02-26,475.4
2015-02-27,460.7
2015-02-28,463.75
2015-03-02,446.15
2015-03-03,439.85
2015-03-04,432.6
2015-03-05,431.1
2015-03-09,420.85
2015-03-10,403.1
2015-03-11,405.0
2015-03-12,426.15
2015-03-13,425.6
2015-03-16,423.9
2015-03-17,430.0
2015-03-18,426.65
2015-03-19,434.35
2015-03-20,421.05
2015-03-23,406.35
2015-03-24,411.05
2015-03-25,404.3
2015-03-26,406.05
2015-03-27,396.25
2015-03-30,402.5
2015-03-31,397.75
2015-04-01,396.65
2015-04-06,411.35
2015-04-07,409.35
2015-04-08,408.25
2015-04-09,406.1
2015-04-10,410.1
2015-04-13,408.9
2015-04-15,401.1
2015-04-16,401.1
2015-04-17,400.05
2015-04-20,393.5
2015-04-21,386.15
2015-04-22,401.0
2015-04-23,415.95
2015-04-24,408.3
2015-04-27,399.75
2015-04-28,390.8
2015-04-29,395.05
2015-04-30,393.9
2015-05-04,407.25
2015-05-05,398.2
2015-05-06,389.8
2015-05-07,387.95
2015-05-08,399.25
2015-05-11,389.65
2015-05-12,383.45
2015-05-13,375.4
2015-05-14,365.85
2015-05-15,364.85
2015-05-18,387.65
2015-05-19,392.6
2015-05-20,393.55
2015-05-21,393.9
2015-05-22,392.65
2015-05-25,397.1
2015-05-26,396.2
2015-05-27,400.1
2015-05-28,396.3
2015-05-29,394.25
2015-06-01,397.9
2015-06-02,369.5
2015-06-03,392.3
2015-06-04,390.85
2015-06-05,386.8
2015-06-08,392.35
2015-06-09,394.25
2015-06-10,403.95
2015-06-11,391.85
2015-06-12,396.3
2015-06-15,388.2
2015-06-16,383.0
2015-06-17,380.85
2015-06-18,378.35
2015-06-19,374.4
2015-06-22,380.0
2015-06-23,383.3
2015-06-24,385.7
2015-06-25,391.65
2015-06-26,400.95
2015-06-29,398.95
2015-06-30,411.7
2015-07-01,421.1
2015-07-02,419.45
2015-07-03,431.35
2015-07-06,445.35
2015-07-07,457.9
2015-07-08,445.9
2015-07-09,460.5
2015-07-10,464.1
2015-07-13,451.2
2015-07-14,443.1
2015-07-15,442.4
2015-07-16,451.65
2015-07-17,450.95
2015-07-20,452.6
2015-07-21,447.3
2015-07-22,439.9
2015-07-23,432.4
2015-07-24,424.85
2015-07-27,407.3
2015-07-28,401.95
2015-07-29,414.3
2015-07-30,404.9
2015-07-31,404.85
2015-08-03,397.15
2015-08-04,399.3
2015-08-05,401.2
2015-08-06,401.0
2015-08-07,397.55
2015-08-10,391.75
2015-08-11,395.65
2015-08-12,391.75
2015-08-13,392.8
2015-08-14,394.45
2015-08-17,407.35
2015-08-18,402.75
2015-08-19,416.25
2015-08-20,414.05
2015-08-21,394.7
2015-08-24,371.35
2015-08-25,374.9
2015-08-26,376.95
2015-08-27,398.95
2015-08-28,399.15
2015-08-31,395.15
2015-09-01,390.6
2015-09-02,388.15
2015-09-03,390.1
2015-09-04,385.15
2015-09-07,383.15
2015-09-08,385.7
2015-09-09,385.1
2015-09-10,380.0
2015-09-11,375.75
2015-09-14,366.05
2015-09-15,358.9
2015-09-16,364.65
2015-09-18,353.75
2015-09-21,354.0
2015-09-22,353.95
2015-09-23,346.25
2015-09-24,343.8
2015-09-28,327.75
2015-09-29,312.25
2015-09-30,300.8
2015-10-01,314.05
2015-10-05,309.05
2015-10-06,298.3
2015-10-07,296.1
2015-10-08,295.35
2015-10-09,297.8
2015-10-12,297.4
2015-10-13,291.85
2015-10-14,299.75
2015-10-15,307.65
2015-10-16,308.7
2015-10-19,301.05
2015-10-20,293.2
2015-10-21,292.9
2015-10-23,288.45
2015-10-26,283.15
2015-10-27,281.55
2015-10-28,281.15
2015-10-29,277.4
2015-10-30,274.6
2015-11-02,266.5
2015-11-03,277.5
2015-11-04,272.35
2015-11-05,268.0
2015-11-06,260.05
2015-11-09,248.55
2015-11-10,249.05
2015-11-11,249.55
2015-11-13,239.85
2015-11-16,252.25
2015-11-17,251.3
2015-11-18,241.1
2015-11-19,233.35
2015-11-20,222.75
2015-11-23,219.55
2015-11-24,216.65
2015-11-26,210.7
2015-11-27,168.6
2015-11-30,151.75
2015-12-01,166.9
2015-12-02,183.55
2015-12-03,201.9
2015-12-04,222.05
2015-12-07,233.15
2015-12-08,221.5
2015-12-09,210.45
2015-12-10,199.95
2015-12-11,190.0
2015-12-14,180.6
2015-12-15,179.55
2015-12-16,177.65
2015-12-17,186.5
2015-12-18,195.8
2015-12-21,199.0
2015-12-22,205.3
2015-12-23,206.6
2015-12-24,196.3
2015-12-28,186.5
2015-12-29,180.0
2015-12-30,177.05
2015-12-31,175.7
