Date,CARBORUNIV
2015-01-01,181.0
2015-01-02,182.1
2015-01-05,178.8
2015-01-06,177.45
2015-01-07,173.8
2015-01-08,177.8
2015-01-09,179.8
2015-01-12,176.3
2015-01-13,174.45
2015-01-14,174.05
2015-01-15,173.7
2015-01-16,167.2
2015-01-19,168.8
2015-01-20,175.1
2015-01-21,175.15
2015-01-22,175.9
2015-01-23,175.3
2015-01-27,176.4
2015-01-28,175.05
2015-01-29,175.5
2015-01-30,178.95
2015-02-02,180.3
2015-02-03,188.45
2015-02-04,184.8
2015-02-05,185.05
2015-02-06,185.05
2015-02-09,185.0
2015-02-10,186.2
2015-02-11,185.15
2015-02-12,186.05
2015-02-13,185.0
2015-02-16,185.05
2015-02-18,187.6
2015-02-19,185.65
2015-02-20,185.9
2015-02-23,185.8
2015-02-24,186.35
2015-02-25,185.0
2015-02-26,185.0
2015-02-27,185.0
2015-02-28,185.0
2015-03-02,185.15
2015-03-03,185.0
2015-03-04,185.0
2015-03-05,185.0
2015-03-09,185.05
2015-03-10,182.2
2015-03-11,185.0
2015-03-12,195.7
2015-03-13,188.5
2015-03-16,190.2
2015-03-17,188.45
2015-03-18,185.25
2015-03-19,185.0
2015-03-20,185.0
2015-03-23,185.0
2015-03-24,185.0
2015-03-25,185.0
2015-03-26,185.1
2015-03-27,185.0
2015-03-30,185.3
2015-03-31,190.2
2015-04-01,190.0
2015-04-06,186.1
2015-04-07,186.25
2015-04-08,186.2
2015-04-09,186.8
2015-04-10,185.4
2015-04-13,180.8
2015-04-15,180.0
2015-04-16,183.75
2015-04-17,182.95
2015-04-20,180.8
2015-04-21,182.0
2015-04-22,181.05
2015-04-23,182.05
2015-04-24,180.0
2015-04-27,180.1
2015-04-28,180.1
2015-04-29,180.05
2015-04-30,180.3
2015-05-04,181.8
2015-05-05,185.85
2015-05-06,179.9
2015-05-07,176.55
2015-05-08,175.15
2015-05-11,175.15
2015-05-12,171.0
2015-05-13,173.05
2015-05-14,170.05
2015-05-15,170.95
2015-05-18,170.3
2015-05-19,171.95
2015-05-20,173.45
2015-05-21,171.0
2015-05-22,168.9
2015-05-25,166.55
2015-05-26,165.9
2015-05-27,165.55
2015-05-28,163.6
2015-05-29,161.2
2015-06-01,162.2
2015-06-02,159.8
2015-06-03,154.7
2015-06-04,152.4
2015-06-05,156.15
2015-06-08,159.9
2015-06-09,161.65
2015-06-10,160.75
2015-06-11,164.3
2015-06-12,164.0
2015-06-15,160.65
2015-06-16,162.1
2015-06-17,165.0
2015-06-18,168.7
2015-06-19,162.15
2015-06-22,163.95
2015-06-23,161.65
2015-06-24,164.0
2015-06-25,162.5
2015-06-26,166.05
2015-06-29,162.4
2015-06-30,168.1
2015-07-01,172.45
2015-07-02,168.65
2015-07-03,168.15
2015-07-06,167.45
2015-07-07,166.1
2015-07-08,165.0
2015-07-09,168.6
2015-07-10,165.55
2015-07-13,164.05
2015-07-14,167.65
2015-07-15,168.8
2015-07-16,171.15
2015-07-17,169.35
2015-07-20,171.15
2015-07-21,169.0
2015-07-22,170.85
2015-07-23,174.6
2015-07-24,174.75
2015-07-27,172.95
2015-07-28,170.1
2015-07-29,172.0
2015-07-30,180.55
2015-07-31,183.85
2015-08-03,182.2
2015-08-04,183.0
2015-08-05,187.75
2015-08-06,194.0
2015-08-07,189.1
2015-08-10,187.55
2015-08-11,178.5
2015-08-12,175.9
2015-08-13,174.55
2015-08-14,172.45
2015-08-17,173.1
2015-08-18,173.5
2015-08-19,171.75
2015-08-20,173.35
2015-08-21,171.3
2015-08-24,168.7
2015-08-25,169.8
2015-08-26,169.25
2015-08-27,171.55
2015-08-28,170.7
2015-08-31,170.15
2015-09-01,168.0
2015-09-02,168.3
2015-09-03,169.05
2015-09-04,168.25
2015-09-07,164.7
2015-09-08,164.0
2015-09-09,164.15
2015-09-10,162.9
2015-09-11,164.65
2015-09-14,166.1
2015-09-15,163.55
2015-09-16,165.65
2015-09-18,166.75
2015-09-21,165.25
2015-09-22,162.65
2015-09-23,161.45
2015-09-24,161.85
2015-09-28,156.85
2015-09-29,161.05
2015-09-30,159.6
2015-10-01,157.9
2015-10-05,160.4
2015-10-06,158.6
2015-10-07,159.25
2015-10-08,160.8
2015-10-09,162.55
2015-10-12,171.25
2015-10-13,178.8
2015-10-14,175.4
2015-10-15,174.3
2015-10-16,174.3
2015-10-19,171.85
2015-10-20,172.2
2015-10-21,175.0
2015-10-23,176.55
2015-10-26,176.0
2015-10-27,174.8
2015-10-28,175.75
2015-10-29,176.0
2015-10-30,175.5
2015-11-02,179.35
2015-11-03,178.35
2015-11-04,176.65
2015-11-05,177.55
2015-11-06,175.25
2015-11-09,175.1
2015-11-10,175.55
2015-11-11,173.55
2015-11-13,174.75
2015-11-16,175.8
2015-11-17,175.1
2015-11-18,175.7
2015-11-19,175.05
2015-11-20,175.05
2015-11-23,176.05
2015-11-24,175.0
2015-11-26,175.05
2015-11-27,175.1
2015-11-30,176.9
2015-12-01,182.7
2015-12-02,184.2
2015-12-03,177.4
2015-12-04,177.05
2015-12-07,182.05
2015-12-08,182.0
2015-12-09,180.15
2015-12-10,180.0
2015-12-11,188.7
2015-12-14,186.1
2015-12-15,183.1
2015-12-16,182.5
2015-12-17,184.35
2015-12-18,182.95
2015-12-21,181.75
2015-12-22,182.2
2015-12-23,182.6
2015-12-24,182.55
2015-12-28,182.15
2015-12-29,182.0
2015-12-30,184.0
2015-12-31,184.0
