Date,PREMIER
2015-01-01,54.1
2015-01-02,54.65
2015-01-05,54.15
2015-01-06,53.15
2015-01-07,52.0
2015-01-08,53.75
2015-01-09,53.0
2015-01-12,53.35
2015-01-13,54.15
2015-01-14,52.7
2015-01-15,53.5
2015-01-16,53.05
2015-01-19,56.55
2015-01-20,57.25
2015-01-21,55.05
2015-01-22,55.15
2015-01-23,53.0
2015-01-27,53.15
2015-01-28,52.1
2015-01-29,52.95
2015-01-30,52.6
2015-02-02,52.4
2015-02-03,53.5
2015-02-04,52.25
2015-02-05,51.75
2015-02-06,50.6
2015-02-09,50.1
2015-02-10,49.05
2015-02-11,48.05
2015-02-12,47.95
2015-02-13,48.6
2015-02-16,48.5
2015-02-18,48.65
2015-02-19,48.45
2015-02-20,49.85
2015-02-23,49.8
2015-02-24,48.5
2015-02-25,47.8
2015-02-26,47.2
2015-02-27,47.8
2015-02-28,47.35
2015-03-02,49.3
2015-03-03,49.9
2015-03-04,47.15
2015-03-05,47.2
2015-03-09,48.05
2015-03-10,47.15
2015-03-11,47.3
2015-03-12,46.45
2015-03-13,45.1
2015-03-16,45.05
2015-03-17,45.05
2015-03-18,44.0
2015-03-19,42.65
2015-03-20,41.65
2015-03-23,41.05
2015-03-24,41.0
2015-03-25,42.0
2015-03-26,40.4
2015-03-27,38.85
2015-03-30,40.05
2015-03-31,39.55
2015-04-01,40.7
2015-04-06,45.9
2015-04-07,45.6
2015-04-08,45.6
2015-04-09,45.8
2015-04-10,46.05
2015-04-13,48.3
2015-04-15,48.8
2015-04-16,47.1
2015-04-17,46.05
2015-04-20,45.95
2015-04-21,47.1
2015-04-22,46.25
2015-04-23,45.7
2015-04-24,44.95
2015-04-27,42.2
2015-04-28,43.65
2015-04-29,44.15
2015-04-30,45.4
2015-05-04,46.75
2015-05-05,44.45
2015-05-06,43.5
2015-05-07,41.2
2015-05-08,40.6
2015-05-11,42.35
2015-05-12,40.0
2015-05-13,40.55
2015-05-14,40.65
2015-05-15,40.65
2015-05-18,41.4
2015-05-19,41.7
2015-05-20,41.8
2015-05-21,42.85
2015-05-22,42.0
2015-05-25,40.8
2015-05-26,40.7
2015-05-27,41.5
2015-05-28,41.0
2015-05-29,40.5
2015-06-01,40.0
2015-06-02,39.15
2015-06-03,37.8
2015-06-04,37.4
2015-06-05,37.25
2015-06-08,37.45
2015-06-09,36.25
2015-06-10,35.2
2015-06-11,34.6
2015-06-12,33.4
2015-06-15,33.75
2015-06-16,34.7
2015-06-17,34.3
2015-06-18,35.55
2015-06-19,36.4
2015-06-22,37.1
2015-06-23,38.05
2015-06-24,40.2
2015-06-25,40.1
2015-06-26,38.55
2015-06-29,37.5
2015-06-30,39.0
2015-07-01,40.25
2015-07-02,41.6
2015-07-03,41.7
2015-07-06,42.65
2015-07-07,44.55
2015-07-08,45.45
2015-07-09,45.05
2015-07-10,44.3
2015-07-13,43.5
2015-07-14,42.4
2015-07-15,42.2
2015-07-16,42.1
2015-07-17,50.5
2015-07-20,49.4
2015-07-21,47.45
2015-07-22,47.85
2015-07-23,48.8
2015-07-24,47.85
2015-07-27,46.5
2015-07-28,49.45
2015-07-29,47.2
2015-07-30,47.0
2015-07-31,48.05
2015-08-03,49.75
2015-08-04,59.7
2015-08-05,57.05
2015-08-06,56.55
2015-08-07,53.55
2015-08-10,53.85
2015-08-11,51.95
2015-08-12,50.85
2015-08-13,48.95
2015-08-14,50.25
2015-08-17,48.35
2015-08-18,53.75
2015-08-19,55.6
2015-08-20,53.05
2015-08-21,51.5
2015-08-24,41.2
2015-08-25,40.75
2015-08-26,42.8
2015-08-27,45.65
2015-08-28,44.25
2015-08-31,42.75
2015-09-01,42.65
2015-09-02,39.65
2015-09-03,41.65
2015-09-04,39.85
2015-09-07,39.15
2015-09-08,39.85
2015-09-09,41.3
2015-09-10,41.4
2015-09-11,41.55
2015-09-14,42.55
2015-09-15,41.25
2015-09-16,41.15
2015-09-18,41.5
2015-09-21,41.3
2015-09-22,40.9
2015-09-23,40.7
2015-09-24,42.35
2015-09-28,40.95
2015-09-29,40.9
2015-09-30,40.2
2015-10-01,40.2
2015-10-05,46.85
2015-10-06,44.65
2015-10-07,44.45
2015-10-08,43.85
2015-10-09,43.4
2015-10-12,43.5
2015-10-13,44.8
2015-10-14,44.65
2015-10-15,46.25
2015-10-16,46.8
2015-10-19,46.05
2015-10-20,47.1
2015-10-21,47.6
2015-10-23,46.5
2015-10-26,45.55
2015-10-27,46.35
2015-10-28,46.0
2015-10-29,45.6
2015-10-30,44.65
2015-11-02,43.75
2015-11-03,42.2
2015-11-04,43.45
2015-11-05,40.75
2015-11-06,40.95
2015-11-09,40.85
2015-11-10,41.25
2015-11-11,42.65
2015-11-13,40.8
2015-11-16,39.15
2015-11-17,40.7
2015-11-18,39.4
2015-11-19,40.1
2015-11-20,39.7
2015-11-23,41.2
2015-11-24,42.0
2015-11-26,42.5
2015-11-27,42.55
2015-11-30,42.15
2015-12-01,43.95
2015-12-02,49.3
2015-12-03,47.6
2015-12-04,46.15
2015-12-07,45.4
2015-12-08,45.25
2015-12-09,42.1
2015-12-10,44.6
2015-12-11,44.0
2015-12-14,44.1
2015-12-15,43.45
2015-12-16,45.0
2015-12-17,44.9
2015-12-18,45.7
2015-12-21,45.1
2015-12-22,50.7
2015-12-23,49.2
2015-12-24,48.8
2015-12-28,49.5
2015-12-29,48.6
2015-12-30,50.9
2015-12-31,49.15
