Date,FLEXITUFF
2015-01-01,212.0
2015-01-02,218.05
2015-01-05,220.9
2015-01-06,215.5
2015-01-07,212.5
2015-01-08,214.65
2015-01-09,212.95
2015-01-12,210.15
2015-01-13,210.9
2015-01-14,210.2
2015-01-15,221.4
2015-01-16,219.85
2015-01-19,217.6
2015-01-20,220.05
2015-01-21,216.1
2015-01-22,218.95
2015-01-23,218.3
2015-01-27,218.7
2015-01-28,215.85
2015-01-29,220.0
2015-01-30,215.0
2015-02-02,220.9
2015-02-03,217.55
2015-02-04,221.45
2015-02-05,216.65
2015-02-06,218.45
2015-02-09,211.65
2015-02-10,219.8
2015-02-11,217.15
2015-02-12,219.5
2015-02-13,216.8
2015-02-16,217.3
2015-02-18,229.55
2015-02-19,227.85
2015-02-20,228.4
2015-02-23,229.15
2015-02-24,232.0
2015-02-25,231.75
2015-02-26,228.5
2015-02-27,231.65
2015-02-28,224.15
2015-03-02,227.8
2015-03-03,224.05
2015-03-04,226.1
2015-03-05,225.2
2015-03-09,221.1
2015-03-10,220.0
2015-03-11,222.9
2015-03-12,220.9
2015-03-13,217.85
2015-03-16,215.1
2015-03-17,217.35
2015-03-18,217.95
2015-03-19,218.75
2015-03-20,217.55
2015-03-23,220.2
2015-03-24,221.0
2015-03-25,221.5
2015-03-26,228.8
2015-03-27,242.5
2015-03-30,249.95
2015-03-31,249.55
2015-04-01,239.75
2015-04-06,237.5
2015-04-07,225.25
2015-04-08,224.55
2015-04-09,226.9
2015-04-10,226.2
2015-04-13,233.5
2015-04-15,237.95
2015-04-16,233.65
2015-04-17,233.75
2015-04-20,232.5
2015-04-21,230.85
2015-04-22,229.0
2015-04-23,227.95
2015-04-24,227.15
2015-04-27,227.1
2015-04-28,227.65
2015-04-29,228.1
2015-04-30,224.35
2015-05-04,233.35
2015-05-05,227.85
2015-05-06,224.95
2015-05-07,226.95
2015-05-08,228.25
2015-05-11,234.5
2015-05-12,238.7
2015-05-13,239.1
2015-05-14,240.1
2015-05-15,227.3
2015-05-18,240.25
2015-05-19,238.3
2015-05-20,225.25
2015-05-21,221.35
2015-05-22,221.8
2015-05-25,221.8
2015-05-26,223.5
2015-05-27,227.05
2015-05-28,226.9
2015-05-29,224.3
2015-06-01,225.8
2015-06-02,222.15
2015-06-03,221.55
2015-06-04,225.0
2015-06-05,223.7
2015-06-08,221.45
2015-06-09,221.0
2015-06-10,226.3
2015-06-11,221.2
2015-06-12,232.7
2015-06-15,240.05
2015-06-16,248.0
2015-06-17,256.3
2015-06-18,249.75
2015-06-19,242.9
2015-06-22,241.75
2015-06-23,247.95
2015-06-24,242.75
2015-06-25,241.55
2015-06-26,239.45
2015-06-29,235.0
2015-06-30,236.85
2015-07-01,236.15
2015-07-02,235.45
2015-07-03,237.4
2015-07-06,238.0
2015-07-07,243.45
2015-07-08,240.6
2015-07-09,241.0
2015-07-10,250.15
2015-07-13,253.3
2015-07-14,244.4
2015-07-15,248.85
2015-07-16,250.75
2015-07-17,247.05
2015-07-20,243.45
2015-07-21,245.7
2015-07-22,241.35
2015-07-23,237.65
2015-07-24,238.15
2015-07-27,236.45
2015-07-28,234.5
2015-07-29,233.95
2015-07-30,228.9
2015-07-31,225.2
2015-08-03,226.8
2015-08-04,225.8
2015-08-05,227.15
2015-08-06,233.85
2015-08-07,234.55
2015-08-10,228.0
2015-08-11,228.65
2015-08-12,225.45
2015-08-13,229.8
2015-08-14,228.2
2015-08-17,227.65
2015-08-18,230.65
2015-08-19,230.1
2015-08-20,231.45
2015-08-21,230.0
2015-08-24,219.9
2015-08-25,230.05
2015-08-26,237.3
2015-08-27,240.05
2015-08-28,236.55
2015-08-31,235.5
2015-09-01,231.9
2015-09-02,221.6
2015-09-03,222.65
2015-09-04,224.6
2015-09-07,227.0
2015-09-08,228.75
2015-09-09,228.7
2015-09-10,228.9
2015-09-11,229.45
2015-09-14,228.15
2015-09-15,229.65
2015-09-16,227.0
2015-09-18,227.1
2015-09-21,227.95
2015-09-22,231.15
2015-09-23,226.55
2015-09-24,227.0
2015-09-28,226.35
2015-09-29,224.0
2015-09-30,223.75
2015-10-01,223.85
2015-10-05,225.0
2015-10-06,226.15
2015-10-07,226.2
2015-10-08,223.45
2015-10-09,223.55
2015-10-12,224.05
2015-10-13,223.3
2015-10-14,227.55
2015-10-15,226.2
2015-10-16,228.4
2015-10-19,227.1
2015-10-20,223.0
2015-10-21,225.0
2015-10-23,226.35
2015-10-26,224.5
2015-10-27,221.6
2015-10-28,224.1
2015-10-29,228.3
2015-10-30,224.6
2015-11-02,225.9
2015-11-03,226.1
2015-11-04,229.7
2015-11-05,231.15
2015-11-06,229.95
2015-11-09,227.45
2015-11-10,226.1
2015-11-11,232.0
2015-11-13,230.0
2015-11-16,226.35
2015-11-17,227.0
2015-11-18,225.55
2015-11-19,227.35
2015-11-20,227.25
2015-11-23,226.0
2015-11-24,229.9
2015-11-26,218.9
2015-11-27,219.4
2015-11-30,215.65
2015-12-01,211.85
2015-12-02,209.35
2015-12-03,209.65
2015-12-04,206.25
2015-12-07,202.6
2015-12-08,198.4
2015-12-09,194.5
2015-12-10,197.25
2015-12-11,197.25
2015-12-14,203.55
2015-12-15,202.25
2015-12-16,201.0
2015-12-17,201.0
2015-12-18,198.15
2015-12-21,197.95
2015-12-22,191.15
2015-12-23,191.5
2015-12-24,190.0
2015-12-28,190.7
2015-12-29,191.45
2015-12-30,200.05
2015-12-31,204.5
