Date,ITDCEM
2015-01-01,496.4
2015-01-02,514.4
2015-01-05,502.85
2015-01-06,485.2
2015-01-07,484.8
2015-01-08,485.9
2015-01-09,485.6
2015-01-12,487.85
2015-01-13,485.05
2015-01-14,485.0
2015-01-15,489.4
2015-01-16,497.95
2015-01-19,521.1
2015-01-20,516.4
2015-01-21,516.15
2015-01-22,508.05
2015-01-23,498.55
2015-01-27,507.1
2015-01-28,504.4
2015-01-29,505.45
2015-01-30,493.15
2015-02-02,491.95
2015-02-03,490.15
2015-02-04,490.5
2015-02-05,489.95
2015-02-06,473.1
2015-02-09,451.4
2015-02-10,460.2
2015-02-11,466.6
2015-02-12,486.65
2015-02-13,521.25
2015-02-16,505.35
2015-02-18,492.85
2015-02-19,508.15
2015-02-20,603.65
2015-02-23,652.55
2015-02-24,682.45
2015-02-25,642.15
2015-02-26,629.2
2015-02-27,654.95
2015-02-28,651.05
2015-03-02,719.3
2015-03-03,793.8
2015-03-04,761.5
2015-03-05,789.05
2015-03-09,755.4
2015-03-10,756.2
2015-03-11,740.45
2015-03-12,755.2
2015-03-13,730.3
2015-03-16,705.95
2015-03-17,711.15
2015-03-18,703.7
2015-03-19,772.2
2015-03-20,749.4
2015-03-23,735.6
2015-03-24,723.65
2015-03-25,714.85
2015-03-26,704.05
2015-03-27,710.1
2015-03-30,770.85
2015-03-31,746.5
2015-04-01,789.9
2015-04-06,793.35
2015-04-07,821.75
2015-04-08,826.4
2015-04-09,799.55
2015-04-10,808.6
2015-04-13,784.55
2015-04-15,757.35
2015-04-16,758.2
2015-04-17,739.1
2015-04-20,710.7
2015-04-21,713.4
2015-04-22,716.3
2015-04-23,718.05
2015-04-24,679.4
2015-04-27,675.95
2015-04-28,683.45
2015-04-29,693.0
2015-04-30,696.8
2015-05-04,684.7
2015-05-05,680.95
2015-05-06,660.0
2015-05-07,634.15
2015-05-08,643.6
2015-05-11,665.0
2015-05-12,664.75
2015-05-13,716.95
2015-05-14,697.35
2015-05-15,675.15
2015-05-18,653.05
2015-05-19,657.6
2015-05-20,663.35
2015-05-21,666.2
2015-05-22,653.55
2015-05-25,646.6
2015-05-26,643.85
2015-05-27,630.1
2015-05-28,646.2
2015-05-29,653.0
2015-06-01,650.85
2015-06-02,651.95
2015-06-03,646.2
2015-06-04,622.1
2015-06-05,614.35
2015-06-08,611.5
2015-06-09,603.35
2015-06-10,618.9
2015-06-11,615.65
2015-06-12,595.75
2015-06-15,597.1
2015-06-16,619.3
2015-06-17,667.6
2015-06-18,660.15
2015-06-19,650.0
2015-06-22,691.85
2015-06-23,686.35
2015-06-24,658.3
2015-06-25,678.45
2015-06-26,669.6
2015-06-29,650.3
2015-06-30,654.45
2015-07-01,685.4
2015-07-02,685.05
2015-07-03,686.65
2015-07-06,689.55
2015-07-07,690.55
2015-07-08,687.5
2015-07-09,685.85
2015-07-10,687.45
2015-07-13,684.85
2015-07-14,684.15
2015-07-15,746.5
2015-07-16,734.8
2015-07-17,729.9
2015-07-20,748.15
2015-07-21,732.55
2015-07-22,734.45
2015-07-23,738.45
2015-07-24,740.6
2015-07-27,748.15
2015-07-28,754.95
2015-07-29,745.8
2015-07-30,727.05
2015-07-31,720.65
2015-08-03,717.55
2015-08-04,718.75
2015-08-05,838.45
2015-08-06,801.2
2015-08-07,801.85
2015-08-10,819.1
2015-08-11,798.05
2015-08-12,777.75
2015-08-13,772.1
2015-08-14,804.95
2015-08-17,825.35
2015-08-18,831.6
2015-08-19,845.35
2015-08-20,817.9
2015-08-21,81.3
2015-08-24,73.9
2015-08-25,78.25
2015-08-26,76.05
2015-08-27,80.1
2015-08-28,82.0
2015-08-31,83.15
2015-09-01,82.0
2015-09-02,82.0
2015-09-03,81.0
2015-09-04,81.25
2015-09-07,78.9
2015-09-08,77.7
2015-09-09,77.1
2015-09-10,78.75
2015-09-11,79.55
2015-09-14,81.5
2015-09-15,80.5
2015-09-16,79.55
2015-09-18,79.4
2015-09-21,81.95
2015-09-22,80.35
2015-09-23,82.0
2015-09-24,81.55
2015-09-28,79.2
2015-09-29,77.8
2015-09-30,80.9
2015-10-01,79.5
2015-10-05,86.45
2015-10-06,92.0
2015-10-07,93.7
2015-10-08,97.05
2015-10-09,101.7
2015-10-12,99.75
2015-10-13,100.3
2015-10-14,98.9
2015-10-15,102.3
2015-10-16,101.7
2015-10-19,99.85
2015-10-20,99.95
2015-10-21,111.3
2015-10-23,103.25
2015-10-26,105.05
2015-10-27,105.2
2015-10-28,109.25
2015-10-29,105.55
2015-10-30,102.75
2015-11-02,103.8
2015-11-03,104.75
2015-11-04,103.6
2015-11-05,107.6
2015-11-06,103.05
2015-11-09,102.45
2015-11-10,101.5
2015-11-11,103.5
2015-11-13,101.55
2015-11-16,101.65
2015-11-17,101.0
2015-11-18,98.65
2015-11-19,99.8
2015-11-20,97.95
2015-11-23,98.85
2015-11-24,98.0
2015-11-26,99.3
2015-11-27,99.65
2015-11-30,100.15
2015-12-01,99.55
2015-12-02,98.95
2015-12-03,98.55
2015-12-04,98.75
2015-12-07,99.1
2015-12-08,97.7
2015-12-09,97.25
2015-12-10,97.2
2015-12-11,94.9
2015-12-14,98.9
2015-12-15,98.45
2015-12-16,98.4
2015-12-17,103.8
2015-12-18,104.4
2015-12-21,106.35
2015-12-22,105.65
2015-12-23,102.85
2015-12-24,109.5
2015-12-28,107.2
2015-12-29,111.9
2015-12-30,112.65
2015-12-31,109.4
