Date,AXISGOLD
2015-01-01,2498.4
2015-01-02,2500.1
2015-01-05,2528.25
2015-01-06,2555.2
2015-01-07,2550.0
2015-01-08,2523.25
2015-01-09,2514.2
2015-01-12,2533.5
2015-01-13,2554.15
2015-01-14,2527.05
2015-01-15,2532.0
2015-01-16,2579.85
2015-01-19,2604.15
2015-01-20,2628.25
2015-01-21,2637.95
2015-01-22,2635.3
2015-01-23,2634.5
2015-01-27,2617.5
2015-01-28,2617.55
2015-01-29,2612.0
2015-01-30,2589.7
2015-02-02,2610.0
2015-02-03,2600.6
2015-02-04,2606.65
2015-02-05,2610.85
2015-02-06,2595.3
2015-02-09,2589.15
2015-02-10,2575.45
2015-02-11,2546.95
2015-02-12,2551.65
2015-02-13,2534.8
2015-02-16,2559.25
2015-02-18,2529.8
2015-02-19,2520.0
2015-02-20,2506.85
2015-02-23,2486.15
2015-02-24,2492.4
2015-02-25,2509.7
2015-02-26,2500.05
2015-02-27,2509.4
2015-02-28,2488.05
2015-03-02,2502.3
2015-03-03,2472.3
2015-03-04,2478.4
2015-03-05,2490.0
2015-03-09,2460.75
2015-03-10,2462.4
2015-03-11,2463.7
2015-03-12,2456.6
2015-03-13,2454.95
2015-03-16,2453.1
2015-03-17,2434.15
2015-03-18,2437.8
2015-03-19,2442.85
2015-03-20,2473.6
2015-03-23,2453.9
2015-03-24,2444.15
2015-03-25,2479.8
2015-03-26,2515.0
2015-03-27,2510.45
2015-03-30,2461.35
2015-03-31,2444.3
2015-04-01,2483.15
2015-04-06,2510.05
2015-04-07,2491.15
2015-04-08,2495.35
2015-04-09,2472.4
2015-04-10,2491.5
2015-04-13,2491.65
2015-04-15,2490.0
2015-04-16,2504.95
2015-04-17,2506.3
2015-04-20,2501.45
2015-04-21,2537.6
2015-04-22,2510.2
2015-04-23,2494.0
2015-04-24,2510.25
2015-04-27,2494.3
2015-04-28,2514.7
2015-04-29,2527.2
2015-04-30,2530.25
2015-05-04,2510.45
2015-05-05,2499.75
2015-05-06,2514.35
2015-05-07,2518.75
2015-05-08,2513.9
2015-05-11,2513.0
2015-05-12,2523.15
2015-05-13,2538.95
2015-05-14,2564.55
2015-05-15,2565.05
2015-05-18,2579.0
2015-05-19,2573.8
2015-05-20,2540.25
2015-05-21,2557.1
2015-05-22,2538.6
2015-05-25,2532.85
2015-05-26,2532.0
2015-05-27,2520.0
2015-05-28,2517.95
2015-05-29,2515.4
2015-06-01,2514.65
2015-06-02,2510.4
2015-06-03,2505.0
2015-06-04,2515.0
2015-06-05,2500.0
2015-06-08,2494.45
2015-06-09,2489.1
2015-06-10,2514.0
2015-06-11,2476.25
2015-06-12,2495.0
2015-06-15,2497.9
2015-06-16,2502.0
2015-06-17,2493.2
2015-06-18,2515.0
2015-06-19,2500.0
2015-06-22,2502.05
2015-06-23,2467.65
2015-06-24,2456.95
2015-06-25,2450.15
2015-06-26,2471.45
2015-06-29,2474.15
2015-06-30,2472.0
2015-07-01,2473.0
2015-07-02,2453.35
2015-07-03,2442.0
2015-07-06,2446.45
2015-07-07,2444.6
2015-07-08,2422.8
2015-07-09,2442.4
2015-07-10,2436.8
2015-07-13,2424.0
2015-07-14,2420.8
2015-07-15,2427.25
2015-07-16,2424.95
2015-07-17,2430.15
2015-07-20,2399.05
2015-07-21,2405.35
2015-07-22,2464.25
2015-07-23,2381.2
2015-07-24,2390.0
2015-07-27,2389.65
2015-07-28,2410.25
