Date,SETFGOLD
2012-01-02,2701.2
2012-01-03,2700.1
2012-01-04,2727.85
2012-01-05,2731.3
2012-01-06,2731.95
2012-01-07,2734.65
2012-01-09,2724.6
2012-01-10,2705.95
2012-01-11,2715.85
2012-01-12,2723.2
2012-01-13,2702.15
2012-01-16,2708.3
2012-01-17,2718.25
2012-01-18,2706.9
2012-01-19,2708.2
2012-01-20,2695.75
2012-01-23,2702.75
2012-01-24,2699.55
2012-01-25,2691.0
2012-01-27,2727.85
2012-01-30,2739.95
2012-01-31,2757.85
2012-02-01,2763.05
2012-02-02,2760.0
2012-02-03,2764.45
2012-02-06,2721.55
2012-02-07,2723.25
2012-02-08,2764.95
2012-02-09,2757.4
2012-02-10,2764.5
2012-02-13,2737.9
2012-02-14,2727.0
2012-02-15,2745.5
2012-02-16,2743.4
2012-02-17,2746.25
2012-02-21,2757.05
2012-02-22,2784.45
2012-02-23,2823.45
2012-02-24,2816.7
2012-02-27,2789.4
2012-02-28,2792.8
2012-02-29,2816.55
2012-03-01,2728.95
2012-03-02,2737.0
2012-03-03,2740.1
2012-03-05,2728.3
2012-03-06,2735.8
2012-03-07,2728.05
2012-03-09,2735.15
2012-03-12,2750.15
2012-03-13,2728.3
2012-03-14,2692.05
2012-03-15,2683.5
2012-03-16,2713.75
2012-03-19,2725.85
2012-03-20,2730.55
2012-03-21,2720.4
2012-03-22,2722.7
2012-03-23,2730.45
2012-03-26,2752.45
2012-03-27,2753.3
2012-03-28,2746.0
2012-03-29,2753.95
2012-03-30,2791.55
2012-04-02,2784.2
2012-04-03,2760.6
2012-04-04,2742.2
2012-04-09,2759.3
2012-04-10,2758.7
2012-04-11,2773.95
2012-04-12,2767.25
2012-04-13,2799.05
2012-04-16,2794.4
2012-04-17,2785.1
2012-04-18,2784.35
2012-04-19,2796.5
2012-04-20,2797.7
2012-04-23,2803.05
2012-04-24,2828.5
2012-04-25,2807.8
2012-04-26,2825.9
2012-04-27,2827.6
2012-04-28,2841.55
2012-04-30,2852.95
2012-05-02,2856.0
2012-05-03,2862.4
2012-05-04,2855.85
2012-05-07,2845.35
2012-05-08,2830.75
2012-05-09,2796.85
2012-05-10,2790.1
2012-05-11,2779.0
2012-05-14,2765.6
2012-05-15,2757.25
2012-05-16,2745.0
2012-05-17,2770.2
2012-05-18,2825.35
2012-05-21,2835.4
2012-05-22,2829.15
2012-05-23,2829.95
2012-05-24,2840.7
2012-05-25,2815.85
2012-05-28,2835.1
2012-05-29,2845.9
2012-05-30,2829.25
2012-05-31,2884.4
2012-06-01,2846.3
2012-06-04,2898.4
2012-06-05,2912.25
2012-06-06,2913.65
2012-06-07,2891.15
2012-06-08,2866.3
2012-06-11,2891.9
2012-06-12,2894.95
2012-06-13,2918.7
2012-06-14,2929.15
2012-06-15,2931.8
2012-06-18,2930.75
2012-06-19,2958.8
2012-06-20,2951.55
2012-06-21,2944.35
2012-06-22,2926.85
2012-06-25,2920.7
2012-06-26,2944.35
2012-06-27,2930.55
2012-06-28,2923.6
2012-06-29,2892.15
2012-07-02,2931.25
2012-07-03,2886.8
2012-07-04,2881.2
2012-07-05,2906.7
2012-07-06,2893.45
2012-07-09,2894.5
2012-07-10,2887.3
2012-07-11,2865.8
2012-07-12,2859.6
2012-07-13,2861.95
