Date,JKLAKSHMI
2012-01-02,37.8
2012-01-03,38.45
2012-01-04,38.45
2012-01-05,38.4
2012-01-06,40.6
2012-01-07,40.9
2012-01-09,40.15
2012-01-10,41.4
2012-01-11,41.5
2012-01-12,42.15
2012-01-13,43.05
2012-01-16,43.7
2012-01-17,43.65
2012-01-18,42.9
2012-01-19,44.05
2012-01-20,45.9
2012-01-23,44.85
2012-01-24,45.6
2012-01-25,46.9
2012-01-27,46.85
2012-01-30,45.9
2012-01-31,47.05
2012-02-01,48.1
2012-02-02,48.25
2012-02-03,56.2
2012-02-06,62.6
2012-02-07,61.4
2012-02-08,64.8
2012-02-09,62.95
2012-02-10,61.8
2012-02-13,62.05
2012-02-14,62.5
2012-02-15,63.95
2012-02-16,64.35
2012-02-17,63.85
2012-02-21,63.6
2012-02-22,61.9
2012-02-23,60.3
2012-02-24,59.85
2012-02-27,58.9
2012-02-28,60.1
2012-02-29,60.0
2012-03-01,60.4
2012-03-02,60.15
2012-03-03,60.0
2012-03-05,59.8
2012-03-06,59.25
2012-03-07,59.15
2012-03-09,59.55
2012-03-12,60.45
2012-03-13,65.2
2012-03-14,65.0
2012-03-15,63.5
2012-03-16,62.45
2012-03-19,63.0
2012-03-20,62.8
2012-03-21,65.9
2012-03-22,65.0
2012-03-23,66.2
2012-03-26,64.9
2012-03-27,66.25
2012-03-28,65.4
2012-03-29,65.95
2012-03-30,65.35
2012-04-02,67.8
2012-04-03,67.85
2012-04-04,67.9
2012-04-09,66.05
2012-04-10,66.1
2012-04-11,64.9
2012-04-12,65.05
2012-04-13,64.65
2012-04-16,64.7
2012-04-17,65.1
2012-04-18,66.7
2012-04-19,65.95
2012-04-20,66.05
2012-04-23,66.05
2012-04-24,65.45
2012-04-25,65.95
2012-04-26,66.0
2012-04-27,65.7
2012-04-28,65.45
2012-04-30,65.0
2012-05-02,64.1
2012-05-03,65.7
2012-05-04,63.8
2012-05-07,62.95
2012-05-08,61.65
2012-05-09,60.9
2012-05-10,61.1
2012-05-11,60.7
2012-05-14,60.0
2012-05-15,61.05
2012-05-16,60.3
2012-05-17,63.75
2012-05-18,63.75
2012-05-21,64.0
2012-05-22,63.05
2012-05-23,62.1
2012-05-24,63.0
2012-05-25,63.1
2012-05-28,63.25
2012-05-29,62.5
2012-05-30,61.8
2012-05-31,61.45
2012-06-01,61.45
2012-06-04,61.3
2012-06-05,62.15
2012-06-06,63.85
2012-06-07,64.25
2012-06-08,64.65
2012-06-11,64.75
2012-06-12,64.6
2012-06-13,64.05
2012-06-14,64.0
2012-06-15,63.95
2012-06-18,64.0
2012-06-19,64.05
2012-06-20,64.35
2012-06-21,64.0
2012-06-22,64.25
2012-06-25,66.4
2012-06-26,67.0
2012-06-27,66.9
2012-06-28,67.05
2012-06-29,67.7
2012-07-02,70.25
2012-07-03,74.9
2012-07-04,81.8
2012-07-05,81.8
2012-07-06,82.2
2012-07-09,79.25
2012-07-09,79.25
2012-07-10,80.95
2012-07-11,79.2
2012-07-12,79.35
2012-07-13,80.5
2012-07-16,80.0
2012-07-17,79.95
2012-07-18,80.05
2012-07-19,80.0
2012-07-20,80.75
2012-07-23,80.2
2012-07-24,84.05
2012-07-25,84.95
2012-07-26,85.35
2012-07-27,86.2
2012-07-30,85.1
2012-07-31,88.0
2012-08-01,88.8
2012-08-02,95.5
2012-08-03,94.65
2012-08-06,100.1
2012-08-07,100.3
2012-08-08,96.5
2012-08-09,97.2
2012-08-10,94.45
2012-08-13,93.65
2012-08-14,97.5
2012-08-16,97.05
2012-08-17,94.6
2012-08-21,96.3
2012-08-22,96.35
2012-08-23,96.35
2012-08-24,97.3
2012-08-27,96.3
2012-08-28,95.1
2012-08-29,93.85
2012-08-30,94.15
2012-08-31,97.55
2012-09-03,96.3
2012-09-04,94.65
2012-09-05,95.5
2012-09-06,94.6
2012-09-07,94.05
2012-09-08,93.9
2012-09-10,97.05
2012-09-11,101.65
2012-09-12,101.5
2012-09-13,98.65
2012-09-14,98.1
2012-09-17,98.0
2012-09-18,99.1
2012-09-20,100.25
2012-09-21,99.45
2012-09-24,100.25
2012-09-25,99.85
2012-09-26,105.9
2012-09-27,108.65
2012-09-28,114.3
2012-10-01,114.05
2012-10-03,113.55
2012-10-04,112.4
2012-10-05,109.05
2012-10-08,111.1
2012-10-09,112.25
2012-10-10,109.3
2012-10-11,109.0
2012-10-12,113.55
2012-10-15,118.05
2012-10-16,118.0
2012-10-17,119.5
2012-10-18,116.95
2012-10-19,116.2
2012-10-22,124.85
2012-10-23,126.5
2012-10-25,123.1
2012-10-26,118.6
2012-10-29,123.95
2012-10-30,122.2
2012-10-31,124.1
2012-11-01,126.75
2012-11-02,124.1
2012-11-05,123.1
2012-11-06,126.6
2012-11-07,126.9
2012-11-08,127.45
2012-11-09,129.95
2012-11-12,135.95
2012-11-13,138.75
2012-11-15,137.9
2012-11-16,139.25
2012-11-19,128.85
2012-11-20,129.15
2012-11-21,125.95
2012-11-22,126.0
2012-11-23,130.9
2012-11-26,133.55
2012-11-27,133.65
2012-11-29,135.75
2012-11-30,138.3
2012-12-03,138.25
2012-12-04,136.0
2012-12-05,132.2
2012-12-06,131.85
2012-12-07,131.55
2012-12-10,131.65
2012-12-11,131.9
2012-12-12,133.75
2012-12-13,129.95
2012-12-14,134.15
2012-12-17,134.8
2012-12-18,144.3
2012-12-19,143.4
2012-12-20,142.1
2012-12-21,146.6
2012-12-24,156.05
2012-12-26,160.75
2012-12-27,160.0
2012-12-28,162.5
2012-12-31,161.55
