Date,PEL
2012-01-02,374.5
2012-01-03,387.2
2012-01-04,387.1
2012-01-05,382.7
2012-01-06,385.05
2012-01-07,384.15
2012-01-09,388.85
2012-01-10,399.3
2012-01-11,404.85
2012-01-12,410.25
2012-01-13,412.5
2012-01-16,409.25
2012-01-17,408.6
2012-01-18,411.95
2012-01-19,416.45
2012-01-20,415.8
2012-01-23,415.05
2012-01-24,410.9
2012-01-25,409.4
2012-01-27,403.5
2012-01-30,405.95
2012-01-31,410.0
2012-02-01,417.5
2012-02-02,418.95
2012-02-03,437.8
2012-02-06,432.8
2012-02-07,434.05
2012-02-08,424.15
2012-02-09,427.3
2012-02-10,431.0
2012-02-13,434.9
2012-02-14,435.8
2012-02-15,435.4
2012-02-16,430.55
2012-02-17,434.65
2012-02-21,450.0
2012-02-22,443.6
2012-02-23,445.8
2012-02-24,441.85
2012-02-27,430.25
2012-02-28,442.35
2012-02-29,452.5
2012-03-01,443.6
2012-03-02,447.55
2012-03-03,443.75
2012-03-05,443.9
2012-03-06,446.8
2012-03-07,457.9
2012-03-09,484.3
2012-03-12,480.1
2012-03-13,480.8
2012-03-14,483.85
2012-03-15,469.55
2012-03-16,471.2
2012-03-19,465.25
2012-03-20,469.9
2012-03-21,472.8
2012-03-22,473.15
2012-03-23,469.05
2012-03-26,460.15
2012-03-27,460.15
2012-03-28,454.5
2012-03-29,456.4
2012-03-30,471.4
2012-04-02,470.25
2012-04-03,466.2
2012-04-04,459.6
2012-04-09,455.6
2012-04-10,455.95
2012-04-11,451.7
2012-04-12,455.05
2012-04-13,450.45
2012-04-16,442.35
2012-04-17,445.5
2012-04-18,447.25
2012-04-19,447.7
2012-04-20,443.25
2012-04-23,442.9
2012-04-24,438.4
2012-04-25,441.9
2012-04-26,434.35
2012-04-27,435.5
2012-04-28,433.9
2012-04-30,437.95
2012-05-02,441.2
2012-05-03,435.55
2012-05-04,441.5
2012-05-07,444.05
2012-05-08,442.95
2012-05-09,441.4
2012-05-10,441.3
2012-05-11,439.75
2012-05-14,435.15
2012-05-15,429.75
2012-05-16,427.25
2012-05-17,429.3
2012-05-18,412.8
2012-05-21,420.05
2012-05-22,415.2
2012-05-23,419.8
2012-05-24,424.4
2012-05-25,418.6
2012-05-28,445.6
2012-05-29,435.5
2012-05-30,430.0
2012-05-31,438.45
2012-06-01,433.9
2012-06-04,421.6
2012-06-05,417.65
2012-06-06,440.1
2012-06-07,436.85
2012-06-08,441.95
2012-06-11,445.45
2012-06-12,447.8
2012-06-13,452.4
2012-06-14,471.75
2012-06-15,485.5
2012-06-18,490.05
2012-06-19,504.2
2012-06-20,518.55
2012-06-21,525.4
2012-06-22,518.1
2012-06-25,523.95
2012-06-26,519.85
2012-06-27,521.6
2012-06-28,525.7
2012-06-29,527.9
2012-07-02,523.75
2012-07-03,524.0
2012-07-04,522.05
2012-07-05,523.55
2012-07-06,520.35
2012-07-09,504.4
2012-07-09,504.4
2012-07-10,503.5
2012-07-11,501.55
2012-07-12,499.45
2012-07-13,505.15
2012-07-16,501.95
2012-07-17,504.8
2012-07-18,511.75
2012-07-19,509.9
2012-07-20,507.35
2012-07-23,505.05
2012-07-24,501.65
2012-07-25,502.3
2012-07-26,503.8
2012-07-27,517.15
2012-07-30,520.2
2012-07-31,516.9
2012-08-01,525.15
2012-08-02,526.65
2012-08-03,534.3
2012-08-06,533.55
2012-08-07,537.95
2012-08-08,533.5
2012-08-09,527.25
2012-08-10,536.45
2012-08-13,537.5
2012-08-14,529.2
2012-08-16,516.05
2012-08-17,518.8
2012-08-21,501.4
2012-08-22,508.4
2012-08-23,513.85
2012-08-24,504.4
2012-08-27,495.75
2012-08-28,501.65
2012-08-29,500.15
2012-08-30,501.15
2012-08-31,480.1
2012-09-03,455.5
2012-09-04,467.0
2012-09-05,471.3
2012-09-06,468.75
2012-09-07,482.15
2012-09-08,482.2
2012-09-10,493.55
2012-09-11,486.85
2012-09-12,482.75
2012-09-13,472.3
2012-09-14,467.7
2012-09-17,465.45
2012-09-18,470.5
2012-09-20,470.9
2012-09-21,471.95
2012-09-24,479.35
2012-09-25,471.1
2012-09-26,460.8
2012-09-27,459.55
2012-09-28,464.2
2012-10-01,462.4
2012-10-03,470.15
2012-10-04,475.75
2012-10-05,471.15
2012-10-08,470.45
2012-10-09,468.2
2012-10-10,460.15
2012-10-11,465.25
2012-10-12,467.15
2012-10-15,465.1
2012-10-16,468.15
2012-10-17,473.4
2012-10-18,470.5
2012-10-19,475.6
2012-10-22,488.9
2012-10-23,489.6
2012-10-25,484.6
2012-10-26,495.8
2012-10-29,495.0
2012-10-30,497.05
2012-10-31,496.6
2012-11-01,493.0
2012-11-02,493.9
2012-11-05,488.15
2012-11-06,490.85
2012-11-07,481.5
2012-11-08,476.85
2012-11-09,468.95
2012-11-12,474.4
2012-11-13,477.3
2012-11-15,468.3
2012-11-16,471.45
2012-11-19,474.6
2012-11-20,474.6
2012-11-21,483.0
2012-11-22,480.95
2012-11-23,488.1
2012-11-26,492.6
2012-11-27,490.8
2012-11-29,498.15
2012-11-30,497.9
2012-12-03,495.15
2012-12-04,500.55
2012-12-05,506.0
2012-12-06,514.4
2012-12-07,525.05
2012-12-10,550.2
2012-12-11,601.95
2012-12-12,569.4
2012-12-13,573.75
2012-12-14,556.85
2012-12-17,549.85
2012-12-18,541.0
2012-12-19,561.8
2012-12-20,569.5
2012-12-21,542.85
2012-12-24,544.35
2012-12-26,549.4
2012-12-27,548.3
2012-12-28,536.5
2012-12-31,521.9
