Date,HGS
2012-01-02,293.95
2012-01-03,296.05
2012-01-04,290.8
2012-01-05,292.8
2012-01-06,290.9
2012-01-07,286.75
2012-01-09,298.95
2012-01-10,302.7
2012-01-11,304.95
2012-01-12,304.6
2012-01-13,309.05
2012-01-16,309.5
2012-01-17,313.95
2012-01-18,310.35
2012-01-19,312.0
2012-01-20,309.45
2012-01-23,314.2
2012-01-24,310.8
2012-01-25,311.8
2012-01-27,321.0
2012-01-30,319.95
2012-01-31,322.25
2012-02-01,324.25
2012-02-02,320.25
2012-02-03,323.75
2012-02-06,330.9
2012-02-07,322.55
2012-02-08,321.95
2012-02-09,331.95
2012-02-10,319.25
2012-02-13,329.5
2012-02-14,322.15
2012-02-15,331.0
2012-02-16,335.65
2012-02-17,326.7
2012-02-21,327.8
2012-02-22,326.35
2012-02-23,317.3
2012-02-24,314.45
2012-02-27,311.45
2012-02-28,315.85
2012-02-29,316.55
2012-03-01,318.4
2012-03-02,314.6
2012-03-03,319.85
2012-03-05,313.35
2012-03-06,311.2
2012-03-07,310.6
2012-03-09,310.0
2012-03-12,308.8
2012-03-13,312.6
2012-03-14,311.2
2012-03-15,313.7
2012-03-16,310.4
2012-03-19,310.1
2012-03-20,322.65
2012-03-21,313.6
2012-03-22,309.8
2012-03-23,300.1
2012-03-26,300.25
2012-03-27,299.6
2012-03-28,295.05
2012-03-29,294.65
2012-03-30,325.0
2012-04-02,322.7
2012-04-03,320.65
2012-04-04,322.25
2012-04-09,318.85
2012-04-10,321.0
2012-04-11,309.2
2012-04-12,313.85
2012-04-13,317.75
2012-04-16,312.1
2012-04-17,315.4
2012-04-18,316.0
2012-04-19,315.95
2012-04-20,314.7
2012-04-23,314.55
2012-04-24,314.2
2012-04-25,310.65
2012-04-26,311.55
2012-04-27,313.3
2012-04-28,308.75
2012-04-30,314.5
2012-05-02,313.05
2012-05-03,314.2
2012-05-04,312.5
2012-05-07,303.45
2012-05-08,302.1
2012-05-09,299.6
2012-05-10,299.45
2012-05-11,300.4
2012-05-14,295.55
2012-05-15,290.55
2012-05-16,294.0
2012-05-17,295.9
2012-05-18,300.75
2012-05-21,300.05
2012-05-22,307.05
2012-05-23,304.15
2012-05-24,322.9
2012-05-25,325.6
2012-05-28,325.1
2012-05-29,325.1
2012-05-30,324.65
2012-05-31,330.45
2012-06-01,329.35
2012-06-04,328.25
2012-06-05,332.6
2012-06-06,339.4
2012-06-07,342.7
2012-06-08,341.65
2012-06-11,340.0
2012-06-12,338.35
2012-06-13,341.95
2012-06-14,339.35
2012-06-15,336.6
2012-06-18,336.45
2012-06-19,334.5
2012-06-20,335.55
2012-06-21,338.25
2012-06-22,338.5
2012-06-25,338.05
2012-06-26,339.3
2012-06-27,340.25
2012-06-28,340.1
2012-06-29,341.45
2012-07-02,343.9
2012-07-03,345.7
2012-07-04,347.7
2012-07-05,345.0
2012-07-06,347.8
2012-07-09,343.55
2012-07-09,343.55
2012-07-10,349.7
2012-07-11,351.5
2012-07-12,352.75
2012-07-13,353.35
2012-07-16,351.4
2012-07-17,341.05
2012-07-18,342.45
2012-07-19,347.85
2012-07-20,355.4
2012-07-23,356.75
2012-07-24,360.15
2012-07-25,358.95
2012-07-26,354.85
2012-07-27,357.15
2012-07-30,358.65
2012-07-31,359.85
2012-08-01,361.05
2012-08-02,359.6
2012-08-03,321.65
2012-08-06,311.65
2012-08-07,314.2
2012-08-08,316.25
2012-08-09,306.9
2012-08-10,306.8
2012-08-13,302.9
2012-08-14,304.15
2012-08-16,308.0
2012-08-17,306.45
2012-08-21,303.4
2012-08-22,304.45
2012-08-23,302.05
2012-08-24,295.95
2012-08-27,293.9
2012-08-28,292.0
2012-08-29,291.5
2012-08-30,297.25
2012-08-31,291.35
2012-09-03,290.15
2012-09-04,293.65
2012-09-05,294.65
2012-09-06,293.95
2012-09-07,293.9
2012-09-08,293.4
2012-09-10,297.6
2012-09-11,294.55
2012-09-12,297.45
2012-09-13,297.4
2012-09-14,300.35
2012-09-17,304.8
2012-09-18,303.85
2012-09-20,306.0
2012-09-21,308.25
2012-09-24,308.9
2012-09-25,309.6
2012-09-26,308.1
2012-09-27,310.1
2012-09-28,316.3
2012-10-01,320.0
2012-10-03,324.3
2012-10-04,322.8
2012-10-05,325.45
2012-10-08,321.8
2012-10-09,320.2
2012-10-10,318.85
2012-10-11,319.85
2012-10-12,321.85
2012-10-15,322.55
2012-10-16,323.1
2012-10-17,323.15
2012-10-18,324.6
2012-10-19,322.6
2012-10-22,324.85
2012-10-23,322.9
2012-10-25,326.6
2012-10-26,323.05
2012-10-29,325.15
2012-10-30,320.7
2012-10-31,322.4
2012-11-01,322.6
2012-11-02,322.0
2012-11-05,320.6
2012-11-06,322.15
2012-11-07,320.25
2012-11-08,310.95
2012-11-09,310.2
2012-11-12,307.65
2012-11-13,308.65
2012-11-15,304.0
2012-11-16,306.5
2012-11-19,304.15
2012-11-20,303.9
2012-11-21,305.5
2012-11-22,301.5
2012-11-23,302.8
2012-11-26,303.8
2012-11-27,303.25
2012-11-29,302.4
2012-11-30,304.6
2012-12-03,304.85
2012-12-04,300.6
2012-12-05,302.5
2012-12-06,304.05
2012-12-07,303.8
2012-12-10,305.5
2012-12-11,304.0
2012-12-12,301.9
2012-12-13,301.85
2012-12-14,307.0
2012-12-17,305.0
2012-12-18,304.45
2012-12-19,306.35
2012-12-20,302.1
2012-12-21,299.3
2012-12-24,297.65
2012-12-26,301.0
2012-12-27,299.9
2012-12-28,302.2
2012-12-31,300.85
