Date,BBTC
2012-01-02,354.55
2012-01-03,359.8
2012-01-04,358.0
2012-01-05,356.4
2012-01-06,363.8
2012-01-07,356.15
2012-01-09,382.45
2012-01-10,389.4
2012-01-11,380.6
2012-01-12,374.0
2012-01-13,390.3
2012-01-16,390.6
2012-01-17,388.15
2012-01-18,396.0
2012-01-19,400.45
2012-01-20,400.05
2012-01-23,397.9
2012-01-24,398.8
2012-01-25,397.4
2012-01-27,400.95
2012-01-30,392.05
2012-01-31,395.8
2012-02-01,395.55
2012-02-02,393.9
2012-02-03,406.6
2012-02-06,444.1
2012-02-07,434.3
2012-02-08,442.75
2012-02-09,446.45
2012-02-10,429.45
2012-02-13,434.2
2012-02-14,431.85
2012-02-15,425.75
2012-02-16,449.45
2012-02-17,432.35
2012-02-21,464.1
2012-02-22,453.55
2012-02-23,459.75
2012-02-24,455.65
2012-02-27,437.3
2012-02-28,447.2
2012-02-29,536.6
2012-03-01,541.05
2012-03-02,508.45
2012-03-03,545.0
2012-03-05,504.85
2012-03-06,507.65
2012-03-07,499.8
2012-03-09,499.5
2012-03-12,525.35
2012-03-13,563.55
2012-03-14,548.3
2012-03-15,553.1
2012-03-16,550.4
2012-03-19,549.7
2012-03-20,550.85
2012-03-21,572.7
2012-03-22,546.7
2012-03-23,564.65
2012-03-26,562.1
2012-03-27,554.7
2012-03-28,546.6
2012-03-29,549.0
2012-03-30,589.75
2012-04-02,584.75
2012-04-03,577.25
2012-04-04,561.25
2012-04-09,546.2
2012-04-10,550.85
2012-04-11,544.25
2012-04-12,556.6
2012-04-13,546.55
2012-04-16,581.15
2012-04-17,579.65
2012-04-18,603.4
2012-04-19,595.0
2012-04-20,604.95
2012-04-23,584.9
2012-04-24,590.05
2012-04-25,582.95
2012-04-26,565.25
2012-04-27,576.2
2012-04-28,584.6
2012-04-30,577.8
2012-05-02,583.4
2012-05-03,572.3
2012-05-04,556.4
2012-05-07,548.6
2012-05-08,547.15
2012-05-09,553.9
2012-05-10,542.95
2012-05-11,531.55
2012-05-14,498.9
2012-05-15,504.05
2012-05-16,486.15
2012-05-17,493.55
2012-05-18,514.9
2012-05-21,527.35
2012-05-22,514.1
2012-05-23,510.4
2012-05-24,522.05
2012-05-25,515.25
2012-05-28,537.4
2012-05-29,563.75
2012-05-30,528.35
2012-05-31,527.4
2012-06-01,521.5
2012-06-04,516.3
2012-06-05,512.1
2012-06-06,530.5
2012-06-07,524.85
2012-06-08,525.1
2012-06-11,528.7
2012-06-12,551.3
2012-06-13,530.1
2012-06-14,534.65
2012-06-15,547.85
2012-06-18,542.2
2012-06-19,550.1
2012-06-20,554.9
2012-06-21,558.45
2012-06-22,562.7
2012-06-25,558.1
2012-06-26,561.0
2012-06-27,557.4
2012-06-28,558.0
2012-06-29,567.55
2012-07-02,578.85
2012-07-03,581.5
2012-07-04,579.25
2012-07-05,591.45
2012-07-06,579.95
2012-07-09,571.9
2012-07-09,571.9
2012-07-10,575.55
2012-07-11,591.2
2012-07-12,604.6
2012-07-13,604.55
2012-07-16,594.8
2012-07-17,578.0
2012-07-18,584.3
2012-07-19,580.5
2012-07-20,580.9
2012-07-23,580.2
2012-07-24,581.3
2012-07-25,573.0
2012-07-26,541.65
2012-07-27,533.75
2012-07-30,550.1
2012-07-31,547.5
2012-08-01,556.3
2012-08-02,548.6
2012-08-03,557.6
2012-08-06,559.45
2012-08-07,571.15
2012-08-08,556.0
2012-08-09,551.5
2012-08-10,542.95
2012-08-13,536.25
2012-08-14,533.75
2012-08-16,536.4
2012-08-17,538.35
2012-08-21,532.45
2012-08-22,545.3
2012-08-23,546.5
2012-08-24,525.85
2012-08-27,520.95
2012-08-28,528.3
2012-08-29,518.95
2012-08-30,518.9
2012-08-31,525.05
2012-09-03,517.85
2012-09-04,508.25
2012-09-05,510.05
2012-09-06,514.85
2012-09-07,516.05
2012-09-08,515.6
2012-09-10,516.9
2012-09-11,509.4
2012-09-12,508.8
2012-09-13,511.15
2012-09-14,522.8
2012-09-17,525.35
2012-09-18,524.75
2012-09-20,526.55
2012-09-21,521.25
2012-09-24,524.7
2012-09-25,532.65
2012-09-26,546.85
2012-09-27,534.7
2012-09-28,545.95
2012-10-01,550.0
2012-10-03,559.05
2012-10-04,563.95
2012-10-05,574.8
2012-10-08,574.95
2012-10-09,582.95
2012-10-10,569.5
2012-10-11,568.9
2012-10-12,566.85
2012-10-15,562.05
2012-10-16,571.15
2012-10-17,572.7
2012-10-18,574.85
2012-10-19,569.95
2012-10-22,572.25
2012-10-23,563.5
2012-10-25,558.05
2012-10-26,552.35
2012-10-29,553.9
2012-10-30,550.5
2012-10-31,572.0
2012-11-01,591.35
2012-11-02,602.5
2012-11-05,577.35
2012-11-06,599.35
2012-11-07,609.4
2012-11-08,118.6
2012-11-09,114.75
2012-11-12,112.05
2012-11-13,113.6
2012-11-15,115.85
2012-11-16,124.55
2012-11-19,123.2
2012-11-20,118.6
2012-11-21,124.0
2012-11-22,123.55
2012-11-23,123.1
2012-11-26,124.2
2012-11-27,125.2
2012-11-29,123.2
2012-11-30,122.55
2012-12-03,123.25
2012-12-04,128.75
2012-12-05,129.05
2012-12-06,130.1
2012-12-07,128.5
2012-12-10,127.55
2012-12-11,124.75
2012-12-12,121.95
2012-12-13,119.9
2012-12-14,121.15
2012-12-17,119.8
2012-12-18,121.6
2012-12-19,118.95
2012-12-20,120.2
2012-12-21,120.05
2012-12-24,120.8
2012-12-26,121.3
2012-12-27,118.85
2012-12-28,120.9
2012-12-31,128.2
