Date,JAGRAN
2012-01-02,93.75
2012-01-03,96.35
2012-01-04,97.55
2012-01-05,96.9
2012-01-06,92.95
2012-01-07,94.8
2012-01-09,97.65
2012-01-10,96.8
2012-01-11,97.85
2012-01-12,97.8
2012-01-13,97.9
2012-01-16,98.35
2012-01-17,98.25
2012-01-18,97.15
2012-01-19,97.65
2012-01-20,98.6
2012-01-23,98.15
2012-01-24,97.45
2012-01-25,97.15
2012-01-27,98.2
2012-01-30,95.25
2012-01-31,97.0
2012-02-01,97.1
2012-02-02,98.0
2012-02-03,101.35
2012-02-06,103.0
2012-02-07,111.4
2012-02-08,108.3
2012-02-09,108.0
2012-02-10,107.8
2012-02-13,106.75
2012-02-14,107.6
2012-02-15,108.2
2012-02-16,110.95
2012-02-17,112.65
2012-02-21,110.0
2012-02-22,107.25
2012-02-23,107.8
2012-02-24,107.3
2012-02-27,104.6
2012-02-28,106.85
2012-02-29,107.0
2012-03-01,107.45
2012-03-02,107.0
2012-03-03,106.15
2012-03-05,101.95
2012-03-06,102.45
2012-03-07,101.85
2012-03-09,103.25
2012-03-12,104.9
2012-03-13,105.1
2012-03-14,102.45
2012-03-15,101.15
2012-03-16,102.0
2012-03-19,100.55
2012-03-20,101.9
2012-03-21,101.85
2012-03-22,101.35
2012-03-23,101.65
2012-03-26,99.65
2012-03-27,97.5
2012-03-28,100.3
2012-03-29,100.45
2012-03-30,100.95
2012-04-02,99.8
2012-04-03,98.95
2012-04-04,101.45
2012-04-09,100.65
2012-04-10,100.9
2012-04-11,99.75
2012-04-12,98.9
2012-04-13,98.15
2012-04-16,99.2
2012-04-17,100.0
2012-04-18,100.05
2012-04-19,99.05
2012-04-20,99.55
2012-04-23,100.5
2012-04-24,99.75
2012-04-25,99.9
2012-04-26,98.6
2012-04-27,100.05
2012-04-28,100.15
2012-04-30,98.0
2012-05-02,99.05
2012-05-03,98.8
2012-05-04,97.25
2012-05-07,96.2
2012-05-08,95.7
2012-05-09,93.6
2012-05-10,92.75
2012-05-11,91.85
2012-05-14,91.55
2012-05-15,92.0
2012-05-16,89.55
2012-05-17,87.75
2012-05-18,84.65
2012-05-21,83.35
2012-05-22,82.8
2012-05-23,79.95
2012-05-24,80.55
2012-05-25,86.2
2012-05-28,86.4
2012-05-29,87.4
2012-05-30,86.9
2012-05-31,93.2
2012-06-01,89.75
2012-06-04,88.15
2012-06-05,87.2
2012-06-06,90.4
2012-06-07,88.75
2012-06-08,86.95
2012-06-11,86.8
2012-06-12,87.5
2012-06-13,86.95
2012-06-14,85.6
2012-06-15,86.45
2012-06-18,85.75
2012-06-19,84.5
2012-06-20,84.55
2012-06-21,85.15
2012-06-22,86.75
2012-06-25,90.25
2012-06-26,86.7
2012-06-27,86.9
2012-06-28,87.1
2012-06-29,88.25
2012-07-02,86.95
2012-07-03,84.6
2012-07-04,86.4
2012-07-05,88.1
2012-07-06,87.0
2012-07-09,86.3
2012-07-09,86.3
2012-07-10,86.45
2012-07-11,84.5
2012-07-12,84.85
2012-07-13,83.7
2012-07-16,84.15
2012-07-17,84.0
2012-07-18,84.8
2012-07-19,84.3
2012-07-20,88.0
2012-07-23,87.2
2012-07-24,87.85
2012-07-25,87.0
2012-07-26,88.35
2012-07-27,87.95
2012-07-30,86.5
2012-07-31,91.0
2012-08-01,91.45
2012-08-02,91.55
2012-08-03,92.1
2012-08-06,94.55
2012-08-07,95.85
2012-08-08,92.0
2012-08-09,91.05
2012-08-10,91.5
2012-08-13,91.15
2012-08-14,91.05
2012-08-16,92.3
2012-08-17,93.35
2012-08-21,92.4
2012-08-22,91.95
2012-08-23,92.15
2012-08-24,91.1
2012-08-27,92.7
2012-08-28,92.05
2012-08-29,92.15
2012-08-30,91.65
2012-08-31,91.85
2012-09-03,91.5
2012-09-04,90.75
2012-09-05,90.35
2012-09-06,90.25
2012-09-07,90.25
2012-09-08,90.1
2012-09-10,90.9
2012-09-11,90.1
2012-09-12,91.6
2012-09-13,91.7
2012-09-14,91.8
2012-09-17,92.45
2012-09-18,90.8
2012-09-20,90.5
2012-09-21,91.5
2012-09-24,92.05
2012-09-25,92.05
2012-09-26,91.1
2012-09-27,91.1
2012-09-28,92.55
2012-10-01,92.35
2012-10-03,94.8
2012-10-04,96.75
2012-10-05,98.15
2012-10-08,96.1
2012-10-09,96.7
2012-10-10,96.2
2012-10-11,98.25
2012-10-12,96.05
2012-10-15,95.05
2012-10-16,96.65
2012-10-17,103.9
2012-10-18,102.1
2012-10-19,105.05
2012-10-22,104.8
2012-10-23,102.95
2012-10-25,104.15
2012-10-26,101.2
2012-10-29,100.75
2012-10-30,100.25
2012-10-31,99.0
2012-11-01,99.9
2012-11-02,100.15
2012-11-05,101.0
2012-11-06,102.05
2012-11-07,104.15
2012-11-08,103.2
2012-11-09,102.7
2012-11-12,100.45
2012-11-13,101.5
2012-11-15,101.4
2012-11-16,100.9
2012-11-19,101.9
2012-11-20,100.8
2012-11-21,100.95
2012-11-22,102.5
2012-11-23,100.4
2012-11-26,102.55
2012-11-27,102.5
2012-11-29,101.4
2012-11-30,101.95
2012-12-03,103.6
2012-12-04,102.5
2012-12-05,102.45
2012-12-06,101.0
2012-12-07,100.35
2012-12-10,101.4
2012-12-11,101.75
2012-12-12,100.95
2012-12-13,101.05
2012-12-14,101.25
2012-12-17,100.6
2012-12-18,100.55
2012-12-19,100.95
2012-12-20,102.75
2012-12-21,102.25
2012-12-24,103.65
2012-12-26,103.0
2012-12-27,102.3
2012-12-28,102.05
2012-12-31,105.95
