Date,SUNDRMFAST
2012-01-02,47.7
2012-01-03,49.0
2012-01-04,49.75
2012-01-05,48.45
2012-01-06,48.4
2012-01-07,49.05
2012-01-09,48.8
2012-01-10,48.7
2012-01-11,48.9
2012-01-12,49.3
2012-01-13,48.95
2012-01-16,48.25
2012-01-17,48.85
2012-01-18,48.75
2012-01-19,47.85
2012-01-20,48.15
2012-01-23,47.9
2012-01-24,48.7
2012-01-25,48.35
2012-01-27,49.55
2012-01-30,50.6
2012-01-31,50.25
2012-02-01,52.3
2012-02-02,52.65
2012-02-03,51.75
2012-02-06,52.6
2012-02-07,52.8
2012-02-08,53.6
2012-02-09,53.9
2012-02-10,55.7
2012-02-13,56.1
2012-02-14,57.4
2012-02-15,57.1
2012-02-16,57.3
2012-02-17,55.15
2012-02-21,56.1
2012-02-22,55.15
2012-02-23,53.85
2012-02-24,52.7
2012-02-27,51.1
2012-02-28,52.75
2012-02-29,54.2
2012-03-01,54.4
2012-03-02,53.3
2012-03-03,52.65
2012-03-05,54.15
2012-03-06,53.7
2012-03-07,54.05
2012-03-09,54.0
2012-03-12,53.45
2012-03-13,53.8
2012-03-14,53.8
2012-03-15,52.2
2012-03-16,52.5
2012-03-19,51.45
2012-03-20,51.95
2012-03-21,52.05
2012-03-22,54.0
2012-03-23,56.3
2012-03-26,57.5
2012-03-27,56.9
2012-03-28,56.95
2012-03-29,54.55
2012-03-30,55.45
2012-04-02,55.25
2012-04-03,55.75
2012-04-04,54.4
2012-04-09,54.0
2012-04-10,53.45
2012-04-11,52.6
2012-04-12,52.8
2012-04-13,53.0
2012-04-16,56.85
2012-04-17,55.7
2012-04-18,55.5
2012-04-19,56.1
2012-04-20,56.0
2012-04-23,56.05
2012-04-24,56.0
2012-04-25,56.0
2012-04-26,54.95
2012-04-27,53.6
2012-04-28,54.85
2012-04-30,55.7
2012-05-02,54.2
2012-05-03,53.85
2012-05-04,53.25
2012-05-07,53.7
2012-05-08,53.15
2012-05-09,52.2
2012-05-10,53.3
2012-05-11,51.95
2012-05-14,51.45
2012-05-15,51.05
2012-05-16,50.45
2012-05-17,50.05
2012-05-18,49.8
2012-05-21,49.85
2012-05-22,49.7
2012-05-23,48.6
2012-05-24,48.6
2012-05-25,49.65
2012-05-28,51.75
2012-05-29,49.7
2012-05-30,49.4
2012-05-31,49.9
2012-06-01,49.5
2012-06-04,48.3
2012-06-05,48.1
2012-06-06,49.85
2012-06-07,49.55
2012-06-08,49.5
2012-06-11,49.4
2012-06-12,48.5
2012-06-13,48.55
2012-06-14,48.2
2012-06-15,48.4
2012-06-18,48.3
2012-06-19,47.65
2012-06-20,47.75
2012-06-21,47.7
2012-06-22,47.45
2012-06-25,47.8
2012-06-26,47.25
2012-06-27,48.15
2012-06-28,49.4
2012-06-29,49.7
2012-07-02,49.95
2012-07-03,50.6
2012-07-04,50.7
2012-07-05,51.35
2012-07-06,50.35
2012-07-09,49.3
2012-07-10,49.15
2012-07-11,48.6
2012-07-12,48.65
2012-07-13,48.85
2012-07-16,48.35
2012-07-17,48.15
2012-07-18,48.9
2012-07-19,48.45
2012-07-20,48.45
2012-07-23,47.4
2012-07-24,47.3
2012-07-25,47.25
2012-07-26,46.15
2012-07-27,46.35
2012-07-30,45.7
2012-07-31,47.9
2012-08-01,47.4
2012-08-02,48.0
2012-08-03,47.55
2012-08-06,48.1
2012-08-07,49.2
2012-08-08,49.25
2012-08-09,48.95
2012-08-10,48.3
2012-08-13,47.9
2012-08-14,47.35
2012-08-16,46.95
2012-08-17,46.25
2012-08-21,45.25
2012-08-22,43.45
2012-08-23,43.0
2012-08-24,43.95
2012-08-27,43.1
2012-08-28,43.55
2012-08-29,43.05
2012-08-30,42.5
2012-08-31,43.05
2012-09-03,43.45
2012-09-04,43.9
2012-09-05,44.65
2012-09-06,45.05
2012-09-07,45.45
2012-09-08,45.8
2012-09-10,43.05
2012-09-11,42.95
2012-09-12,43.45
2012-09-13,43.15
2012-09-14,42.95
2012-09-17,43.1
2012-09-18,42.55
2012-09-20,42.75
2012-09-21,43.75
2012-09-24,44.55
2012-09-25,44.95
2012-09-26,45.15
2012-09-27,44.9
2012-09-28,44.6
2012-10-01,47.15
2012-10-03,47.25
2012-10-04,47.4
2012-10-05,47.45
2012-10-08,47.1
2012-10-09,48.95
2012-10-10,50.1
2012-10-11,49.5
2012-10-12,49.5
2012-10-15,49.6
2012-10-16,49.45
2012-10-17,49.25
2012-10-18,48.6
2012-10-19,48.15
2012-10-22,47.85
2012-10-23,47.7
2012-10-25,47.45
2012-10-26,47.8
2012-10-29,48.95
2012-10-30,48.05
2012-10-31,48.35
2012-11-01,47.7
2012-11-02,50.05
2012-11-05,52.05
2012-11-06,53.05
2012-11-07,54.0
2012-11-08,51.75
2012-11-09,51.2
2012-11-12,50.9
2012-11-13,52.5
2012-11-15,51.8
2012-11-16,50.85
2012-11-19,50.0
2012-11-20,49.85
2012-11-21,50.05
2012-11-22,50.0
2012-11-23,50.05
2012-11-26,49.5
2012-11-27,49.5
2012-11-29,50.35
2012-11-30,50.35
2012-12-03,50.1
2012-12-04,50.05
2012-12-05,50.2
2012-12-06,50.05
2012-12-07,50.5
2012-12-10,50.0
2012-12-11,49.7
2012-12-12,50.05
2012-12-13,49.85
2012-12-14,50.0
2012-12-17,50.35
2012-12-18,50.05
2012-12-19,50.2
2012-12-20,50.05
2012-12-21,50.25
2012-12-24,51.4
2012-12-26,51.65
2012-12-27,51.95
2012-12-28,52.0
2012-12-31,50.75
