Date,TATAELXSI
2012-01-02,173.85
2012-01-03,179.9
2012-01-04,181.7
2012-01-05,186.75
2012-01-06,187.85
2012-01-07,188.7
2012-01-09,197.15
2012-01-10,200.2
2012-01-11,199.5
2012-01-12,203.4
2012-01-13,205.65
2012-01-16,206.4
2012-01-17,202.2
2012-01-18,196.45
2012-01-19,197.65
2012-01-20,194.75
2012-01-23,195.85
2012-01-24,196.8
2012-01-25,198.9
2012-01-27,199.7
2012-01-30,200.4
2012-01-31,202.2
2012-02-01,204.15
2012-02-02,221.5
2012-02-03,228.4
2012-02-06,223.8
2012-02-07,226.95
2012-02-08,232.5
2012-02-09,231.7
2012-02-10,229.1
2012-02-13,228.2
2012-02-14,225.2
2012-02-15,225.85
2012-02-16,231.95
2012-02-17,226.7
2012-02-21,228.8
2012-02-22,221.65
2012-02-23,214.8
2012-02-24,211.15
2012-02-27,204.4
2012-02-28,210.35
2012-02-29,211.35
2012-03-01,210.55
2012-03-02,212.35
2012-03-03,213.6
2012-03-05,207.1
2012-03-06,205.85
2012-03-07,203.3
2012-03-09,207.25
2012-03-12,205.65
2012-03-13,206.6
2012-03-14,204.8
2012-03-15,202.3
2012-03-16,199.6
2012-03-19,198.35
2012-03-20,199.75
2012-03-21,204.05
2012-03-22,197.2
2012-03-23,197.7
2012-03-26,196.5
2012-03-27,197.4
2012-03-28,195.75
2012-03-29,194.3
2012-03-30,196.05
2012-04-02,201.95
2012-04-03,207.2
2012-04-04,207.25
2012-04-09,201.3
2012-04-10,198.6
2012-04-11,203.05
2012-04-12,203.65
2012-04-13,199.9
2012-04-16,201.7
2012-04-17,204.4
2012-04-18,202.4
2012-04-19,201.75
2012-04-20,202.9
2012-04-23,201.7
2012-04-24,202.9
2012-04-25,201.0
2012-04-26,202.0
2012-04-27,203.45
2012-04-28,204.85
2012-04-30,205.4
2012-05-02,212.55
2012-05-03,206.85
2012-05-04,201.7
2012-05-07,203.85
2012-05-08,202.05
2012-05-09,200.55
2012-05-10,201.55
2012-05-11,198.95
2012-05-14,198.65
2012-05-15,199.95
2012-05-16,200.15
2012-05-17,200.85
2012-05-18,205.75
2012-05-21,207.2
2012-05-22,205.4
2012-05-23,207.1
2012-05-24,209.1
2012-05-25,209.2
2012-05-28,208.45
2012-05-29,206.85
2012-05-30,206.5
2012-05-31,206.9
2012-06-01,207.1
2012-06-04,207.55
2012-06-05,208.05
2012-06-06,208.5
2012-06-07,209.05
2012-06-08,213.25
2012-06-11,209.85
2012-06-12,210.1
2012-06-13,209.05
2012-06-14,208.9
2012-06-15,208.65
2012-06-18,208.1
2012-06-19,210.1
2012-06-20,211.85
2012-06-21,213.2
2012-06-22,216.9
2012-06-25,220.2
2012-06-26,218.6
2012-06-27,217.7
2012-06-28,219.0
2012-06-29,220.3
2012-07-02,224.55
2012-07-03,224.3
2012-07-04,226.75
2012-07-05,230.55
2012-07-06,229.75
2012-07-09,228.15
2012-07-10,228.2
2012-07-11,238.5
2012-07-12,240.9
2012-07-13,233.85
2012-07-16,241.95
2012-07-17,237.05
2012-07-18,239.2
2012-07-19,243.5
2012-07-20,244.85
2012-07-23,236.1
2012-07-24,222.45
2012-07-25,216.35
2012-07-26,216.4
2012-07-27,210.1
2012-07-30,214.35
2012-07-31,216.85
2012-08-01,215.7
2012-08-02,223.2
2012-08-03,218.9
2012-08-06,217.05
2012-08-07,222.1
2012-08-08,225.15
2012-08-09,222.9
2012-08-10,219.45
2012-08-13,223.95
2012-08-14,221.9
2012-08-16,220.5
2012-08-17,219.45
2012-08-21,220.05
2012-08-22,220.0
2012-08-23,220.7
2012-08-24,218.75
2012-08-27,219.85
2012-08-28,219.4
2012-08-29,216.35
2012-08-30,216.45
2012-08-31,214.55
2012-09-03,213.05
2012-09-04,212.8
2012-09-05,211.9
2012-09-06,215.75
2012-09-07,221.9
2012-09-08,220.7
2012-09-10,225.85
2012-09-11,234.2
2012-09-12,232.5
2012-09-13,229.5
2012-09-14,230.8
2012-09-17,228.35
2012-09-18,226.85
2012-09-20,225.85
2012-09-21,229.4
2012-09-24,226.9
2012-09-25,227.85
2012-09-26,225.3
2012-09-27,225.8
2012-09-28,224.7
2012-10-01,231.45
2012-10-03,233.65
2012-10-04,233.6
2012-10-05,225.9
2012-10-08,226.95
2012-10-09,229.0
2012-10-10,227.85
2012-10-11,228.1
2012-10-12,229.85
2012-10-15,232.05
2012-10-16,234.6
2012-10-17,229.35
2012-10-18,232.3
2012-10-19,224.7
2012-10-22,221.95
2012-10-23,223.15
2012-10-25,224.6
2012-10-26,220.05
2012-10-29,223.25
2012-10-30,221.95
2012-10-31,217.7
2012-11-01,220.95
2012-11-02,222.0
2012-11-05,219.55
2012-11-06,220.1
2012-11-07,222.4
2012-11-08,220.55
2012-11-09,219.55
2012-11-12,220.6
2012-11-13,219.55
2012-11-15,218.9
2012-11-16,217.2
2012-11-19,214.25
2012-11-20,212.6
2012-11-21,213.0
2012-11-22,216.1
2012-11-23,213.55
2012-11-26,212.65
2012-11-27,215.55
2012-11-29,215.3
2012-11-30,242.65
2012-12-03,235.45
2012-12-04,236.7
2012-12-05,237.95
2012-12-06,237.3
2012-12-07,229.85
2012-12-10,225.95
2012-12-11,234.2
2012-12-12,236.05
2012-12-13,233.0
2012-12-14,229.85
2012-12-17,229.4
2012-12-18,230.85
2012-12-19,233.6
2012-12-20,231.8
2012-12-21,228.1
2012-12-24,228.2
2012-12-26,228.15
2012-12-27,231.25
2012-12-28,229.55
2012-12-31,229.3
