Date,UCALFUEL
2012-01-02,59.55
2012-01-03,61.65
2012-01-04,62.85
2012-01-05,71.65
2012-01-06,68.35
2012-01-07,68.4
2012-01-09,69.55
2012-01-10,69.5
2012-01-11,70.3
2012-01-12,70.35
2012-01-13,70.85
2012-01-16,70.0
2012-01-17,74.05
2012-01-18,72.65
2012-01-19,80.45
2012-01-20,75.65
2012-01-23,74.5
2012-01-24,74.0
2012-01-25,75.3
2012-01-27,75.4
2012-01-30,73.6
2012-01-31,74.2
2012-02-01,75.0
2012-02-02,76.85
2012-02-03,78.9
2012-02-06,78.15
2012-02-07,77.45
2012-02-08,78.7
2012-02-09,78.9
2012-02-10,81.8
2012-02-13,81.4
2012-02-14,79.8
2012-02-15,80.05
2012-02-16,80.85
2012-02-17,79.65
2012-02-21,80.3
2012-02-22,78.45
2012-02-23,77.7
2012-02-24,76.55
2012-02-27,74.4
2012-02-28,75.65
2012-02-29,75.4
2012-03-01,74.85
2012-03-02,74.95
2012-03-03,75.2
2012-03-05,74.25
2012-03-06,73.85
2012-03-07,72.7
2012-03-09,73.05
2012-03-12,73.5
2012-03-13,73.75
2012-03-14,73.1
2012-03-15,72.2
2012-03-16,70.75
2012-03-19,69.9
2012-03-20,69.5
2012-03-21,70.6
2012-03-22,68.65
2012-03-23,67.75
2012-03-26,67.45
2012-03-27,67.95
2012-03-28,67.9
2012-03-29,68.35
2012-03-30,70.6
2012-04-02,71.45
2012-04-03,72.05
2012-04-04,72.4
2012-04-09,72.95
2012-04-10,71.5
2012-04-11,71.8
2012-04-12,74.05
2012-04-13,76.4
2012-04-16,75.2
2012-04-17,77.05
2012-04-18,77.1
2012-04-19,76.45
2012-04-20,76.85
2012-04-23,77.3
2012-04-24,76.85
2012-04-25,76.75
2012-04-26,75.95
2012-04-27,74.4
2012-04-28,75.0
2012-04-30,74.95
2012-05-02,75.35
2012-05-03,74.15
2012-05-04,72.7
2012-05-07,74.7
2012-05-08,74.5
2012-05-09,70.1
2012-05-10,70.25
2012-05-11,70.2
2012-05-14,68.25
2012-05-15,68.3
2012-05-16,69.55
2012-05-17,69.85
2012-05-18,68.95
2012-05-21,69.95
2012-05-22,69.95
2012-05-23,69.85
2012-05-24,70.25
2012-05-25,69.25
2012-05-28,69.5
2012-05-29,69.25
2012-05-30,68.7
2012-05-31,67.95
2012-06-01,66.3
2012-06-04,63.6
2012-06-05,65.0
2012-06-06,66.4
2012-06-07,67.8
2012-06-08,67.0
2012-06-11,66.85
2012-06-12,66.95
2012-06-13,74.25
2012-06-14,70.7
2012-06-15,69.75
2012-06-18,69.0
2012-06-19,68.15
2012-06-20,70.25
2012-06-21,70.15
2012-06-22,70.0
2012-06-25,69.1
2012-06-26,69.0
2012-06-27,69.1
2012-06-28,69.85
2012-06-29,69.45
2012-07-02,69.9
2012-07-03,71.0
2012-07-04,71.0
2012-07-05,72.2
2012-07-06,70.75
2012-07-09,70.75
2012-07-10,71.2
2012-07-11,70.15
2012-07-12,71.05
2012-07-13,70.6
2012-07-16,70.8
2012-07-17,70.6
2012-07-18,70.4
2012-07-19,69.4
2012-07-20,68.75
2012-07-23,68.2
2012-07-24,68.1
2012-07-25,67.8
2012-07-26,66.7
2012-07-27,66.4
2012-07-30,67.25
2012-07-31,68.7
2012-08-01,68.4
2012-08-02,68.05
2012-08-03,69.8
2012-08-06,70.7
2012-08-07,71.7
2012-08-08,72.45
2012-08-09,71.7
2012-08-10,72.7
2012-08-13,71.9
2012-08-14,72.05
2012-08-16,71.55
2012-08-17,71.65
2012-08-21,71.45
2012-08-22,71.35
2012-08-23,71.25
2012-08-24,71.4
2012-08-27,70.95
2012-08-28,69.9
2012-08-29,68.85
2012-08-30,68.25
2012-08-31,68.0
2012-09-03,68.25
2012-09-04,68.15
2012-09-05,67.85
2012-09-06,68.25
2012-09-07,70.25
2012-09-08,72.65
2012-09-10,72.7
2012-09-11,73.55
2012-09-12,75.05
2012-09-13,74.7
2012-09-14,74.4
2012-09-17,74.75
2012-09-18,75.8
2012-09-20,75.95
2012-09-21,71.65
2012-09-24,71.8
2012-09-25,71.15
2012-09-26,71.25
2012-09-27,71.4
2012-09-28,70.35
2012-10-01,70.35
2012-10-03,71.85
2012-10-04,71.8
2012-10-05,70.8
2012-10-08,72.15
2012-10-09,72.35
2012-10-10,71.05
2012-10-11,71.15
2012-10-12,70.75
2012-10-15,70.6
2012-10-16,70.2
2012-10-17,70.35
2012-10-18,70.85
2012-10-19,70.35
2012-10-22,70.35
2012-10-23,70.25
2012-10-25,70.35
2012-10-26,70.05
2012-10-29,69.25
2012-10-30,69.35
2012-10-31,68.3
2012-11-01,68.8
2012-11-02,69.8
2012-11-05,69.1
2012-11-06,68.85
2012-11-07,68.95
2012-11-08,69.0
2012-11-09,68.45
2012-11-12,67.05
2012-11-13,68.0
2012-11-15,67.85
2012-11-16,66.05
2012-11-19,66.3
2012-11-20,66.75
2012-11-21,66.1
2012-11-22,66.25
2012-11-23,65.05
2012-11-26,64.15
2012-11-27,70.25
2012-11-29,69.8
2012-11-30,69.3
2012-12-03,68.75
2012-12-04,68.5
2012-12-05,68.7
2012-12-06,68.45
2012-12-07,75.75
2012-12-10,73.8
2012-12-11,71.3
2012-12-12,70.7
2012-12-13,69.65
2012-12-14,69.7
2012-12-17,69.45
2012-12-18,69.9
2012-12-19,69.55
2012-12-20,69.3
2012-12-21,68.75
2012-12-24,68.9
2012-12-26,68.45
2012-12-27,68.45
2012-12-28,68.4
2012-12-31,68.5
