Date,KWALITY
2012-01-02,39.4
2012-01-03,41.35
2012-01-04,42.8
2012-01-05,40.7
2012-01-06,38.7
2012-01-07,37.55
2012-01-09,38.8
2012-01-10,40.15
2012-01-11,40.95
2012-01-12,39.55
2012-01-13,39.0
2012-01-16,38.3
2012-01-17,40.1
2012-01-18,39.25
2012-01-19,39.3
2012-01-20,39.0
2012-01-23,40.0
2012-01-24,39.8
2012-01-25,39.7
2012-01-27,39.8
2012-01-30,38.75
2012-01-31,38.95
2012-02-01,38.85
2012-02-02,38.95
2012-02-03,38.95
2012-02-06,39.2
2012-02-07,38.8
2012-02-08,40.7
2012-02-09,41.95
2012-02-10,41.05
2012-02-13,40.05
2012-02-14,41.15
2012-02-15,41.3
2012-02-16,40.75
2012-02-17,40.6
2012-02-21,40.0
2012-02-22,38.85
2012-02-23,38.7
2012-02-24,38.0
2012-02-27,37.55
2012-02-28,37.7
2012-02-29,37.85
2012-03-01,37.65
2012-03-02,37.45
2012-03-03,37.0
2012-03-05,38.75
2012-03-06,41.2
2012-03-07,41.4
2012-03-09,40.6
2012-03-12,39.65
2012-03-13,39.2
2012-03-14,38.8
2012-03-15,38.3
2012-03-16,37.95
2012-03-19,37.2
2012-03-20,37.5
2012-03-21,38.1
2012-03-22,37.65
2012-03-23,37.6
2012-03-26,36.7
2012-03-27,36.95
2012-03-28,36.95
2012-03-29,36.8
2012-03-30,36.9
2012-04-02,37.9
2012-04-03,37.55
2012-04-04,38.0
2012-04-09,38.15
2012-04-10,37.6
2012-04-11,37.0
2012-04-12,36.8
2012-04-13,36.45
2012-04-16,37.2
2012-04-17,36.95
2012-04-18,36.65
2012-04-19,36.55
2012-04-20,36.85
2012-04-23,36.05
2012-04-24,36.0
2012-04-25,35.25
2012-04-26,35.0
2012-04-27,35.05
2012-04-28,35.15
2012-04-30,35.05
2012-05-02,34.85
2012-05-03,34.75
2012-05-04,33.6
2012-05-07,33.45
2012-05-08,31.85
2012-05-09,29.4
2012-05-10,32.55
2012-05-11,33.55
2012-05-14,35.65
2012-05-15,37.55
2012-05-16,35.4
2012-05-17,34.6
2012-05-18,32.95
2012-05-21,33.15
2012-05-22,33.3
2012-05-23,32.0
2012-05-24,32.3
2012-05-25,32.1
2012-05-28,32.45
2012-05-29,32.15
2012-05-30,32.0
2012-05-31,30.25
2012-06-01,30.8
2012-06-04,31.05
2012-06-05,31.65
2012-06-06,31.6
2012-06-07,32.2
2012-06-08,32.15
2012-06-11,32.05
2012-06-12,32.15
2012-06-13,32.1
2012-06-14,32.45
2012-06-15,32.55
2012-06-18,32.05
2012-06-19,32.3
2012-06-20,32.05
2012-06-21,32.35
2012-06-22,33.75
2012-06-25,33.8
2012-06-26,33.05
2012-06-27,33.9
2012-06-28,33.05
2012-06-29,33.6
2012-07-02,33.5
2012-07-03,33.6
2012-07-04,34.85
2012-07-05,35.15
2012-07-06,34.5
2012-07-09,34.1
2012-07-09,34.1
2012-07-10,33.8
2012-07-11,34.05
2012-07-12,33.45
2012-07-13,33.15
2012-07-16,32.8
2012-07-17,32.4
2012-07-18,32.6
2012-07-19,33.05
2012-07-20,31.8
2012-07-23,31.5
2012-07-24,31.0
2012-07-25,30.95
2012-07-26,30.05
2012-07-27,30.3
2012-07-30,30.5
2012-07-31,30.45
2012-08-01,30.6
2012-08-02,30.75
2012-08-03,30.1
2012-08-06,30.2
2012-08-07,32.65
2012-08-08,32.8
2012-08-09,31.7
2012-08-10,31.6
2012-08-13,32.7
2012-08-14,33.8
2012-08-16,32.45
2012-08-17,31.85
2012-08-21,33.05
2012-08-22,32.55
2012-08-23,33.35
2012-08-24,32.7
2012-08-27,31.8
2012-08-28,30.65
2012-08-29,30.05
2012-08-30,30.95
2012-08-31,32.55
2012-09-03,32.1
2012-09-04,31.2
2012-09-05,30.8
2012-09-06,30.95
2012-09-07,31.3
2012-09-08,32.15
2012-09-10,31.5
2012-09-11,31.3
2012-09-12,31.0
2012-09-13,30.85
2012-09-14,30.95
2012-09-17,31.0
2012-09-18,30.9
2012-09-20,30.4
2012-09-21,30.55
2012-09-24,31.0
2012-09-25,30.75
2012-09-26,31.9
2012-09-27,32.05
2012-09-28,31.55
2012-10-01,31.2
2012-10-03,30.95
2012-10-04,30.55
2012-10-05,30.35
2012-10-08,29.85
2012-10-09,29.65
2012-10-10,29.3
2012-10-11,30.45
2012-10-12,30.0
2012-10-15,29.7
2012-10-16,29.55
2012-10-17,29.9
2012-10-18,29.8
2012-10-19,29.35
2012-10-22,29.45
2012-10-23,28.85
2012-10-25,28.2
2012-10-26,28.35
2012-10-29,27.6
2012-10-30,26.2
2012-10-31,26.05
2012-11-01,25.75
2012-11-02,30.9
2012-11-05,36.95
2012-11-06,44.25
2012-11-07,41.05
2012-11-08,36.95
2012-11-09,36.2
2012-11-12,36.9
2012-11-13,37.0
2012-11-15,35.15
2012-11-16,33.05
2012-11-19,31.4
2012-11-20,32.95
2012-11-21,34.55
2012-11-22,35.3
2012-11-23,33.75
2012-11-26,35.4
2012-11-27,33.85
2012-11-29,33.85
2012-11-30,33.45
2012-12-03,32.55
2012-12-04,32.15
2012-12-05,32.3
2012-12-06,32.45
2012-12-07,32.95
2012-12-10,33.4
2012-12-11,32.6
2012-12-12,32.65
2012-12-13,32.4
2012-12-14,31.45
2012-12-17,31.35
2012-12-18,31.3
2012-12-19,31.45
2012-12-20,31.0
2012-12-21,30.85
2012-12-24,30.4
2012-12-26,30.45
2012-12-27,30.55
2012-12-28,32.05
2012-12-31,33.65
