Date,JSWENERGY
2012-01-02,38.15
2012-01-03,40.85
2012-01-04,40.5
2012-01-05,39.0
2012-01-06,38.9
2012-01-07,39.5
2012-01-09,40.05
2012-01-10,41.6
2012-01-11,43.45
2012-01-12,43.05
2012-01-13,44.05
2012-01-16,44.05
2012-01-17,44.3
2012-01-18,43.4
2012-01-19,44.25
2012-01-20,43.35
2012-01-23,47.45
2012-01-24,52.75
2012-01-25,53.95
2012-01-27,53.0
2012-01-30,55.1
2012-01-31,53.95
2012-02-01,56.0
2012-02-02,54.95
2012-02-03,54.4
2012-02-06,55.8
2012-02-07,53.5
2012-02-08,59.3
2012-02-09,59.65
2012-02-10,63.45
2012-02-13,62.1
2012-02-14,62.95
2012-02-15,67.45
2012-02-16,67.05
2012-02-17,72.55
2012-02-21,72.15
2012-02-22,64.65
2012-02-23,65.3
2012-02-24,63.05
2012-02-27,60.6
2012-02-28,64.25
2012-02-29,64.7
2012-03-01,64.75
2012-03-02,64.35
2012-03-03,65.35
2012-03-05,63.5
2012-03-06,60.5
2012-03-07,63.25
2012-03-09,64.4
2012-03-12,64.6
2012-03-13,67.95
2012-03-14,66.95
2012-03-15,69.7
2012-03-16,67.65
2012-03-19,68.0
2012-03-20,68.7
2012-03-21,69.05
2012-03-22,62.75
2012-03-23,63.3
2012-03-26,58.9
2012-03-27,60.25
2012-03-28,58.0
2012-03-29,58.45
2012-03-30,61.3
2012-04-02,63.05
2012-04-03,62.65
2012-04-04,62.15
2012-04-09,58.75
2012-04-10,57.65
2012-04-11,56.25
2012-04-12,56.6
2012-04-13,55.55
2012-04-16,56.4
2012-04-17,57.5
2012-04-18,57.85
2012-04-19,56.7
2012-04-20,55.85
2012-04-23,53.1
2012-04-24,51.0
2012-04-25,50.35
2012-04-26,49.6
2012-04-27,49.0
2012-04-28,49.3
2012-04-30,49.05
2012-05-02,50.3
2012-05-03,48.9
2012-05-04,46.9
2012-05-07,48.2
2012-05-08,45.6
2012-05-09,44.9
2012-05-10,43.6
2012-05-11,42.85
2012-05-14,42.4
2012-05-15,44.75
2012-05-16,44.2
2012-05-17,44.65
2012-05-18,44.9
2012-05-21,44.35
2012-05-22,43.4
2012-05-23,43.0
2012-05-24,43.75
2012-05-25,44.8
2012-05-28,44.95
2012-05-29,44.75
2012-05-30,44.3
2012-05-31,45.0
2012-06-01,42.1
2012-06-04,43.15
2012-06-05,43.8
2012-06-06,44.9
2012-06-07,45.55
2012-06-08,47.25
2012-06-11,47.0
2012-06-12,47.55
2012-06-13,47.4
2012-06-14,47.5
2012-06-15,49.5
2012-06-18,48.8
2012-06-19,48.7
2012-06-20,49.7
2012-06-21,49.2
2012-06-22,49.45
2012-06-25,49.5
2012-06-26,48.1
2012-06-27,51.05
2012-06-28,51.45
2012-06-29,52.5
2012-07-02,52.7
2012-07-03,54.65
2012-07-04,55.75
2012-07-05,56.55
2012-07-06,55.8
2012-07-09,52.95
2012-07-09,52.95
2012-07-10,55.15
2012-07-11,55.65
2012-07-12,54.65
2012-07-13,53.85
2012-07-16,52.05
2012-07-17,51.4
2012-07-18,52.6
2012-07-19,53.15
2012-07-20,53.15
2012-07-23,52.4
2012-07-24,53.5
2012-07-25,52.2
2012-07-26,48.9
2012-07-27,48.25
2012-07-30,50.25
2012-07-31,49.8
2012-08-01,50.7
2012-08-02,51.6
2012-08-03,50.8
2012-08-06,51.75
2012-08-07,53.1
2012-08-08,52.0
2012-08-09,52.3
2012-08-10,51.7
2012-08-13,51.3
2012-08-14,51.7
2012-08-16,50.6
2012-08-17,49.5
2012-08-21,49.8
2012-08-22,48.75
2012-08-23,48.1
2012-08-24,47.25
2012-08-27,45.45
2012-08-28,44.65
2012-08-29,44.05
2012-08-30,46.6
2012-08-31,45.85
2012-09-03,46.05
2012-09-04,47.0
2012-09-05,45.95
2012-09-06,47.55
2012-09-07,48.5
2012-09-08,48.55
2012-09-10,49.35
2012-09-11,49.5
2012-09-12,48.85
2012-09-13,48.95
2012-09-14,50.2
2012-09-17,53.0
2012-09-18,52.75
2012-09-20,51.6
2012-09-21,54.1
2012-09-24,56.45
2012-09-25,59.95
2012-09-26,59.75
2012-09-27,59.85
2012-09-28,60.75
2012-10-01,60.85
2012-10-03,60.75
2012-10-04,62.25
2012-10-05,61.7
2012-10-08,61.2
2012-10-09,64.15
2012-10-10,62.45
2012-10-11,63.05
2012-10-12,63.1
2012-10-15,63.2
2012-10-16,62.55
2012-10-17,61.25
2012-10-18,63.3
2012-10-19,61.8
2012-10-22,62.05
2012-10-23,62.35
2012-10-25,60.35
2012-10-26,59.6
2012-10-29,61.45
2012-10-30,60.9
2012-10-31,63.8
2012-11-01,63.45
2012-11-02,63.2
2012-11-05,62.85
2012-11-06,62.75
2012-11-07,63.0
2012-11-08,62.4
2012-11-09,61.1
2012-11-12,60.85
2012-11-13,60.8
2012-11-15,62.1
2012-11-16,60.95
2012-11-19,60.9
2012-11-20,60.3
2012-11-21,60.5
2012-11-22,59.85
2012-11-23,60.9
2012-11-26,62.8
2012-11-27,61.05
2012-11-29,60.2
2012-11-30,61.8
2012-12-03,64.7
2012-12-04,64.45
2012-12-05,63.85
2012-12-06,64.7
2012-12-07,68.05
2012-12-10,66.65
2012-12-11,68.8
2012-12-12,65.85
2012-12-13,63.55
2012-12-14,63.25
2012-12-17,64.3
2012-12-18,64.2
2012-12-19,67.1
2012-12-20,67.65
2012-12-21,64.85
2012-12-24,65.4
2012-12-26,67.0
2012-12-27,65.65
2012-12-28,66.2
2012-12-31,68.0
