Date,ESSELPACK
2012-01-02,25.0
2012-01-03,25.7
2012-01-04,25.9
2012-01-05,25.75
2012-01-06,25.65
2012-01-07,26.0
2012-01-09,26.05
2012-01-10,28.0
2012-01-11,29.0
2012-01-12,29.25
2012-01-13,30.45
2012-01-16,29.9
2012-01-17,31.65
2012-01-18,31.55
2012-01-19,30.95
2012-01-20,30.75
2012-01-23,30.9
2012-01-24,31.3
2012-01-25,34.45
2012-01-27,33.45
2012-01-30,33.25
2012-01-31,33.15
2012-02-01,32.65
2012-02-02,33.05
2012-02-03,33.3
2012-02-06,33.1
2012-02-07,32.95
2012-02-08,33.0
2012-02-09,33.15
2012-02-10,33.5
2012-02-13,33.3
2012-02-14,33.3
2012-02-15,33.35
2012-02-16,33.4
2012-02-17,33.55
2012-02-21,34.2
2012-02-22,33.35
2012-02-23,33.85
2012-02-24,33.65
2012-02-27,32.7
2012-02-28,33.15
2012-02-29,33.25
2012-03-01,33.1
2012-03-02,32.85
2012-03-03,33.0
2012-03-05,32.35
2012-03-06,32.0
2012-03-07,31.65
2012-03-09,32.65
2012-03-12,34.25
2012-03-13,34.95
2012-03-14,33.9
2012-03-15,32.8
2012-03-16,32.65
2012-03-19,31.65
2012-03-20,30.95
2012-03-21,31.05
2012-03-22,30.15
2012-03-23,29.0
2012-03-26,28.85
2012-03-27,28.9
2012-03-28,28.2
2012-03-29,27.9
2012-03-30,28.0
2012-04-02,27.95
2012-04-03,28.0
2012-04-04,27.95
2012-04-09,27.95
2012-04-10,27.95
2012-04-11,27.65
2012-04-12,28.05
2012-04-13,29.3
2012-04-16,29.75
2012-04-17,29.0
2012-04-18,32.95
2012-04-19,33.95
2012-04-20,32.6
2012-04-23,32.25
2012-04-24,33.0
2012-04-25,35.3
2012-04-26,35.15
2012-04-27,33.85
2012-04-28,33.6
2012-04-30,33.6
2012-05-02,37.15
2012-05-03,36.25
2012-05-04,34.7
2012-05-07,35.15
2012-05-08,33.85
2012-05-09,33.75
2012-05-10,33.45
2012-05-11,33.55
2012-05-14,35.8
2012-05-15,38.85
2012-05-16,38.5
2012-05-17,38.9
2012-05-18,37.55
2012-05-21,37.55
2012-05-22,38.55
2012-05-23,37.5
2012-05-24,37.55
2012-05-25,37.5
2012-05-28,37.05
2012-05-29,36.3
2012-05-30,35.5
2012-05-31,34.9
2012-06-01,34.8
2012-06-04,35.05
2012-06-05,35.5
2012-06-06,36.15
2012-06-07,35.4
2012-06-08,35.8
2012-06-11,35.3
2012-06-12,35.65
2012-06-13,35.15
2012-06-14,35.05
2012-06-15,34.85
2012-06-18,36.7
2012-06-19,36.8
2012-06-20,35.45
2012-06-21,35.25
2012-06-22,34.9
2012-06-25,35.3
2012-06-26,34.45
2012-06-27,34.4
2012-06-28,34.3
2012-06-29,34.4
2012-07-02,35.35
2012-07-03,34.3
2012-07-04,35.2
2012-07-05,35.05
2012-07-06,35.05
2012-07-09,35.3
2012-07-09,35.3
2012-07-10,35.35
2012-07-11,34.75
2012-07-12,34.4
2012-07-13,33.7
2012-07-16,32.9
2012-07-17,32.5
2012-07-18,32.3
2012-07-19,31.9
2012-07-20,31.45
2012-07-23,31.2
2012-07-24,31.45
2012-07-25,33.75
2012-07-26,32.4
2012-07-27,30.55
2012-07-30,31.7
2012-07-31,35.25
2012-08-01,36.15
2012-08-02,35.35
2012-08-03,35.05
2012-08-06,34.9
2012-08-07,34.15
2012-08-08,32.95
2012-08-09,32.9
2012-08-10,32.4
2012-08-13,32.3
2012-08-14,32.4
2012-08-16,32.25
2012-08-17,32.1
2012-08-21,32.85
2012-08-22,33.6
2012-08-23,33.25
2012-08-24,32.4
2012-08-27,32.25
2012-08-28,31.05
2012-08-29,31.0
2012-08-30,30.55
2012-08-31,31.65
2012-09-03,30.65
2012-09-04,31.45
2012-09-05,31.25
2012-09-06,30.8
2012-09-07,30.85
2012-09-08,31.25
2012-09-10,31.45
2012-09-11,31.8
2012-09-12,30.9
2012-09-13,30.4
2012-09-14,30.7
2012-09-17,32.1
2012-09-18,31.8
2012-09-20,32.7
2012-09-21,32.5
2012-09-24,33.4
2012-09-25,32.55
2012-09-26,32.1
2012-09-27,31.8
2012-09-28,32.5
2012-10-01,32.45
2012-10-03,35.5
2012-10-04,35.0
2012-10-05,37.0
2012-10-08,37.6
2012-10-09,37.85
2012-10-10,37.9
2012-10-11,38.1
2012-10-12,37.5
2012-10-15,37.4
2012-10-16,37.55
2012-10-17,37.4
2012-10-18,38.5
2012-10-19,37.95
2012-10-22,38.4
2012-10-23,40.3
2012-10-25,39.1
2012-10-26,39.5
2012-10-29,38.85
2012-10-30,38.55
2012-10-31,38.3
2012-11-01,40.9
2012-11-02,42.0
2012-11-05,41.65
2012-11-06,41.3
2012-11-07,40.95
2012-11-08,41.2
2012-11-09,40.3
2012-11-12,40.7
2012-11-13,41.25
2012-11-15,40.5
2012-11-16,40.0
2012-11-19,39.2
2012-11-20,38.9
2012-11-21,38.25
2012-11-22,39.4
2012-11-23,39.75
2012-11-26,38.4
2012-11-27,40.05
2012-11-29,40.0
2012-11-30,40.8
2012-12-03,40.8
2012-12-04,43.1
2012-12-05,44.5
2012-12-06,43.9
2012-12-07,43.45
2012-12-10,45.35
2012-12-11,43.8
2012-12-12,44.35
2012-12-13,43.7
2012-12-14,43.4
2012-12-17,42.65
2012-12-18,43.55
2012-12-19,42.75
2012-12-20,42.55
2012-12-21,42.0
2012-12-24,42.15
2012-12-26,42.15
2012-12-27,41.75
2012-12-28,41.85
2012-12-31,41.4
