Date,AVTNPL
2012-01-02,285.55
2012-01-03,283.85
2012-01-04,280.1
2012-01-05,278.35
2012-01-06,270.05
2012-01-07,275.7
2012-01-09,272.6
2012-01-10,282.5
2012-01-11,289.75
2012-01-12,298.55
2012-01-13,328.4
2012-01-16,361.2
2012-01-17,379.25
2012-01-18,398.2
2012-01-19,409.15
2012-01-20,389.6
2012-01-23,394.15
2012-01-24,399.9
2012-01-25,404.6
2012-01-27,384.4
2012-01-30,365.2
2012-01-31,361.9
2012-02-01,369.55
2012-02-02,360.3
2012-02-03,349.8
2012-02-06,350.35
2012-02-07,337.4
2012-02-08,337.1
2012-02-09,332.75
2012-02-10,349.35
2012-02-13,352.5
2012-02-14,343.25
2012-02-15,346.65
2012-02-16,343.65
2012-02-17,341.05
2012-02-21,328.9
2012-02-22,326.25
2012-02-23,320.5
2012-02-24,319.65
2012-02-27,304.55
2012-02-28,319.75
2012-02-29,335.2
2012-03-01,335.15
2012-03-02,327.75
2012-03-03,334.8
2012-03-05,332.05
2012-03-06,325.9
2012-03-07,319.6
2012-03-09,331.7
2012-03-12,324.35
2012-03-13,334.6
2012-03-14,330.95
2012-03-15,363.4
2012-03-16,357.6
2012-03-19,365.45
2012-03-20,367.9
2012-03-21,372.1
2012-03-22,362.9
2012-03-23,361.25
2012-03-26,366.05
2012-03-27,362.65
2012-03-28,357.4
2012-03-29,349.75
2012-03-30,358.2
2012-04-02,371.0
2012-04-03,368.8
2012-04-04,359.9
2012-04-09,346.8
2012-04-10,341.9
2012-04-11,342.9
2012-04-12,346.75
2012-04-13,345.5
2012-04-16,342.9
2012-04-17,344.95
2012-04-18,345.25
2012-04-19,347.5
2012-04-20,355.55
2012-04-23,349.65
2012-04-24,342.05
2012-04-25,341.8
2012-04-26,339.55
2012-04-27,339.45
2012-04-28,344.9
2012-04-30,343.4
2012-05-02,335.7
2012-05-03,327.55
2012-05-04,324.75
2012-05-07,315.1
2012-05-08,318.0
2012-05-09,312.1
2012-05-10,322.3
2012-05-11,324.8
2012-05-14,330.55
2012-05-15,328.3
2012-05-16,331.05
2012-05-17,339.85
2012-05-18,339.95
2012-05-21,341.5
2012-05-22,343.35
2012-05-23,328.3
2012-05-24,324.2
2012-05-25,379.45
2012-05-28,366.85
2012-05-29,392.25
2012-05-30,377.05
2012-05-31,369.85
2012-06-01,382.4
2012-06-04,379.9
2012-06-05,384.55
2012-06-06,388.85
2012-06-07,36.9
2012-06-08,34.7
2012-06-11,35.25
2012-06-12,35.15
2012-06-13,34.35
2012-06-14,32.9
2012-06-15,33.05
2012-06-18,32.5
2012-06-19,34.3
2012-06-20,37.1
2012-06-21,37.95
2012-06-22,37.35
2012-06-25,36.5
2012-06-26,36.35
2012-06-27,36.5
2012-06-28,37.05
2012-06-29,37.05
2012-07-02,35.35
2012-07-03,36.85
2012-07-04,36.8
2012-07-05,36.95
2012-07-06,37.5
2012-07-09,38.75
2012-07-09,38.75
2012-07-10,37.85
2012-07-11,37.95
2012-07-12,37.8
2012-07-13,37.75
2012-07-16,37.45
2012-07-17,37.1
2012-07-18,36.3
2012-07-19,36.65
2012-07-20,34.9
2012-07-23,34.35
2012-07-24,34.8
2012-07-25,34.6
2012-07-26,34.15
2012-07-27,33.3
2012-07-30,35.0
2012-07-31,34.65
2012-08-01,34.95
2012-08-02,35.7
2012-08-03,35.25
2012-08-06,35.9
2012-08-07,35.0
2012-08-08,35.2
2012-08-09,34.25
2012-08-10,34.05
2012-08-13,34.3
2012-08-14,34.25
2012-08-16,34.5
2012-08-17,34.25
2012-08-21,33.75
2012-08-22,32.9
2012-08-23,33.5
2012-08-24,32.75
2012-08-27,32.35
2012-08-28,34.2
2012-08-29,34.1
2012-08-30,33.65
2012-08-31,33.5
2012-09-03,33.8
2012-09-04,33.7
2012-09-05,33.0
2012-09-06,33.0
2012-09-07,33.15
2012-09-08,33.05
2012-09-10,34.95
2012-09-11,35.2
2012-09-12,34.5
2012-09-13,33.85
2012-09-14,33.25
2012-09-17,33.7
2012-09-18,33.4
2012-09-20,33.3
2012-09-21,33.4
2012-09-24,33.95
2012-09-25,33.85
2012-09-26,33.65
2012-09-27,37.6
2012-09-28,38.8
2012-10-01,42.9
2012-10-03,42.5
2012-10-04,41.05
2012-10-05,40.5
2012-10-08,41.45
2012-10-09,43.35
2012-10-10,42.55
2012-10-11,42.25
2012-10-12,42.95
2012-10-15,42.0
2012-10-16,41.3
2012-10-17,40.8
2012-10-18,40.85
2012-10-19,40.05
2012-10-22,37.95
2012-10-23,39.2
2012-10-25,38.05
2012-10-26,37.95
2012-10-29,37.85
2012-10-30,37.25
2012-10-31,37.0
2012-11-01,36.45
2012-11-02,37.25
2012-11-05,37.3
2012-11-06,37.45
2012-11-07,36.9
2012-11-08,36.1
2012-11-09,36.0
2012-11-12,35.6
2012-11-13,35.95
2012-11-15,35.95
2012-11-16,35.95
2012-11-19,36.55
2012-11-20,35.8
2012-11-21,35.45
2012-11-22,35.05
2012-11-23,35.2
2012-11-26,36.2
2012-11-27,36.2
2012-11-29,36.0
2012-11-30,36.05
2012-12-03,35.95
2012-12-04,36.95
2012-12-05,36.9
2012-12-06,36.5
2012-12-07,36.7
2012-12-10,36.65
2012-12-11,36.45
2012-12-12,35.9
2012-12-13,35.55
2012-12-14,35.55
2012-12-17,35.75
2012-12-18,35.3
2012-12-19,35.85
2012-12-20,35.3
2012-12-21,35.05
2012-12-24,34.9
2012-12-26,34.95
2012-12-27,35.1
2012-12-28,35.0
2012-12-31,35.05
