Date,DREDGECORP
2012-01-02,218.8
2012-01-03,249.4
2012-01-04,277.25
2012-01-05,283.2
2012-01-06,278.65
2012-01-07,297.6
2012-01-09,298.55
2012-01-10,287.95
2012-01-11,277.0
2012-01-12,282.5
2012-01-13,279.65
2012-01-16,278.9
2012-01-17,280.3
2012-01-18,270.4
2012-01-19,276.85
2012-01-20,273.55
2012-01-23,271.0
2012-01-24,271.4
2012-01-25,272.8
2012-01-27,279.2
2012-01-30,290.6
2012-01-31,296.05
2012-02-01,297.45
2012-02-02,294.2
2012-02-03,291.2
2012-02-06,294.05
2012-02-07,299.55
2012-02-08,297.1
2012-02-09,301.45
2012-02-10,309.25
2012-02-13,305.15
2012-02-14,306.6
2012-02-15,301.6
2012-02-16,302.15
2012-02-17,296.5
2012-02-21,295.95
2012-02-22,290.7
2012-02-23,284.7
2012-02-24,278.9
2012-02-27,269.05
2012-02-28,295.95
2012-02-29,306.05
2012-03-01,306.0
2012-03-02,295.3
2012-03-03,307.2
2012-03-05,296.45
2012-03-06,290.3
2012-03-07,287.15
2012-03-09,290.0
2012-03-12,288.9
2012-03-13,290.75
2012-03-14,289.85
2012-03-15,284.4
2012-03-16,283.6
2012-03-19,272.45
2012-03-20,271.05
2012-03-21,272.4
2012-03-22,280.5
2012-03-23,282.6
2012-03-26,281.7
2012-03-27,279.6
2012-03-28,275.95
2012-03-29,275.3
2012-03-30,273.4
2012-04-02,276.7
2012-04-03,277.65
2012-04-04,274.55
2012-04-09,275.05
2012-04-10,273.6
2012-04-11,274.0
2012-04-12,274.25
2012-04-13,268.85
2012-04-16,270.15
2012-04-17,269.85
2012-04-18,271.15
2012-04-19,270.7
2012-04-20,272.5
2012-04-23,262.55
2012-04-24,257.3
2012-04-25,250.75
2012-04-26,255.3
2012-04-27,251.7
2012-04-28,284.75
2012-04-30,273.3
2012-05-02,272.45
2012-05-03,266.45
2012-05-04,250.75
2012-05-07,245.3
2012-05-08,249.8
2012-05-09,245.95
2012-05-10,241.85
2012-05-11,239.85
2012-05-14,234.75
2012-05-15,234.85
2012-05-16,230.85
2012-05-17,231.25
2012-05-18,229.95
2012-05-21,230.5
2012-05-22,228.65
2012-05-23,228.7
2012-05-24,231.05
2012-05-25,232.7
2012-05-28,236.1
2012-05-29,246.3
2012-05-30,252.65
2012-05-31,255.25
2012-06-01,243.8
2012-06-04,254.3
2012-06-05,253.85
2012-06-06,264.1
2012-06-07,262.25
2012-06-08,259.1
2012-06-11,259.2
2012-06-12,255.15
2012-06-13,254.8
2012-06-14,267.95
2012-06-15,263.95
2012-06-18,262.45
2012-06-19,257.85
2012-06-20,260.8
2012-06-21,261.9
2012-06-22,258.4
2012-06-25,260.4
2012-06-26,261.85
2012-06-27,260.4
2012-06-28,266.05
2012-06-29,268.05
2012-07-02,273.6
2012-07-03,274.75
2012-07-04,272.9
2012-07-05,276.45
2012-07-06,270.55
2012-07-09,268.1
2012-07-09,268.1
2012-07-10,265.7
2012-07-11,265.05
2012-07-12,261.25
2012-07-13,257.1
2012-07-16,259.25
2012-07-17,256.85
2012-07-18,254.9
2012-07-19,260.1
2012-07-20,257.35
2012-07-23,249.0
2012-07-24,251.3
2012-07-25,252.05
2012-07-26,246.25
2012-07-27,239.15
2012-07-30,242.05
2012-07-31,243.0
2012-08-01,248.5
2012-08-02,250.15
2012-08-03,247.9
2012-08-06,248.7
2012-08-07,251.9
2012-08-08,275.05
2012-08-09,268.65
2012-08-10,267.05
2012-08-13,272.9
2012-08-14,266.9
2012-08-16,264.05
2012-08-17,258.4
2012-08-21,256.2
2012-08-22,256.55
2012-08-23,258.8
2012-08-24,253.45
2012-08-27,246.75
2012-08-28,240.4
2012-08-29,235.3
2012-08-30,236.75
2012-08-31,240.7
2012-09-03,242.65
2012-09-04,244.4
2012-09-05,243.9
2012-09-06,247.65
2012-09-07,255.4
2012-09-08,255.75
2012-09-10,248.9
2012-09-11,250.8
2012-09-12,255.1
2012-09-13,253.0
2012-09-14,253.75
2012-09-17,253.3
2012-09-18,257.85
2012-09-20,253.75
2012-09-21,255.45
2012-09-24,257.1
2012-09-25,253.95
2012-09-26,251.1
2012-09-27,253.2
2012-09-28,252.15
2012-10-01,253.3
2012-10-03,257.55
2012-10-04,261.1
2012-10-05,254.5
2012-10-08,251.05
2012-10-09,254.8
2012-10-10,250.05
2012-10-11,250.6
2012-10-12,249.1
2012-10-15,248.85
2012-10-16,245.45
2012-10-17,247.05
2012-10-18,248.5
2012-10-19,246.9
2012-10-22,246.5
2012-10-23,250.4
2012-10-25,245.8
2012-10-26,241.8
2012-10-29,243.55
2012-10-30,235.9
2012-10-31,234.9
2012-11-01,236.2
2012-11-02,249.9
2012-11-05,245.15
2012-11-06,246.05
2012-11-07,242.1
2012-11-08,239.7
2012-11-09,236.65
2012-11-12,241.45
2012-11-13,242.45
2012-11-15,237.25
2012-11-16,238.55
2012-11-19,236.4
2012-11-20,233.0
2012-11-21,230.7
2012-11-22,242.25
2012-11-23,236.5
2012-11-26,235.25
2012-11-27,233.6
2012-11-29,233.55
2012-11-30,236.45
2012-12-03,235.45
2012-12-04,236.7
2012-12-05,237.4
2012-12-06,237.4
2012-12-07,239.05
2012-12-10,238.9
2012-12-11,242.05
2012-12-12,237.25
2012-12-13,236.45
2012-12-14,236.95
2012-12-17,232.7
2012-12-18,231.55
2012-12-19,230.7
2012-12-20,228.55
2012-12-21,224.45
2012-12-24,226.9
2012-12-26,227.25
2012-12-27,225.6
2012-12-28,226.3
2012-12-31,233.4
