Symbol,Entropy
ORISSAMINE,5.386744457135445
MRF,4.907724100172539
SHREECEM,4.812606812613307
TTKPRESTIG,4.607745317282168
TIDEWATER,4.561842638499696
BOSCHLTD,4.527256385904341
ASIANPAINT,4.476041785945202
GRASIM,4.410736738472784
EICHERMOT,4.339995998764421
PAGEIND,4.338140288992276
HONAUT,4.253751994013929
OFSS,4.242546021291911
GODFRYPHLP,4.238235515319241
MCDOWELL-N,4.2025936467864105
ASTRAZEN,4.1965327428124155
NESTLEIND,4.15604287723619
GSKCONS,4.103382266131458
PGHH,4.085991192378131
3MINDIA,4.071862924241511
KSCL,4.05144192581651
INFY,3.999428909785247
SBIN,3.96674926401837
LAXMIMACH,3.9653751928116794
ULTRACEMCO,3.9584073355341025
BAJAJ-AUTO,3.9099836698540624
STAR,3.8999649645691936
BAJFINANCE,3.88265206327669
63MOONS,3.8763708736066858
GILLETTE,3.842215184731978
VSTIND,3.8316402278648747
LT,3.8315895088029674
ICRA,3.8111715081311033
HDFCMFGETF,3.7680358553358992
SCHAEFFLER,3.757204480572683
JUBLFOOD,3.7478024774851897
BAJAJFINSV,3.7372051378502715
IVZINGOLD,3.7269472691139724
GOLDBEES,3.7269059951863777
AXISGOLD,3.717123584466608
SETFGOLD,3.7067207054390026
WENDT,3.6947152524630713
MARUTI,3.691728539048908
KOTAKGOLD,3.675796446625236
GOLDSHARE,3.6754507352384422
COLPAL,3.6750723642950383
IDBIGOLD,3.6689424295899946
ICICIGOLD,3.6683130393401067
AXISBANK,3.6681809267470307
DIVISLAB,3.6284946544450003
BLUEDART,3.614137187521112
BEL,3.587793793724617
ACC,3.5711039533167126
HEROMOTOCO,3.5689972363409406
J&KBANK,3.528214315535393
ICICIBANK,3.515920084085536
UBL,3.5157308028939154
WABCOINDIA,3.484189138090386
PNB,3.453758399797946
WHEELS,3.424477843731923
TRENT,3.4067133567729275
M&MFIN,3.4058306257089557
TECHM,3.402972621402887
SYMPHONY,3.3904549849049004
