Date,KNRCON
2012-01-02,95.85
2012-01-03,100.0
2012-01-04,98.3
2012-01-05,98.6
2012-01-06,97.7
2012-01-07,96.0
2012-01-09,98.4
2012-01-10,100.1
2012-01-11,101.25
2012-01-12,101.2
2012-01-13,102.35
2012-01-16,103.05
2012-01-17,106.0
2012-01-18,116.4
2012-01-19,115.0
2012-01-20,119.7
2012-01-23,117.95
2012-01-24,116.05
2012-01-25,115.6
2012-01-27,110.75
2012-01-30,116.95
2012-01-31,125.65
2012-02-01,124.4
2012-02-02,124.15
2012-02-03,122.6
2012-02-06,121.3
2012-02-07,121.65
2012-02-08,122.65
2012-02-09,125.0
2012-02-10,123.45
2012-02-13,122.95
2012-02-14,123.1
2012-02-15,137.2
2012-02-16,140.25
2012-02-17,144.65
2012-02-21,145.05
2012-02-22,138.85
2012-02-23,132.4
2012-02-24,139.6
2012-02-27,134.8
2012-02-28,141.3
2012-02-29,137.4
2012-03-01,136.2
2012-03-02,134.95
2012-03-03,134.15
2012-03-05,135.85
2012-03-06,130.9
2012-03-07,127.9
2012-03-09,130.5
2012-03-12,130.9
2012-03-13,133.8
2012-03-14,134.0
2012-03-15,132.0
2012-03-16,131.35
2012-03-19,127.05
2012-03-20,127.05
2012-03-21,130.7
2012-03-22,127.1
2012-03-23,126.0
2012-03-26,126.0
2012-03-27,128.6
2012-03-28,121.95
2012-03-29,123.15
2012-03-30,122.15
2012-04-02,123.8
2012-04-03,127.1
2012-04-04,124.3
2012-04-09,120.95
2012-04-10,120.0
2012-04-11,119.65
2012-04-12,121.15
2012-04-13,125.45
2012-04-16,123.8
2012-04-17,127.6
2012-04-18,133.05
2012-04-19,138.5
2012-04-20,136.8
2012-04-23,135.2
2012-04-24,133.8
2012-04-25,140.05
2012-04-26,139.3
2012-04-27,134.25
2012-04-28,131.1
2012-04-30,125.9
2012-05-02,123.4
2012-05-03,124.85
2012-05-04,122.85
2012-05-07,120.0
2012-05-08,118.95
2012-05-09,118.55
2012-05-10,115.95
2012-05-11,115.5
2012-05-14,112.15
2012-05-15,109.9
2012-05-16,105.7
2012-05-17,105.85
2012-05-18,105.8
2012-05-21,107.05
2012-05-22,113.9
2012-05-23,113.05
2012-05-24,112.75
2012-05-25,109.55
2012-05-28,124.3
2012-05-29,119.5
2012-05-30,119.6
2012-05-31,119.75
2012-06-01,120.0
2012-06-04,117.5
2012-06-05,120.05
2012-06-06,119.75
2012-06-07,119.7
2012-06-08,122.75
2012-06-11,119.5
2012-06-12,117.15
2012-06-13,116.0
2012-06-14,113.35
2012-06-15,112.25
2012-06-18,113.0
2012-06-19,115.45
2012-06-20,114.85
2012-06-21,124.55
2012-06-22,123.1
2012-06-25,120.3
2012-06-26,118.45
2012-06-27,116.9
2012-06-28,118.4
2012-06-29,119.15
2012-07-02,117.35
2012-07-03,120.95
2012-07-04,122.3
2012-07-05,122.7
2012-07-06,120.7
2012-07-09,119.85
2012-07-09,119.85
2012-07-10,117.95
2012-07-11,117.5
2012-07-12,116.95
2012-07-13,118.95
2012-07-16,120.6
2012-07-17,123.9
2012-07-18,122.85
2012-07-19,124.65
2012-07-20,124.95
2012-07-23,122.25
2012-07-24,125.0
2012-07-25,122.0
2012-07-26,121.5
2012-07-27,125.0
2012-07-30,122.45
2012-07-31,125.25
2012-08-01,122.6
2012-08-02,122.05
2012-08-03,121.15
2012-08-06,123.55
2012-08-07,122.05
2012-08-08,122.25
2012-08-09,122.15
2012-08-10,124.9
2012-08-13,121.35
2012-08-14,124.25
2012-08-16,121.9
2012-08-17,121.5
2012-08-21,121.1
2012-08-22,121.0
2012-08-23,120.75
2012-08-24,120.05
2012-08-27,116.0
2012-08-28,118.8
2012-08-29,117.85
2012-08-30,112.05
2012-08-31,111.4
2012-09-03,111.0
2012-09-04,112.5
2012-09-05,110.55
2012-09-06,105.2
2012-09-07,105.7
2012-09-08,109.15
2012-09-10,106.0
2012-09-11,106.3
2012-09-12,107.15
2012-09-13,108.85
2012-09-14,105.25
2012-09-17,106.65
2012-09-18,110.65
2012-09-20,110.45
2012-09-21,112.3
2012-09-24,114.15
2012-09-25,113.75
2012-09-26,114.25
2012-09-27,113.05
2012-09-28,113.65
2012-10-01,113.6
2012-10-03,115.35
2012-10-04,117.75
2012-10-05,116.4
2012-10-08,114.8
2012-10-09,113.65
2012-10-10,115.4
2012-10-11,113.85
2012-10-12,114.0
2012-10-15,113.6
2012-10-16,113.1
2012-10-17,114.4
2012-10-18,111.15
2012-10-19,110.0
2012-10-22,110.75
2012-10-23,113.0
2012-10-25,114.35
2012-10-26,112.15
2012-10-29,114.95
2012-10-30,111.4
2012-10-31,110.3
2012-11-01,111.0
2012-11-02,114.6
2012-11-05,111.1
2012-11-06,112.55
2012-11-07,113.7
2012-11-08,111.0
2012-11-09,110.2
2012-11-12,107.0
2012-11-13,106.85
2012-11-15,106.05
2012-11-16,103.95
2012-11-19,101.65
2012-11-20,101.5
2012-11-21,101.55
2012-11-22,104.2
2012-11-23,101.2
2012-11-26,101.0
2012-11-27,104.75
2012-11-29,122.0
2012-11-30,120.15
2012-12-03,118.1
2012-12-04,115.55
2012-12-05,115.3
2012-12-06,114.8
2012-12-07,114.05
2012-12-10,111.75
2012-12-11,112.0
2012-12-12,111.85
2012-12-13,109.8
2012-12-14,108.9
2012-12-17,110.15
2012-12-18,109.7
2012-12-19,109.2
2012-12-20,109.65
2012-12-21,109.0
2012-12-24,106.55
2012-12-26,106.45
2012-12-27,105.1
2012-12-28,104.4
2012-12-31,109.75
