Date,VSTTILLERS
2012-01-02,419.25
2012-01-03,415.65
2012-01-04,422.0
2012-01-05,423.0
2012-01-06,416.55
2012-01-07,424.75
2012-01-09,428.0
2012-01-10,423.8
2012-01-11,427.95
2012-01-12,423.0
2012-01-13,428.25
2012-01-16,423.0
2012-01-17,430.6
2012-01-18,438.0
2012-01-19,445.5
2012-01-20,437.9
2012-01-23,439.1
2012-01-24,430.75
2012-01-25,424.7
2012-01-27,431.85
2012-01-30,430.45
2012-01-31,437.7
2012-02-01,439.7
2012-02-02,435.9
2012-02-03,439.95
2012-02-06,452.4
2012-02-07,450.9
2012-02-08,443.7
2012-02-09,446.05
2012-02-10,449.1
2012-02-13,450.05
2012-02-14,451.05
2012-02-15,455.0
2012-02-16,449.5
2012-02-17,450.7
2012-02-21,446.4
2012-02-22,439.9
2012-02-23,441.25
2012-02-24,428.2
2012-02-27,416.65
2012-02-28,431.3
2012-02-29,438.1
2012-03-01,445.85
2012-03-02,449.35
2012-03-03,450.25
2012-03-05,452.4
2012-03-06,450.6
2012-03-07,450.0
2012-03-09,451.65
2012-03-12,465.95
2012-03-13,479.0
2012-03-14,474.35
2012-03-15,454.5
2012-03-16,464.05
2012-03-19,471.7
2012-03-20,467.75
2012-03-21,468.6
2012-03-22,459.0
2012-03-23,459.6
2012-03-26,448.45
2012-03-27,449.95
2012-03-28,444.15
2012-03-29,453.9
2012-03-30,452.15
2012-04-02,463.25
2012-04-03,457.45
2012-04-04,465.1
2012-04-09,463.3
2012-04-10,465.05
2012-04-11,460.9
2012-04-12,462.55
2012-04-13,471.75
2012-04-16,472.3
2012-04-17,479.85
2012-04-18,485.2
2012-04-19,488.2
2012-04-20,485.85
2012-04-23,519.0
2012-04-24,507.65
2012-04-25,506.55
2012-04-26,501.45
2012-04-27,509.95
2012-04-28,500.8
2012-04-30,488.95
2012-05-02,496.3
2012-05-03,485.05
2012-05-04,484.0
2012-05-07,492.05
2012-05-08,476.1
2012-05-09,480.0
2012-05-10,476.75
2012-05-11,470.95
2012-05-14,472.6
2012-05-15,475.9
2012-05-16,465.55
2012-05-17,478.35
2012-05-18,469.65
2012-05-21,467.75
2012-05-22,468.15
2012-05-23,471.05
2012-05-24,465.55
2012-05-25,467.05
2012-05-28,468.65
2012-05-29,468.6
2012-05-30,477.6
2012-05-31,479.9
2012-06-01,475.65
2012-06-04,475.0
2012-06-05,475.0
2012-06-06,476.95
2012-06-07,478.95
2012-06-08,473.05
2012-06-11,468.95
2012-06-12,459.7
2012-06-13,463.9
2012-06-14,459.85
2012-06-15,458.9
2012-06-18,460.6
2012-06-19,457.1
2012-06-20,458.2
2012-06-21,454.1
2012-06-22,464.5
2012-06-25,457.45
2012-06-26,455.6
2012-06-27,457.1
2012-06-28,454.2
2012-06-29,457.65
2012-07-02,463.9
2012-07-03,460.4
2012-07-04,473.0
2012-07-05,470.0
2012-07-06,465.35
2012-07-09,465.05
2012-07-10,467.0
2012-07-11,462.35
2012-07-12,469.0
2012-07-13,460.0
2012-07-16,459.5
2012-07-17,444.75
2012-07-18,440.25
2012-07-19,450.4
2012-07-20,450.85
2012-07-23,451.45
2012-07-24,449.6
2012-07-25,447.05
2012-07-26,444.7
2012-07-27,437.8
2012-07-30,431.45
2012-07-31,434.35
2012-08-01,439.9
2012-08-02,441.55
2012-08-03,438.05
2012-08-06,437.45
2012-08-07,431.35
2012-08-08,431.35
2012-08-09,424.4
2012-08-10,420.85
2012-08-13,425.15
2012-08-14,425.95
2012-08-16,421.8
2012-08-17,421.65
2012-08-21,421.95
2012-08-22,432.5
2012-08-23,439.6
2012-08-24,453.5
2012-08-27,452.4
2012-08-28,439.0
2012-08-29,442.6
2012-08-30,443.0
2012-08-31,440.15
2012-09-03,445.0
2012-09-04,445.8
2012-09-05,449.15
2012-09-06,444.45
2012-09-07,444.0
2012-09-08,442.5
2012-09-10,447.25
2012-09-11,446.2
2012-09-12,446.3
2012-09-13,445.0
2012-09-14,445.0
2012-09-17,443.75
2012-09-18,448.3
2012-09-20,447.95
2012-09-21,446.4
2012-09-24,448.15
2012-09-25,446.15
2012-09-26,445.95
2012-09-27,448.0
2012-09-28,448.2
2012-10-01,447.1
2012-10-03,458.25
2012-10-04,451.3
2012-10-05,457.3
2012-10-08,470.5
2012-10-09,498.7
2012-10-10,493.45
2012-10-11,498.6
2012-10-12,487.55
2012-10-15,480.45
2012-10-16,488.6
2012-10-17,480.2
2012-10-18,489.9
2012-10-19,461.55
2012-10-22,467.35
2012-10-23,461.5
2012-10-25,455.0
2012-10-26,453.35
2012-10-29,452.0
2012-10-30,444.45
2012-10-31,435.0
2012-11-01,451.9
2012-11-02,433.3
2012-11-05,403.9
2012-11-06,412.95
2012-11-07,411.15
2012-11-08,410.4
2012-11-09,406.35
2012-11-12,410.2
2012-11-13,409.95
2012-11-15,409.85
2012-11-16,402.75
2012-11-19,401.5
2012-11-20,393.85
2012-11-21,401.35
2012-11-22,395.0
2012-11-23,391.95
2012-11-26,392.4
2012-11-27,389.4
2012-11-29,387.2
2012-11-30,386.2
2012-12-03,389.85
2012-12-04,398.85
2012-12-05,405.6
2012-12-06,400.6
2012-12-07,402.55
2012-12-10,401.05
2012-12-11,395.0
2012-12-12,399.8
2012-12-13,396.25
2012-12-14,399.05
2012-12-17,397.5
2012-12-18,404.95
2012-12-19,404.8
2012-12-20,405.75
2012-12-21,399.4
2012-12-24,395.9
2012-12-26,396.75
2012-12-27,395.35
2012-12-28,392.8
2012-12-31,391.05
