Date,TIRUMALCHM
2012-01-02,51.25
2012-01-03,50.3
2012-01-04,51.05
2012-01-05,50.35
2012-01-06,50.5
2012-01-09,52.15
2012-01-10,54.15
2012-01-11,55.85
2012-01-12,55.85
2012-01-13,57.3
2012-01-16,56.5
2012-01-17,55.55
2012-01-18,54.5
2012-01-19,56.95
2012-01-20,58.2
2012-01-23,58.1
2012-01-24,54.8
2012-01-25,53.75
2012-01-27,53.7
2012-01-30,49.8
2012-01-31,50.9
2012-02-01,52.7
2012-02-02,53.5
2012-02-03,52.7
2012-02-06,53.5
2012-02-07,52.95
2012-02-08,57.3
2012-02-09,57.15
2012-02-10,57.95
2012-02-13,59.4
2012-02-14,58.0
2012-02-15,56.85
2012-02-16,56.4
2012-02-17,56.7
2012-02-21,56.7
2012-02-22,55.4
2012-02-23,54.25
2012-02-24,53.3
2012-02-27,52.3
2012-02-28,53.15
2012-02-29,54.1
2012-03-01,53.1
2012-03-02,52.05
2012-03-03,52.2
2012-03-05,51.2
2012-03-06,51.25
2012-03-07,49.8
2012-03-09,49.85
2012-03-12,50.0
2012-03-13,49.95
2012-03-14,49.75
2012-03-15,49.55
2012-03-16,49.4
2012-03-19,48.65
2012-03-20,44.9
2012-03-21,44.8
2012-03-22,43.95
2012-03-23,44.15
2012-03-26,44.1
2012-03-27,42.2
2012-03-28,42.6
2012-03-29,43.7
2012-03-30,43.6
2012-04-02,44.7
2012-04-03,45.5
2012-04-04,46.65
2012-04-09,47.7
2012-04-10,49.5
2012-04-11,50.7
2012-04-12,51.1
2012-04-13,50.05
2012-04-16,50.4
2012-04-17,51.05
2012-04-18,52.6
2012-04-19,51.9
2012-04-20,50.3
2012-04-23,49.2
2012-04-24,50.05
2012-04-25,49.9
2012-04-26,49.85
2012-04-27,49.45
2012-04-28,49.0
2012-04-30,49.35
2012-05-02,48.9
2012-05-03,48.25
2012-05-04,46.9
2012-05-07,47.2
2012-05-08,48.05
2012-05-09,50.05
2012-05-10,50.1
2012-05-11,49.55
2012-05-14,50.2
2012-05-15,53.75
2012-05-16,53.35
2012-05-17,53.55
2012-05-18,52.05
2012-05-21,54.0
2012-05-22,52.7
2012-05-23,53.0
2012-05-24,52.3
2012-05-25,49.95
2012-05-28,50.05
2012-05-29,50.45
2012-05-30,50.4
2012-05-31,49.05
2012-06-01,50.4
2012-06-04,49.9
2012-06-05,48.9
2012-06-06,50.0
2012-06-07,50.85
2012-06-08,50.2
2012-06-11,50.35
2012-06-12,50.35
2012-06-13,51.05
2012-06-14,51.0
2012-06-15,50.7
2012-06-18,52.65
2012-06-19,51.45
2012-06-20,53.1
2012-06-21,55.5
2012-06-22,54.9
2012-06-25,55.45
2012-06-26,56.55
2012-06-27,57.0
2012-06-28,56.15
2012-06-29,59.6
2012-07-02,57.85
2012-07-03,58.15
2012-07-04,58.0
2012-07-05,58.5
2012-07-06,61.15
2012-07-09,62.65
2012-07-10,65.5
2012-07-11,68.0
2012-07-12,67.4
2012-07-13,71.1
2012-07-16,85.3
2012-07-17,96.1
2012-07-18,94.0
2012-07-19,92.45
2012-07-20,90.75
2012-07-23,89.6
2012-07-24,89.0
2012-07-25,86.5
2012-07-26,85.4
2012-07-27,85.1
2012-07-30,87.65
2012-07-31,91.55
2012-08-01,92.55
2012-08-02,94.65
2012-08-03,98.05
2012-08-06,102.6
2012-08-07,100.15
2012-08-08,97.8
2012-08-09,97.25
2012-08-10,96.65
2012-08-13,96.6
2012-08-14,98.0
2012-08-16,97.35
2012-08-17,96.2
2012-08-21,96.7
2012-08-22,96.2
2012-08-23,96.5
2012-08-24,95.05
2012-08-27,94.45
2012-08-28,92.0
2012-08-29,91.85
2012-08-30,90.85
2012-08-31,90.25
2012-09-03,91.5
2012-09-04,93.4
2012-09-05,96.3
2012-09-06,96.65
2012-09-07,96.0
2012-09-08,97.0
2012-09-10,102.5
2012-09-11,116.8
2012-09-12,112.6
2012-09-13,115.7
2012-09-14,113.4
2012-09-17,112.65
2012-09-18,114.75
2012-09-20,115.3
2012-09-21,118.05
2012-09-24,121.55
2012-09-25,118.6
2012-09-26,119.0
2012-09-27,118.4
2012-09-28,126.0
2012-10-01,127.85
2012-10-03,129.1
2012-10-04,125.25
2012-10-05,124.8
2012-10-08,123.35
2012-10-09,123.85
2012-10-10,122.75
2012-10-11,125.35
2012-10-12,131.1
2012-10-15,137.2
2012-10-16,138.5
2012-10-17,135.4
2012-10-18,137.2
2012-10-19,134.1
2012-10-22,135.3
2012-10-23,132.55
2012-10-25,127.8
2012-10-26,120.85
2012-10-29,113.75
2012-10-30,114.15
2012-10-31,118.3
2012-11-01,118.15
2012-11-02,115.15
2012-11-05,111.85
2012-11-06,111.55
2012-11-07,107.95
2012-11-08,115.4
2012-11-09,111.8
2012-11-12,113.0
2012-11-13,113.9
2012-11-15,110.05
2012-11-16,108.3
2012-11-19,108.05
2012-11-20,107.4
2012-11-21,108.5
2012-11-22,107.45
2012-11-23,107.35
2012-11-26,106.2
2012-11-27,107.65
2012-11-29,111.6
2012-11-30,114.1
2012-12-03,112.9
2012-12-04,114.45
2012-12-05,114.6
2012-12-06,115.1
2012-12-07,118.2
2012-12-10,120.0
2012-12-11,117.65
2012-12-12,118.1
2012-12-13,116.15
2012-12-14,125.2
2012-12-17,123.6
2012-12-18,122.8
2012-12-19,121.95
2012-12-20,118.9
2012-12-21,115.65
2012-12-24,115.25
2012-12-26,116.05
2012-12-27,114.9
2012-12-28,114.0
2012-12-31,115.7
