Date,JSL
2012-01-02,72.65
2012-01-03,73.2
2012-01-04,72.4
2012-01-05,72.05
2012-01-06,72.85
2012-01-07,72.95
2012-01-09,72.4
2012-01-10,74.7
2012-01-11,76.6
2012-01-12,75.85
2012-01-13,77.8
2012-01-16,77.4
2012-01-17,79.5
2012-01-18,76.45
2012-01-19,76.35
2012-01-20,75.7
2012-01-23,75.1
2012-01-24,74.8
2012-01-25,75.65
2012-01-27,75.45
2012-01-30,75.3
2012-01-31,74.9
2012-02-01,76.6
2012-02-02,76.3
2012-02-03,75.2
2012-02-06,77.85
2012-02-07,76.65
2012-02-08,77.1
2012-02-09,78.25
2012-02-10,74.75
2012-02-13,75.25
2012-02-14,75.5
2012-02-15,82.95
2012-02-16,82.35
2012-02-17,80.4
2012-02-21,81.2
2012-02-22,76.55
2012-02-23,75.3
2012-02-24,75.4
2012-02-27,72.4
2012-02-28,75.2
2012-02-29,76.3
2012-03-01,77.35
2012-03-02,77.45
2012-03-03,77.75
2012-03-05,78.5
2012-03-06,77.45
2012-03-07,77.75
2012-03-09,78.95
2012-03-12,81.3
2012-03-13,84.05
2012-03-14,84.4
2012-03-15,82.65
2012-03-16,81.7
2012-03-19,81.7
2012-03-20,82.55
2012-03-21,83.95
2012-03-22,82.85
2012-03-23,83.6
2012-03-26,79.7
2012-03-27,79.7
2012-03-28,78.35
2012-03-29,78.6
2012-03-30,79.75
2012-04-02,79.95
2012-04-03,80.0
2012-04-04,81.7
2012-04-09,80.85
2012-04-10,80.85
2012-04-11,80.85
2012-04-12,81.0
2012-04-13,80.85
2012-04-16,79.95
2012-04-17,79.45
2012-04-18,80.6
2012-04-19,79.75
2012-04-20,79.05
2012-04-23,75.05
2012-04-24,76.5
2012-04-25,77.55
2012-04-26,78.05
2012-04-27,78.1
2012-04-28,77.85
2012-04-30,80.2
2012-05-02,80.15
2012-05-03,77.75
2012-05-04,75.5
2012-05-07,75.8
2012-05-08,75.6
2012-05-09,75.55
2012-05-10,75.2
2012-05-11,77.1
2012-05-14,74.6
2012-05-15,75.9
2012-05-16,74.85
2012-05-17,75.05
2012-05-18,75.7
2012-05-21,77.8
2012-05-22,77.25
2012-05-23,77.0
2012-05-24,75.75
2012-05-25,75.85
2012-05-28,75.85
2012-05-29,76.6
2012-05-30,74.05
2012-05-31,73.6
2012-06-01,74.0
2012-06-04,73.6
2012-06-05,74.75
2012-06-06,75.05
2012-06-07,74.45
2012-06-08,74.85
2012-06-11,74.65
2012-06-12,73.7
2012-06-13,72.6
2012-06-14,72.0
2012-06-15,70.55
2012-06-18,70.2
2012-06-19,71.45
2012-06-20,70.55
2012-06-21,71.2
2012-06-22,71.15
2012-06-25,71.0
2012-06-26,71.9
2012-06-27,71.75
2012-06-28,71.5
2012-06-29,72.05
2012-07-02,72.45
2012-07-03,72.5
2012-07-04,73.4
2012-07-05,74.05
2012-07-06,71.85
2012-07-09,72.25
2012-07-09,72.25
2012-07-10,72.65
2012-07-11,72.2
2012-07-12,71.3
2012-07-13,71.05
2012-07-16,71.2
2012-07-17,71.5
2012-07-18,70.5
2012-07-19,70.8
2012-07-20,70.2
2012-07-23,69.85
2012-07-24,69.8
2012-07-25,68.5
2012-07-26,68.7
2012-07-27,68.3
2012-07-30,68.05
2012-07-31,68.95
2012-08-01,68.55
2012-08-02,68.65
2012-08-03,67.75
2012-08-06,67.7
2012-08-07,67.4
2012-08-08,67.0
2012-08-09,65.25
2012-08-10,63.65
2012-08-13,65.25
2012-08-14,67.0
2012-08-16,69.05
2012-08-17,66.5
2012-08-21,69.35
2012-08-22,71.45
2012-08-23,70.75
2012-08-24,70.35
2012-08-27,67.55
2012-08-28,66.0
2012-08-29,66.0
2012-08-30,67.0
2012-08-31,68.25
2012-09-03,70.65
2012-09-04,70.8
2012-09-05,71.45
2012-09-06,71.85
2012-09-07,73.4
2012-09-08,75.35
2012-09-10,75.2
2012-09-11,73.25
2012-09-12,72.2
2012-09-13,70.4
2012-09-14,69.65
2012-09-17,69.8
2012-09-18,69.95
2012-09-20,68.55
2012-09-21,68.55
2012-09-24,68.35
2012-09-25,69.65
2012-09-26,68.25
2012-09-27,68.7
2012-09-28,67.7
2012-10-01,69.1
2012-10-03,68.0
2012-10-04,68.65
2012-10-05,68.3
2012-10-08,67.3
2012-10-09,67.75
2012-10-10,66.2
2012-10-11,67.55
2012-10-12,68.0
2012-10-15,68.0
2012-10-16,68.1
2012-10-17,69.4
2012-10-18,69.8
2012-10-19,68.35
2012-10-22,69.35
2012-10-23,69.15
2012-10-25,69.3
2012-10-26,67.25
2012-10-29,67.85
2012-10-30,66.35
2012-10-31,66.05
2012-11-01,66.8
2012-11-02,66.5
2012-11-05,66.2
2012-11-06,66.85
2012-11-07,65.55
2012-11-08,65.75
2012-11-09,65.4
2012-11-12,64.95
2012-11-13,65.0
2012-11-15,65.4
2012-11-16,64.8
2012-11-19,64.15
2012-11-20,63.95
2012-11-21,64.05
2012-11-22,63.85
2012-11-23,64.0
2012-11-26,63.45
2012-11-27,67.55
2012-11-29,69.3
2012-11-30,69.55
2012-12-03,69.35
2012-12-04,70.7
2012-12-05,70.05
2012-12-06,69.3
2012-12-07,68.5
2012-12-10,78.4
2012-12-11,75.3
2012-12-12,76.8
2012-12-13,74.8
2012-12-14,76.15
2012-12-17,74.75
2012-12-18,75.45
2012-12-19,74.1
2012-12-20,75.65
2012-12-21,71.55
2012-12-24,72.2
2012-12-26,73.15
2012-12-27,71.6
2012-12-28,71.6
2012-12-31,70.95
