Date,THERMAX
2012-01-02,392.55
2012-01-03,407.45
2012-01-04,416.95
2012-01-05,419.35
2012-01-06,415.85
2012-01-07,419.55
2012-01-09,417.05
2012-01-10,431.05
2012-01-11,440.65
2012-01-12,448.7
2012-01-13,461.75
2012-01-16,458.75
2012-01-17,475.35
2012-01-18,477.35
2012-01-19,495.35
2012-01-20,489.85
2012-01-23,477.75
2012-01-24,480.5
2012-01-25,494.85
2012-01-27,502.6
2012-01-30,491.15
2012-01-31,490.15
2012-02-01,487.25
2012-02-02,505.85
2012-02-03,521.25
2012-02-06,501.7
2012-02-07,486.85
2012-02-08,481.05
2012-02-09,483.15
2012-02-10,471.8
2012-02-13,465.75
2012-02-14,473.05
2012-02-15,490.05
2012-02-16,503.55
2012-02-17,533.1
2012-02-21,544.45
2012-02-22,537.15
2012-02-23,531.6
2012-02-24,526.95
2012-02-27,509.85
2012-02-28,533.25
2012-02-29,536.6
2012-03-01,530.45
2012-03-02,522.2
2012-03-03,524.1
2012-03-05,518.65
2012-03-06,525.2
2012-03-07,506.9
2012-03-09,510.2
2012-03-12,503.0
2012-03-13,509.1
2012-03-14,510.9
2012-03-15,497.4
2012-03-16,495.35
2012-03-19,486.3
2012-03-20,469.1
2012-03-21,487.05
2012-03-22,480.25
2012-03-23,473.55
2012-03-26,480.4
2012-03-27,480.7
2012-03-28,470.9
2012-03-29,463.45
2012-03-30,464.5
2012-04-02,470.0
2012-04-03,483.6
2012-04-04,478.35
2012-04-09,470.05
2012-04-10,463.35
2012-04-11,451.65
2012-04-12,445.15
2012-04-13,435.05
2012-04-16,437.85
2012-04-17,435.0
2012-04-18,443.9
2012-04-19,447.55
2012-04-20,442.8
2012-04-23,435.8
2012-04-24,439.25
2012-04-25,437.35
2012-04-26,439.75
2012-04-27,448.1
2012-04-28,447.45
2012-04-30,445.15
2012-05-02,443.6
2012-05-03,431.55
2012-05-04,425.9
2012-05-07,415.95
2012-05-08,428.7
2012-05-09,424.45
2012-05-10,430.45
2012-05-11,420.75
2012-05-14,427.7
2012-05-15,421.35
2012-05-16,425.35
2012-05-17,423.35
2012-05-18,424.1
2012-05-21,430.95
2012-05-22,437.85
2012-05-23,431.35
2012-05-24,428.6
2012-05-25,434.65
2012-05-28,443.05
2012-05-29,449.15
2012-05-30,444.8
2012-05-31,447.75
2012-06-01,437.65
2012-06-04,433.35
2012-06-05,439.05
2012-06-06,444.85
2012-06-07,459.85
2012-06-08,462.75
2012-06-11,455.25
2012-06-12,461.35
2012-06-13,454.7
2012-06-14,452.0
2012-06-15,453.8
2012-06-18,452.3
2012-06-19,455.45
2012-06-20,464.25
2012-06-21,468.85
2012-06-22,471.0
2012-06-25,471.85
2012-06-26,479.8
2012-06-27,478.5
2012-06-28,478.5
2012-06-29,480.0
2012-07-02,498.85
2012-07-03,506.9
2012-07-04,502.6
2012-07-05,498.2
2012-07-06,487.1
2012-07-09,485.35
2012-07-10,489.3
2012-07-11,503.2
2012-07-12,497.3
2012-07-13,495.25
2012-07-16,492.6
2012-07-17,489.7
2012-07-18,492.85
2012-07-19,511.35
2012-07-20,519.0
2012-07-23,509.1
2012-07-24,507.2
2012-07-25,512.15
2012-07-26,502.2
2012-07-27,481.1
2012-07-30,486.45
2012-07-31,483.45
2012-08-01,480.0
2012-08-02,490.95
2012-08-03,492.35
2012-08-06,489.55
2012-08-07,507.6
2012-08-08,502.2
2012-08-09,508.2
2012-08-10,500.8
2012-08-13,500.2
2012-08-14,497.05
2012-08-16,493.05
2012-08-17,499.25
2012-08-21,508.75
2012-08-22,497.2
2012-08-23,499.75
2012-08-24,500.0
2012-08-27,499.05
2012-08-28,495.5
2012-08-29,493.25
2012-08-30,485.65
2012-08-31,486.05
2012-09-03,485.35
2012-09-04,489.1
2012-09-05,487.8
2012-09-06,485.35
2012-09-07,497.25
2012-09-08,492.15
2012-09-10,485.15
2012-09-11,491.8
2012-09-12,494.4
2012-09-13,491.8
2012-09-14,502.6
2012-09-17,510.25
2012-09-18,520.0
2012-09-20,515.75
2012-09-21,555.4
2012-09-24,559.7
2012-09-25,557.3
2012-09-26,567.35
2012-09-27,559.7
2012-09-28,561.45
2012-10-01,560.6
2012-10-03,562.2
2012-10-04,558.9
2012-10-05,579.9
2012-10-08,582.05
2012-10-09,573.95
2012-10-10,562.0
2012-10-11,579.65
2012-10-12,563.75
2012-10-15,565.85
2012-10-16,564.25
2012-10-17,560.9
2012-10-18,565.45
2012-10-19,577.25
2012-10-22,570.45
2012-10-23,567.8
2012-10-25,591.95
2012-10-26,592.1
2012-10-29,586.5
2012-10-30,567.75
2012-10-31,584.85
2012-11-01,582.15
2012-11-02,580.3
2012-11-05,577.5
2012-11-06,573.55
2012-11-07,590.15
2012-11-08,591.4
2012-11-09,595.85
2012-11-12,580.1
2012-11-13,581.05
2012-11-15,579.5
2012-11-16,573.6
2012-11-19,566.1
2012-11-20,559.8
2012-11-21,563.9
2012-11-22,576.1
2012-11-23,564.05
2012-11-26,570.05
2012-11-27,570.3
2012-11-29,592.5
2012-11-30,589.7
2012-12-03,605.45
2012-12-04,613.6
2012-12-05,600.55
2012-12-06,604.15
2012-12-07,608.55
2012-12-10,614.8
2012-12-11,618.25
2012-12-12,615.25
2012-12-13,614.1
2012-12-14,604.25
2012-12-17,611.2
2012-12-18,604.7
2012-12-19,613.45
2012-12-20,607.75
2012-12-21,594.05
2012-12-24,588.75
2012-12-26,606.0
2012-12-27,617.85
2012-12-28,617.6
2012-12-31,616.9
