Date,KSBPUMPS
2012-01-02,155.2
2012-01-03,158.2
2012-01-04,165.1
2012-01-05,167.0
2012-01-06,172.45
2012-01-07,173.95
2012-01-09,167.3
2012-01-10,169.35
2012-01-11,171.1
2012-01-12,165.9
2012-01-13,171.95
2012-01-16,171.1
2012-01-17,177.45
2012-01-18,167.5
2012-01-19,172.4
2012-01-20,171.15
2012-01-23,169.2
2012-01-24,171.85
2012-01-25,167.95
2012-01-27,192.7
2012-01-30,184.8
2012-01-31,181.95
2012-02-01,183.05
2012-02-02,183.45
2012-02-03,184.35
2012-02-06,193.8
2012-02-07,198.2
2012-02-08,208.55
2012-02-09,213.4
2012-02-10,223.45
2012-02-13,230.45
2012-02-14,234.9
2012-02-15,233.1
2012-02-16,228.45
2012-02-17,240.55
2012-02-21,241.95
2012-02-22,240.05
2012-02-23,252.35
2012-02-24,240.7
2012-02-27,228.1
2012-02-28,233.35
2012-02-29,232.0
2012-03-01,229.85
2012-03-02,236.25
2012-03-03,236.0
2012-03-05,231.75
2012-03-06,234.45
2012-03-07,233.0
2012-03-09,244.2
2012-03-12,239.95
2012-03-13,244.05
2012-03-14,244.05
2012-03-15,238.65
2012-03-16,242.05
2012-03-19,235.8
2012-03-20,238.35
2012-03-21,235.9
2012-03-22,243.85
2012-03-23,240.75
2012-03-26,246.7
2012-03-27,241.9
2012-03-28,238.65
2012-03-29,239.5
2012-03-30,239.15
2012-04-02,250.25
2012-04-03,249.05
2012-04-04,243.85
2012-04-09,246.4
2012-04-10,243.7
2012-04-11,250.5
2012-04-12,245.75
2012-04-13,244.7
2012-04-16,243.1
2012-04-17,241.55
2012-04-18,250.35
2012-04-19,251.75
2012-04-20,249.6
2012-04-23,245.35
2012-04-24,242.1
2012-04-25,240.3
2012-04-26,236.15
2012-04-27,232.95
2012-04-28,225.25
2012-04-30,223.1
2012-05-02,218.15
2012-05-03,215.95
2012-05-04,209.3
2012-05-07,205.5
2012-05-08,204.05
2012-05-09,201.0
2012-05-10,196.95
2012-05-11,192.45
2012-05-14,186.8
2012-05-15,185.8
2012-05-16,185.15
2012-05-17,189.35
2012-05-18,185.9
2012-05-21,188.3
2012-05-22,187.2
2012-05-23,185.65
2012-05-24,192.65
2012-05-25,191.4
2012-05-28,193.85
2012-05-29,190.0
2012-05-30,186.2
2012-05-31,185.0
2012-06-01,186.7
2012-06-04,184.9
2012-06-05,185.05
2012-06-06,189.55
2012-06-07,189.65
2012-06-08,195.8
2012-06-11,192.9
2012-06-12,187.95
2012-06-13,185.15
2012-06-14,189.0
2012-06-15,186.2
2012-06-18,186.05
2012-06-19,183.85
2012-06-20,180.55
2012-06-21,184.45
2012-06-22,180.0
2012-06-25,182.0
2012-06-26,182.45
2012-06-27,182.25
2012-06-28,177.75
2012-06-29,185.35
2012-07-02,180.35
2012-07-03,180.55
2012-07-04,189.45
2012-07-05,195.9
2012-07-06,207.3
2012-07-09,198.0
2012-07-09,198.0
2012-07-10,201.35
2012-07-11,205.5
2012-07-12,206.15
2012-07-13,200.8
2012-07-16,200.3
2012-07-17,193.85
2012-07-18,194.65
2012-07-19,192.85
2012-07-20,195.75
2012-07-23,193.0
2012-07-24,193.05
2012-07-25,190.4
2012-07-26,190.0
2012-07-27,199.0
2012-07-30,205.85
2012-07-31,206.15
2012-08-01,209.1
2012-08-02,207.1
2012-08-03,204.45
2012-08-06,202.2
2012-08-07,202.05
2012-08-08,202.45
2012-08-09,202.8
2012-08-10,201.0
2012-08-13,205.8
2012-08-14,202.1
2012-08-16,212.9
2012-08-17,210.0
2012-08-21,212.1
2012-08-22,214.0
2012-08-23,215.85
2012-08-24,212.25
2012-08-27,209.9
2012-08-28,206.75
2012-08-29,206.5
2012-08-30,207.4
2012-08-31,204.5
2012-09-03,208.45
2012-09-04,205.5
2012-09-05,207.3
2012-09-06,206.6
2012-09-07,206.15
2012-09-08,206.25
2012-09-10,210.0
2012-09-11,209.15
2012-09-12,210.0
2012-09-13,205.15
2012-09-14,205.8
2012-09-17,208.9
2012-09-18,208.45
2012-09-20,205.15
2012-09-21,207.3
2012-09-24,209.3
2012-09-25,207.75
2012-09-26,207.75
2012-09-27,208.75
2012-09-28,205.9
2012-10-01,207.25
2012-10-03,207.65
2012-10-04,213.9
2012-10-05,213.65
2012-10-08,219.15
2012-10-09,218.4
2012-10-10,215.2
2012-10-11,212.95
2012-10-12,209.2
2012-10-15,210.6
2012-10-16,211.85
2012-10-17,222.75
2012-10-18,236.8
2012-10-19,229.95
2012-10-22,232.65
2012-10-23,235.0
2012-10-25,232.1
2012-10-26,224.45
2012-10-29,221.25
2012-10-30,219.4
2012-10-31,229.05
2012-11-01,228.75
2012-11-02,228.2
2012-11-05,225.3
2012-11-06,227.45
2012-11-07,228.1
2012-11-08,230.6
2012-11-09,228.25
2012-11-12,230.0
2012-11-13,233.55
2012-11-15,233.05
2012-11-16,228.9
2012-11-19,229.2
2012-11-20,227.35
2012-11-21,228.6
2012-11-22,229.75
2012-11-23,230.05
2012-11-26,229.3
2012-11-27,226.75
2012-11-29,225.85
2012-11-30,228.0
2012-12-03,228.15
2012-12-04,228.2
2012-12-05,228.2
2012-12-06,229.0
2012-12-07,233.75
2012-12-10,235.7
2012-12-11,235.8
2012-12-12,229.9
2012-12-13,232.5
2012-12-14,229.15
2012-12-17,230.75
2012-12-18,231.0
2012-12-19,226.0
2012-12-20,227.6
2012-12-21,225.55
2012-12-24,221.3
2012-12-26,221.7
2012-12-27,221.8
2012-12-28,222.9
2012-12-31,223.1
