Date,CENTRALBK
2012-01-02,64.9
2012-01-03,68.4
2012-01-04,69.15
2012-01-05,69.8
2012-01-06,70.0
2012-01-07,70.35
2012-01-09,71.25
2012-01-10,74.85
2012-01-11,76.15
2012-01-12,76.95
2012-01-13,77.2
2012-01-16,76.8
2012-01-17,77.4
2012-01-18,74.95
2012-01-19,76.15
2012-01-20,78.8
2012-01-23,80.0
2012-01-24,84.8
2012-01-25,84.6
2012-01-27,86.3
2012-01-30,84.35
2012-01-31,84.95
2012-02-01,85.25
2012-02-02,85.4
2012-02-03,86.2
2012-02-06,89.6
2012-02-07,99.3
2012-02-08,98.35
2012-02-09,99.65
2012-02-10,100.9
2012-02-13,100.85
2012-02-14,103.3
2012-02-15,107.1
2012-02-16,107.3
2012-02-17,108.05
2012-02-21,109.8
2012-02-22,105.3
2012-02-23,104.45
2012-02-24,104.65
2012-02-27,100.2
2012-02-28,103.35
2012-02-29,102.05
2012-03-01,103.1
2012-03-02,103.5
2012-03-03,102.9
2012-03-05,101.35
2012-03-06,99.95
2012-03-07,99.55
2012-03-09,102.85
2012-03-12,104.3
2012-03-13,105.8
2012-03-14,110.1
2012-03-15,104.7
2012-03-16,103.5
2012-03-19,101.15
2012-03-20,103.55
2012-03-21,105.25
2012-03-22,100.2
2012-03-23,100.5
2012-03-26,98.2
2012-03-27,98.4
2012-03-28,95.25
2012-03-29,93.4
2012-03-30,100.85
2012-04-02,102.15
2012-04-03,102.05
2012-04-04,101.05
2012-04-09,98.3
2012-04-10,101.05
2012-04-11,100.85
2012-04-12,103.9
2012-04-13,100.35
2012-04-16,103.5
2012-04-17,104.0
2012-04-18,102.95
2012-04-19,102.85
2012-04-20,101.1
2012-04-23,99.55
2012-04-24,99.2
2012-04-25,97.65
2012-04-26,95.15
2012-04-27,94.4
2012-04-28,95.0
2012-04-30,97.4
2012-05-02,98.2
2012-05-03,95.3
2012-05-04,92.45
2012-05-07,88.2
2012-05-08,77.45
2012-05-09,77.6
2012-05-10,76.85
2012-05-11,77.8
2012-05-14,75.65
2012-05-15,75.95
2012-05-16,74.8
2012-05-17,74.9
2012-05-18,74.85
2012-05-21,75.5
2012-05-22,71.85
2012-05-23,72.8
2012-05-24,74.6
2012-05-25,74.5
2012-05-28,75.55
2012-05-29,74.4
2012-05-30,72.8
2012-05-31,76.7
2012-06-01,74.8
2012-06-04,74.7
2012-06-05,74.2
2012-06-06,77.25
2012-06-07,79.05
2012-06-08,79.7
2012-06-11,79.8
2012-06-12,81.9
2012-06-13,81.4
2012-06-14,80.45
2012-06-15,81.0
2012-06-18,78.8
2012-06-19,78.1
2012-06-20,78.0
2012-06-21,78.45
2012-06-22,78.25
2012-06-25,78.1
2012-06-26,78.9
2012-06-27,78.1
2012-06-28,77.4
2012-06-29,81.95
2012-07-02,82.75
2012-07-03,82.05
2012-07-04,81.8
2012-07-05,83.9
2012-07-06,83.4
2012-07-09,81.0
2012-07-09,81.0
2012-07-10,82.75
2012-07-11,82.45
2012-07-12,80.4
2012-07-13,80.0
2012-07-16,79.45
2012-07-17,78.5
2012-07-18,78.55
2012-07-19,77.05
2012-07-20,76.05
2012-07-23,74.45
2012-07-24,76.0
2012-07-25,75.15
2012-07-26,73.0
2012-07-27,68.7
2012-07-30,72.65
2012-07-31,71.8
2012-08-01,72.1
2012-08-02,71.05
2012-08-03,70.95
2012-08-06,71.55
2012-08-07,71.85
2012-08-08,72.1
2012-08-09,70.3
2012-08-10,69.85
2012-08-13,69.5
2012-08-14,69.95
2012-08-16,69.95
2012-08-17,69.4
2012-08-21,68.95
2012-08-22,67.4
2012-08-23,66.45
2012-08-24,65.5
2012-08-27,65.15
2012-08-28,64.45
2012-08-29,63.75
2012-08-30,64.65
2012-08-31,65.65
2012-09-03,66.1
2012-09-04,67.1
2012-09-05,65.95
2012-09-06,63.95
2012-09-07,63.45
2012-09-08,64.15
2012-09-10,63.7
2012-09-11,63.25
2012-09-12,63.2
2012-09-13,62.4
2012-09-14,63.75
2012-09-17,67.15
2012-09-18,71.7
2012-09-20,72.4
2012-09-21,76.05
2012-09-24,76.55
2012-09-25,76.4
2012-09-26,77.4
2012-09-27,77.5
2012-09-28,78.2
2012-10-01,79.6
2012-10-03,79.9
2012-10-04,80.1
2012-10-05,77.15
2012-10-08,75.9
2012-10-09,75.7
2012-10-10,73.85
2012-10-11,75.6
2012-10-12,75.95
2012-10-15,75.55
2012-10-16,74.65
2012-10-17,74.45
2012-10-18,77.0
2012-10-19,75.5
2012-10-22,74.25
2012-10-23,72.4
2012-10-25,70.85
2012-10-26,71.05
2012-10-29,71.05
2012-10-30,69.15
2012-10-31,69.65
2012-11-01,70.2
2012-11-02,71.3
2012-11-05,70.1
2012-11-06,72.9
2012-11-07,74.6
2012-11-08,76.1
2012-11-09,74.6
2012-11-12,74.5
2012-11-13,75.3
2012-11-15,76.7
2012-11-16,74.55
2012-11-19,73.55
2012-11-20,73.35
2012-11-21,73.2
2012-11-22,73.65
2012-11-23,73.65
2012-11-26,73.8
2012-11-27,74.5
2012-11-29,74.9
2012-11-30,76.7
2012-12-03,78.45
2012-12-04,78.4
2012-12-05,78.4
2012-12-06,79.95
2012-12-07,80.85
2012-12-10,82.9
2012-12-11,80.85
2012-12-12,81.15
2012-12-13,79.5
2012-12-14,80.6
2012-12-17,82.65
2012-12-18,83.05
2012-12-19,83.0
2012-12-20,82.15
2012-12-21,81.85
2012-12-24,82.95
2012-12-26,83.4
2012-12-27,83.85
2012-12-28,83.85
2012-12-31,83.85
