Date,NAHARCAP
2012-01-02,44.3
2012-01-03,43.05
2012-01-04,47.1
2012-01-05,43.65
2012-01-06,45.0
2012-01-07,46.85
2012-01-09,45.0
2012-01-10,48.05
2012-01-11,47.0
2012-01-12,44.35
2012-01-13,50.55
2012-01-16,46.75
2012-01-17,48.55
2012-01-18,47.05
2012-01-19,47.0
2012-01-20,48.0
2012-01-23,45.7
2012-01-24,46.5
2012-01-25,47.75
2012-01-27,49.35
2012-01-30,47.1
2012-01-31,46.55
2012-02-01,47.4
2012-02-02,47.1
2012-02-03,49.15
2012-02-06,50.1
2012-02-07,51.2
2012-02-08,52.75
2012-02-09,55.95
2012-02-10,55.25
2012-02-13,58.0
2012-02-14,59.2
2012-02-15,57.85
2012-02-16,57.4
2012-02-17,56.0
2012-02-21,55.3
2012-02-22,54.65
2012-02-23,55.0
2012-02-24,51.8
2012-02-27,49.0
2012-02-28,51.65
2012-02-29,49.0
2012-03-01,49.25
2012-03-02,49.5
2012-03-03,48.6
2012-03-05,47.7
2012-03-06,47.6
2012-03-07,47.2
2012-03-09,47.5
2012-03-12,49.9
2012-03-13,50.0
2012-03-14,48.65
2012-03-15,47.6
2012-03-16,47.9
2012-03-19,45.5
2012-03-20,46.3
2012-03-21,47.85
2012-03-22,45.7
2012-03-23,48.0
2012-03-26,45.3
2012-03-27,44.95
2012-03-28,44.9
2012-03-29,44.05
2012-03-30,44.2
2012-04-02,45.3
2012-04-03,45.0
2012-04-04,46.5
2012-04-09,44.15
2012-04-10,45.4
2012-04-11,44.4
2012-04-12,44.5
2012-04-13,44.95
2012-04-16,45.0
2012-04-17,44.55
2012-04-18,45.45
2012-04-19,45.0
2012-04-20,43.95
2012-04-23,42.0
2012-04-24,43.05
2012-04-25,44.95
2012-04-26,43.45
2012-04-27,43.6
2012-04-30,42.05
2012-05-02,42.5
2012-05-03,41.2
2012-05-04,41.2
2012-05-07,41.95
2012-05-08,41.0
2012-05-09,41.5
2012-05-10,41.5
2012-05-11,40.5
2012-05-14,41.0
2012-05-15,40.1
2012-05-16,40.3
2012-05-17,40.2
2012-05-18,40.2
2012-05-21,40.3
2012-05-22,40.5
2012-05-23,39.95
2012-05-24,40.95
2012-05-25,40.75
2012-05-28,40.65
2012-05-29,41.0
2012-05-30,40.4
2012-05-31,42.0
2012-06-01,41.95
2012-06-04,40.7
2012-06-05,41.0
2012-06-06,41.95
2012-06-07,42.4
2012-06-08,41.55
2012-06-11,42.9
2012-06-12,42.8
2012-06-13,42.6
2012-06-14,42.4
2012-06-15,42.3
2012-06-18,43.0
2012-06-19,42.45
2012-06-20,43.5
2012-06-21,41.95
2012-06-22,42.5
2012-06-25,42.65
2012-06-26,43.05
2012-06-27,44.25
2012-06-28,43.6
2012-06-29,44.95
2012-07-02,45.05
2012-07-03,46.1
2012-07-04,47.45
2012-07-05,49.55
2012-07-06,48.95
2012-07-09,47.75
2012-07-09,47.75
2012-07-10,49.7
2012-07-11,48.85
2012-07-12,47.95
2012-07-13,49.1
2012-07-16,48.3
2012-07-17,48.65
2012-07-18,47.75
2012-07-19,48.0
2012-07-20,48.8
2012-07-23,47.0
2012-07-24,46.45
2012-07-25,45.25
2012-07-26,46.5
2012-07-27,46.0
2012-07-30,45.3
2012-07-31,47.5
2012-08-01,46.6
2012-08-02,48.45
2012-08-03,48.1
2012-08-06,48.55
2012-08-07,48.7
2012-08-08,48.6
2012-08-09,48.45
2012-08-10,48.05
2012-08-13,48.5
2012-08-14,48.1
2012-08-16,47.05
2012-08-17,47.5
2012-08-21,46.15
2012-08-22,47.2
2012-08-23,46.65
2012-08-24,46.05
2012-08-27,45.6
2012-08-28,45.6
2012-08-29,44.65
2012-08-30,44.3
2012-08-31,44.5
2012-09-03,46.75
2012-09-04,47.9
2012-09-05,45.25
2012-09-06,47.0
2012-09-07,47.15
2012-09-08,47.05
2012-09-10,47.75
2012-09-11,49.05
2012-09-12,48.75
2012-09-13,48.0
2012-09-14,47.05
2012-09-17,48.0
2012-09-18,47.0
2012-09-20,47.0
2012-09-21,46.6
2012-09-24,47.9
2012-09-25,47.9
2012-09-26,47.8
2012-09-27,46.9
2012-09-28,46.6
2012-10-01,49.15
2012-10-03,49.85
2012-10-04,48.85
2012-10-05,47.4
2012-10-08,48.85
2012-10-09,48.5
2012-10-10,49.05
2012-10-11,48.4
2012-10-12,48.0
2012-10-15,48.0
2012-10-16,48.75
2012-10-17,48.85
2012-10-18,47.3
2012-10-19,46.45
2012-10-22,47.1
2012-10-23,48.0
2012-10-25,47.2
2012-10-26,47.3
2012-10-29,47.6
2012-10-30,48.3
2012-10-31,46.7
2012-11-01,46.55
2012-11-02,46.6
2012-11-05,46.5
2012-11-06,47.4
2012-11-07,46.65
2012-11-08,47.65
2012-11-09,46.95
2012-11-13,46.25
2012-11-15,45.65
2012-11-16,45.2
2012-11-19,46.7
2012-11-20,45.25
2012-11-21,45.5
2012-11-22,44.85
2012-11-23,44.95
2012-11-26,45.5
2012-11-27,44.6
2012-11-29,44.4
2012-11-30,45.75
2012-12-03,44.6
2012-12-04,45.75
2012-12-05,45.05
2012-12-06,45.0
2012-12-07,45.15
2012-12-10,45.55
2012-12-11,45.45
2012-12-12,45.5
2012-12-13,45.8
2012-12-14,45.8
2012-12-17,45.0
2012-12-18,45.0
2012-12-19,45.5
2012-12-20,44.85
2012-12-21,44.5
2012-12-24,44.55
2012-12-26,44.85
2012-12-27,45.55
2012-12-28,44.8
2012-12-31,45.6
