Date,AJANTPHARM
2012-01-02,301.75
2012-01-03,304.2
2012-01-04,303.4
2012-01-05,302.05
2012-01-06,304.35
2012-01-07,300.1
2012-01-09,307.65
2012-01-10,310.6
2012-01-11,312.95
2012-01-12,308.2
2012-01-13,310.0
2012-01-16,309.15
2012-01-17,319.4
2012-01-18,316.4
2012-01-19,318.0
2012-01-20,317.0
2012-01-23,323.9
2012-01-24,345.7
2012-01-25,345.75
2012-01-27,343.25
2012-01-30,340.55
2012-01-31,345.8
2012-02-01,348.3
2012-02-02,348.4
2012-02-03,372.9
2012-02-06,397.6
2012-02-07,391.75
2012-02-08,387.05
2012-02-09,390.35
2012-02-10,397.1
2012-02-13,393.15
2012-02-14,404.75
2012-02-15,412.6
2012-02-16,413.3
2012-02-17,409.0
2012-02-21,417.25
2012-02-22,406.85
2012-02-23,414.55
2012-02-24,415.6
2012-02-27,414.15
2012-02-28,424.1
2012-02-29,424.65
2012-03-01,416.65
2012-03-02,421.45
2012-03-03,414.55
2012-03-05,420.25
2012-03-06,422.75
2012-03-07,423.7
2012-03-09,428.9
2012-03-12,444.7
2012-03-13,441.85
2012-03-14,452.35
2012-03-15,464.15
2012-03-16,454.9
2012-03-19,457.45
2012-03-20,476.1
2012-03-21,476.3
2012-03-22,477.75
2012-03-23,470.2
2012-03-26,452.15
2012-03-27,447.8
2012-03-28,448.85
2012-03-29,443.6
2012-03-30,458.2
2012-04-02,492.2
2012-04-03,491.1
2012-04-04,505.2
2012-04-09,510.15
2012-04-10,518.5
2012-04-11,519.3
2012-04-12,519.85
2012-04-13,513.9
2012-04-16,516.3
2012-04-17,519.45
2012-04-18,524.85
2012-04-19,526.9
2012-04-20,552.55
2012-04-23,555.7
2012-04-24,564.55
2012-04-25,566.55
2012-04-26,538.2
2012-04-27,583.0
2012-04-28,570.3
2012-04-30,564.3
2012-05-02,553.9
2012-05-03,560.75
2012-05-04,543.2
2012-05-07,557.15
2012-05-08,550.05
2012-05-09,548.35
2012-05-10,565.15
2012-05-11,564.85
2012-05-14,554.7
2012-05-15,552.75
2012-05-16,557.4
2012-05-17,565.5
2012-05-18,576.15
2012-05-21,581.7
2012-05-22,589.85
2012-05-23,607.45
2012-05-24,625.8
2012-05-25,646.9
2012-05-28,674.65
2012-05-29,709.95
2012-05-30,747.3
2012-05-31,627.9
2012-06-01,636.45
2012-06-04,627.85
2012-06-05,630.3
2012-06-06,631.85
2012-06-07,630.7
2012-06-08,630.55
2012-06-11,631.0
2012-06-12,627.15
2012-06-13,629.2
2012-06-14,612.75
2012-06-15,602.9
2012-06-18,594.4
2012-06-19,642.7
2012-06-20,675.0
2012-06-21,679.2
2012-06-22,671.75
2012-06-25,693.8
2012-06-26,707.2
2012-06-27,704.5
2012-06-28,686.9
2012-06-29,701.2
2012-07-02,719.15
2012-07-03,723.1
2012-07-04,723.95
2012-07-05,719.45
2012-07-06,707.4
2012-07-09,701.65
2012-07-09,701.65
2012-07-10,716.6
2012-07-11,718.8
2012-07-12,712.8
2012-07-13,709.95
2012-07-16,711.1
2012-07-17,712.65
2012-07-18,711.3
2012-07-19,726.05
2012-07-20,732.95
2012-07-23,729.8
2012-07-24,739.1
2012-07-25,737.95
2012-07-26,715.9
2012-07-27,731.6
2012-07-30,737.2
2012-07-31,743.55
2012-08-01,753.7
2012-08-02,762.2
2012-08-03,761.2
2012-08-06,755.15
2012-08-07,739.5
2012-08-08,731.7
2012-08-09,377.15
2012-08-10,376.6
2012-08-13,376.95
2012-08-14,379.7
2012-08-16,383.7
2012-08-17,388.1
2012-08-21,405.5
2012-08-22,424.0
2012-08-23,425.25
2012-08-24,428.9
2012-08-27,428.5
2012-08-28,414.85
2012-08-29,410.05
2012-08-30,416.85
2012-08-31,415.4
2012-09-03,409.4
2012-09-04,408.55
2012-09-05,407.9
2012-09-06,409.85
2012-09-07,410.05
2012-09-08,413.1
2012-09-10,434.3
2012-09-11,437.6
2012-09-12,441.4
2012-09-13,429.65
2012-09-14,432.9
2012-09-17,419.5
2012-09-18,414.9
2012-09-20,418.75
2012-09-21,426.55
2012-09-24,422.8
2012-09-25,419.9
2012-09-26,418.9
2012-09-27,416.25
2012-09-28,419.75
2012-10-01,417.05
2012-10-03,410.65
2012-10-04,407.9
2012-10-05,393.0
2012-10-08,398.55
2012-10-09,390.25
2012-10-10,386.2
2012-10-11,386.85
2012-10-12,389.35
2012-10-15,381.8
2012-10-16,382.55
2012-10-17,373.3
2012-10-18,374.45
2012-10-19,374.9
2012-10-22,384.75
2012-10-23,386.35
2012-10-25,412.35
2012-10-26,411.25
2012-10-29,406.0
2012-10-30,390.85
2012-10-31,391.4
2012-11-01,395.35
2012-11-02,389.35
2012-11-05,385.3
2012-11-06,380.25
2012-11-07,372.0
2012-11-08,371.15
2012-11-09,363.1
2012-11-12,356.7
2012-11-13,363.75
2012-11-15,362.25
2012-11-16,365.65
2012-11-19,364.5
2012-11-20,363.3
2012-11-21,368.9
2012-11-22,374.4
2012-11-23,368.9
2012-11-26,369.35
2012-11-27,366.35
2012-11-29,370.65
2012-11-30,379.5
2012-12-03,378.25
2012-12-04,378.7
2012-12-05,374.7
2012-12-06,384.35
2012-12-07,394.05
2012-12-10,403.3
2012-12-11,393.85
2012-12-12,396.25
2012-12-13,383.4
2012-12-14,386.55
2012-12-17,397.45
2012-12-18,388.7
2012-12-19,392.85
2012-12-20,389.15
2012-12-21,384.65
2012-12-24,390.2
2012-12-26,385.35
2012-12-27,380.45
2012-12-28,382.9
2012-12-31,382.15
