Date,LINDEINDIA
2012-01-02,270.0
2012-01-03,274.1
2012-01-04,275.5
2012-01-05,278.95
2012-01-06,275.4
2012-01-07,278.1
2012-01-09,278.35
2012-01-10,301.65
2012-01-11,304.75
2012-01-12,303.2
2012-01-13,299.65
2012-01-16,304.95
2012-01-17,305.15
2012-01-18,309.05
2012-01-19,310.65
2012-01-20,312.8
2012-01-23,317.05
2012-01-24,324.9
2012-01-25,326.85
2012-01-27,325.05
2012-01-30,317.2
2012-01-31,317.75
2012-02-01,317.85
2012-02-02,319.0
2012-02-03,318.3
2012-02-06,324.55
2012-02-07,323.6
2012-02-08,321.4
2012-02-09,324.15
2012-02-10,351.6
2012-02-13,375.95
2012-02-14,381.0
2012-02-15,391.25
2012-02-16,399.35
2012-02-17,386.85
2012-02-21,388.95
2012-02-22,379.95
2012-02-23,382.9
2012-02-24,417.05
2012-02-27,408.45
2012-02-28,443.05
2012-02-29,450.65
2012-03-01,443.7
2012-03-02,455.95
2012-03-03,485.4
2012-03-05,483.5
2012-03-06,464.2
2012-03-07,457.85
2012-03-09,465.55
2012-03-12,468.7
2012-03-13,469.45
2012-03-14,460.35
2012-03-15,457.95
2012-03-16,456.4
2012-03-19,453.5
2012-03-20,456.4
2012-03-21,460.3
2012-03-22,454.85
2012-03-23,453.55
2012-03-26,458.35
2012-03-27,450.55
2012-03-28,452.95
2012-03-29,465.55
2012-03-30,475.3
2012-04-02,479.55
2012-04-03,479.55
2012-04-04,480.15
2012-04-09,485.75
2012-04-10,486.05
2012-04-11,503.4
2012-04-12,523.05
2012-04-13,510.2
2012-04-16,514.25
2012-04-17,512.2
2012-04-18,513.1
2012-04-19,497.9
2012-04-20,500.4
2012-04-23,490.8
2012-04-24,479.65
2012-04-25,477.65
2012-04-26,459.6
2012-04-27,443.6
2012-04-28,445.8
2012-04-30,466.2
2012-05-02,449.9
2012-05-03,450.65
2012-05-04,432.7
2012-05-07,441.75
2012-05-08,434.45
2012-05-09,433.2
2012-05-10,432.15
2012-05-11,412.5
2012-05-14,397.0
2012-05-15,405.9
2012-05-16,399.25
2012-05-17,399.5
2012-05-18,414.05
2012-05-21,435.75
2012-05-22,431.15
2012-05-23,432.7
2012-05-24,426.5
2012-05-25,431.9
2012-05-28,435.35
2012-05-29,428.35
2012-05-30,423.65
2012-05-31,384.7
2012-06-01,378.55
2012-06-04,388.3
2012-06-05,379.3
2012-06-06,386.6
2012-06-07,391.9
2012-06-08,402.05
2012-06-11,403.85
2012-06-12,414.7
2012-06-13,413.85
2012-06-14,405.7
2012-06-15,410.45
2012-06-18,401.85
2012-06-19,399.85
2012-06-20,398.75
2012-06-21,400.35
2012-06-22,395.95
2012-06-25,392.3
2012-06-26,389.75
2012-06-27,395.6
2012-06-28,393.4
2012-06-29,398.7
2012-07-02,399.55
2012-07-03,396.1
2012-07-04,400.55
2012-07-05,405.3
2012-07-06,399.95
2012-07-09,394.6
2012-07-09,394.6
2012-07-10,394.2
2012-07-11,392.3
2012-07-12,389.95
2012-07-13,390.85
2012-07-16,399.95
2012-07-17,402.7
2012-07-18,405.0
2012-07-19,395.75
2012-07-20,394.95
2012-07-23,391.9
2012-07-24,394.5
2012-07-25,395.15
2012-07-26,393.5
2012-07-27,384.0
2012-07-30,386.8
2012-07-31,386.8
2012-08-01,388.45
2012-08-02,389.85
2012-08-03,386.8
2012-08-06,414.3
2012-08-07,415.65
2012-08-08,417.95
2012-08-09,419.2
2012-08-10,417.8
2012-08-13,421.85
2012-08-14,421.3
2012-08-16,420.95
2012-08-17,420.2
2012-08-21,418.0
2012-08-22,421.9
2012-08-23,441.9
2012-08-24,434.6
2012-08-27,432.2
2012-08-28,422.1
2012-08-29,422.75
2012-08-30,425.45
2012-08-31,422.3
2012-09-03,424.1
2012-09-04,417.1
2012-09-05,422.85
2012-09-06,438.0
2012-09-07,438.1
2012-09-08,444.4
2012-09-10,457.2
2012-09-11,465.05
2012-09-12,465.35
2012-09-13,460.7
2012-09-14,448.65
2012-09-17,445.8
2012-09-18,452.7
2012-09-20,444.4
2012-09-21,441.65
2012-09-24,447.45
2012-09-25,440.85
2012-09-26,438.15
2012-09-27,441.15
2012-09-28,447.4
2012-10-01,444.15
2012-10-03,445.7
2012-10-04,439.35
2012-10-05,437.2
2012-10-08,438.95
2012-10-09,434.7
2012-10-10,430.7
2012-10-11,431.95
2012-10-12,429.35
2012-10-15,426.7
2012-10-16,420.8
2012-10-17,415.05
2012-10-18,421.55
2012-10-19,426.15
2012-10-22,435.85
2012-10-23,425.7
2012-10-25,421.75
2012-10-26,420.35
2012-10-29,414.7
2012-10-30,408.0
2012-10-31,405.3
2012-11-01,415.45
2012-11-02,415.3
2012-11-05,404.45
2012-11-06,403.1
2012-11-07,410.55
2012-11-08,407.35
2012-11-09,407.2
2012-11-12,407.1
2012-11-13,405.5
2012-11-15,408.8
2012-11-16,400.2
2012-11-19,403.6
2012-11-20,407.45
2012-11-21,386.5
2012-11-22,395.15
2012-11-23,389.35
2012-11-26,401.6
2012-11-27,403.25
2012-11-29,399.9
2012-11-30,399.5
2012-12-03,395.05
2012-12-04,400.0
2012-12-05,399.0
2012-12-06,400.4
2012-12-07,395.55
2012-12-10,396.95
2012-12-11,389.2
2012-12-12,386.2
2012-12-13,380.6
2012-12-14,379.25
2012-12-17,401.75
2012-12-18,405.15
2012-12-19,386.05
2012-12-20,391.2
2012-12-21,382.7
2012-12-24,387.2
2012-12-26,386.1
2012-12-27,382.3
2012-12-28,378.45
2012-12-31,377.4
