Date,J&KBANK
2012-01-02,675.2
2012-01-03,695.35
2012-01-04,701.1
2012-01-05,685.95
2012-01-06,677.65
2012-01-07,678.5
2012-01-09,688.85
2012-01-10,706.05
2012-01-11,712.25
2012-01-12,718.55
2012-01-13,720.1
2012-01-16,729.85
2012-01-17,748.65
2012-01-18,745.35
2012-01-19,745.85
2012-01-20,758.55
2012-01-23,774.15
2012-01-24,774.15
2012-01-25,776.1
2012-01-27,799.95
2012-01-30,813.85
2012-01-31,829.5
2012-02-01,814.6
2012-02-02,823.9
2012-02-03,826.25
2012-02-06,834.4
2012-02-07,826.3
2012-02-08,826.0
2012-02-09,818.9
2012-02-10,814.15
2012-02-13,818.0
2012-02-14,815.5
2012-02-15,830.45
2012-02-16,867.25
2012-02-17,862.45
2012-02-21,844.25
2012-02-22,802.3
2012-02-23,821.4
2012-02-24,833.1
2012-02-27,816.3
2012-02-28,862.25
2012-02-29,864.85
2012-03-01,846.05
2012-03-02,828.7
2012-03-03,827.65
2012-03-05,819.4
2012-03-06,823.5
2012-03-07,816.1
2012-03-09,842.9
2012-03-12,848.95
2012-03-13,847.35
2012-03-14,862.8
2012-03-15,861.95
2012-03-16,854.45
2012-03-19,871.25
2012-03-20,869.45
2012-03-21,878.15
2012-03-22,878.75
2012-03-23,877.1
2012-03-26,868.1
2012-03-27,856.1
2012-03-28,858.4
2012-03-29,881.2
2012-03-30,919.0
2012-04-02,905.0
2012-04-03,911.95
2012-04-04,914.35
2012-04-09,884.35
2012-04-10,889.35
2012-04-11,899.2
2012-04-12,921.55
2012-04-13,909.8
2012-04-16,921.8
2012-04-17,899.6
2012-04-18,934.6
2012-04-19,942.95
2012-04-20,925.65
2012-04-23,907.4
2012-04-24,908.95
2012-04-25,897.0
2012-04-26,904.45
2012-04-27,894.4
2012-04-28,891.35
2012-04-30,941.1
2012-05-02,914.3
2012-05-03,908.95
2012-05-04,903.05
2012-05-07,884.15
2012-05-08,871.35
2012-05-09,851.15
2012-05-10,856.8
2012-05-11,848.25
2012-05-14,864.25
2012-05-15,860.8
2012-05-16,858.7
2012-05-17,860.4
2012-05-18,857.2
2012-05-21,894.65
2012-05-22,898.4
2012-05-23,901.4
2012-05-24,919.4
2012-05-25,919.4
2012-05-28,924.95
2012-05-29,908.05
2012-05-30,906.35
2012-05-31,928.6
2012-06-01,905.3
2012-06-04,900.95
2012-06-05,896.2
2012-06-06,923.55
2012-06-07,929.05
2012-06-08,927.8
2012-06-11,915.6
2012-06-12,933.8
2012-06-13,917.8
2012-06-14,912.15
2012-06-15,915.35
2012-06-18,912.8
2012-06-19,926.95
2012-06-20,932.55
2012-06-21,929.4
2012-06-22,938.85
2012-06-25,949.95
2012-06-26,948.15
2012-06-27,977.2
2012-06-28,973.4
2012-06-29,988.3
2012-07-02,993.55
2012-07-03,998.75
2012-07-04,999.15
2012-07-05,967.95
2012-07-06,962.45
2012-07-09,940.65
2012-07-09,940.65
2012-07-10,927.7
2012-07-11,928.9
2012-07-12,926.65
2012-07-13,932.1
2012-07-16,934.25
2012-07-17,921.8
2012-07-18,918.45
2012-07-19,913.7
2012-07-20,908.6
2012-07-23,928.05
2012-07-24,929.75
2012-07-25,919.0
2012-07-26,908.05
2012-07-27,905.5
2012-07-30,907.55
2012-07-31,914.85
2012-08-01,929.9
2012-08-02,934.95
2012-08-03,924.35
2012-08-06,933.85
2012-08-07,941.35
2012-08-08,939.65
2012-08-09,938.1
2012-08-10,924.85
2012-08-13,925.65
2012-08-14,919.95
2012-08-16,920.35
2012-08-17,926.25
2012-08-21,932.3
2012-08-22,950.65
2012-08-23,942.25
2012-08-24,936.05
2012-08-27,938.8
2012-08-28,926.5
2012-08-29,925.65
2012-08-30,922.55
2012-08-31,919.8
2012-09-03,896.35
2012-09-04,904.55
2012-09-05,899.85
2012-09-06,900.35
2012-09-07,895.55
2012-09-08,900.2
2012-09-10,898.45
2012-09-11,891.55
2012-09-12,888.2
2012-09-13,893.8
2012-09-14,909.4
2012-09-17,915.95
2012-09-18,920.2
2012-09-20,911.75
2012-09-21,908.6
2012-09-24,919.65
2012-09-25,915.25
2012-09-26,920.8
2012-09-27,923.25
2012-09-28,932.7
2012-10-01,993.2
2012-10-03,1010.3
2012-10-04,1008.9
2012-10-05,1019.8
2012-10-08,1033.2
2012-10-09,1076.05
2012-10-10,1052.1
2012-10-11,1084.35
2012-10-12,1133.95
2012-10-15,1158.8
2012-10-16,1166.15
2012-10-17,1163.6
2012-10-18,1169.15
2012-10-19,1158.2
2012-10-22,1132.8
2012-10-23,1162.1
2012-10-25,1169.05
2012-10-26,1147.65
2012-10-29,1145.65
2012-10-30,1120.3
2012-10-31,1224.55
2012-11-01,1227.95
2012-11-02,1229.95
2012-11-05,1216.4
2012-11-06,1305.15
2012-11-07,1337.7
2012-11-08,1351.85
2012-11-09,1304.6
2012-11-12,1362.4
2012-11-13,1377.1
2012-11-15,1393.75
2012-11-16,1321.45
2012-11-19,1353.95
2012-11-20,1332.3
2012-11-21,1330.45
2012-11-22,1312.15
2012-11-23,1307.1
2012-11-26,1319.0
2012-11-27,1348.25
2012-11-29,1380.2
2012-11-30,1375.45
2012-12-03,1378.8
2012-12-04,1394.95
2012-12-05,1407.65
2012-12-06,1405.55
2012-12-07,1405.45
2012-12-10,1413.75
2012-12-11,1408.1
2012-12-12,1404.85
2012-12-13,1365.65
2012-12-14,1361.45
2012-12-17,1346.85
2012-12-18,1339.5
2012-12-19,1343.65
2012-12-20,1320.7
2012-12-21,1299.35
2012-12-24,1299.2
2012-12-26,1297.2
