Date,JMCPROJECT
2012-01-02,83.0
2012-01-03,87.7
2012-01-04,89.7
2012-01-05,89.1
2012-01-06,89.15
2012-01-07,92.3
2012-01-09,93.85
2012-01-10,97.3
2012-01-11,100.65
2012-01-12,101.05
2012-01-13,105.0
2012-01-16,105.15
2012-01-17,106.65
2012-01-18,104.65
2012-01-19,108.25
2012-01-20,109.55
2012-01-23,113.6
2012-01-24,116.25
2012-01-25,117.45
2012-01-27,117.35
2012-01-30,114.1
2012-01-31,114.9
2012-02-01,122.7
2012-02-02,123.95
2012-02-03,122.35
2012-02-06,125.95
2012-02-07,125.5
2012-02-08,128.85
2012-02-09,138.15
2012-02-10,134.9
2012-02-13,132.7
2012-02-14,143.2
2012-02-15,143.2
2012-02-16,142.75
2012-02-17,141.7
2012-02-21,141.0
2012-02-22,134.75
2012-02-23,134.95
2012-02-24,133.15
2012-02-27,125.15
2012-02-28,125.8
2012-02-29,125.1
2012-03-01,122.7
2012-03-02,123.15
2012-03-03,123.95
2012-03-05,123.2
2012-03-06,125.25
2012-03-07,125.55
2012-03-09,125.05
2012-03-12,129.15
2012-03-13,130.05
2012-03-14,131.55
2012-03-15,130.0
2012-03-16,124.5
2012-03-19,122.65
2012-03-20,125.0
2012-03-21,124.9
2012-03-22,116.7
2012-03-23,115.55
2012-03-26,103.9
2012-03-27,95.2
2012-03-28,95.0
2012-03-29,102.35
2012-03-30,108.1
2012-04-02,112.8
2012-04-03,113.6
2012-04-04,111.0
2012-04-09,110.1
2012-04-10,108.2
2012-04-11,107.1
2012-04-12,109.55
2012-04-13,107.6
2012-04-16,107.15
2012-04-17,111.6
2012-04-18,111.75
2012-04-19,114.05
2012-04-20,112.25
2012-04-23,110.5
2012-04-24,109.0
2012-04-25,105.8
2012-04-26,102.7
2012-04-27,101.7
2012-04-28,100.25
2012-04-30,98.6
2012-05-02,103.65
2012-05-03,103.4
2012-05-04,101.75
2012-05-07,103.55
2012-05-08,102.7
2012-05-09,102.35
2012-05-10,102.9
2012-05-11,102.85
2012-05-14,103.7
2012-05-15,104.2
2012-05-16,106.25
2012-05-17,107.35
2012-05-18,103.95
2012-05-21,117.05
2012-05-22,112.45
2012-05-23,118.55
2012-05-24,117.35
2012-05-25,118.85
2012-05-28,117.5
2012-05-29,113.0
2012-05-30,109.9
2012-05-31,113.35
2012-06-01,113.0
2012-06-04,114.0
2012-06-05,115.25
2012-06-06,114.95
2012-06-07,115.4
2012-06-08,115.05
2012-06-11,118.9
2012-06-12,121.7
2012-06-13,119.5
2012-06-14,118.25
2012-06-15,116.35
2012-06-18,115.6
2012-06-19,112.9
2012-06-20,114.75
2012-06-21,116.05
2012-06-22,116.05
2012-06-25,115.95
2012-06-26,116.6
2012-06-27,120.05
2012-06-28,120.65
2012-06-29,122.05
2012-07-02,120.1
2012-07-03,120.75
2012-07-04,120.5
2012-07-05,123.9
2012-07-06,124.75
2012-07-09,122.3
2012-07-09,122.3
2012-07-10,125.7
2012-07-11,122.3
2012-07-12,122.3
2012-07-13,127.0
2012-07-16,123.65
2012-07-17,120.05
2012-07-18,122.5
2012-07-19,124.0
2012-07-20,123.55
2012-07-23,128.05
2012-07-24,124.4
2012-07-25,122.3
2012-07-26,114.5
2012-07-27,113.6
2012-07-30,114.5
2012-07-31,119.45
2012-08-01,117.75
2012-08-02,123.2
2012-08-03,118.0
2012-08-06,105.95
2012-08-07,107.0
2012-08-08,105.55
2012-08-09,103.05
2012-08-10,102.05
2012-08-13,101.1
2012-08-14,100.55
2012-08-16,99.85
2012-08-17,101.5
2012-08-21,100.45
2012-08-22,105.25
2012-08-23,107.85
2012-08-24,106.1
2012-08-27,106.25
2012-08-28,104.5
2012-08-29,102.7
2012-08-30,100.2
2012-08-31,100.6
2012-09-03,99.9
2012-09-04,101.2
2012-09-05,97.45
2012-09-06,97.2
2012-09-07,96.5
2012-09-08,98.45
2012-09-10,99.6
2012-09-11,96.15
2012-09-12,96.6
2012-09-13,97.65
2012-09-14,99.1
2012-09-17,98.05
2012-09-18,99.15
2012-09-20,103.15
2012-09-21,107.65
2012-09-24,110.25
2012-09-25,110.65
2012-09-26,110.2
2012-09-27,109.3
2012-09-28,110.85
2012-10-01,110.55
2012-10-03,114.15
2012-10-04,112.3
2012-10-05,112.6
2012-10-08,115.35
2012-10-09,112.25
2012-10-10,113.95
2012-10-11,115.55
2012-10-12,113.5
2012-10-15,113.05
2012-10-16,112.0
2012-10-17,111.3
2012-10-18,114.35
2012-10-19,112.5
2012-10-22,111.5
2012-10-23,115.45
2012-10-25,115.05
2012-10-26,115.3
2012-10-29,115.0
2012-10-30,115.0
2012-10-31,115.2
2012-11-01,107.25
2012-11-02,106.75
2012-11-05,102.9
2012-11-06,102.95
2012-11-07,105.65
2012-11-08,105.3
2012-11-09,106.7
2012-11-12,106.9
2012-11-13,106.8
2012-11-15,107.05
2012-11-16,108.95
2012-11-19,105.95
2012-11-20,106.45
2012-11-21,106.3
2012-11-22,107.05
2012-11-23,108.1
2012-11-26,107.45
2012-11-27,107.05
2012-11-29,108.05
2012-11-30,111.2
2012-12-03,110.0
2012-12-04,108.95
2012-12-05,107.8
2012-12-06,106.85
2012-12-07,107.85
2012-12-10,111.15
2012-12-11,109.15
2012-12-12,108.5
2012-12-13,108.3
2012-12-14,108.05
2012-12-17,109.9
2012-12-18,110.75
2012-12-19,111.2
2012-12-20,129.5
2012-12-21,119.45
2012-12-24,121.5
2012-12-26,119.6
2012-12-27,117.8
2012-12-28,114.9
2012-12-31,114.9
