Date,NFL
2012-01-02,52.05
2012-01-03,55.35
2012-01-04,62.85
2012-01-05,65.8
2012-01-06,67.6
2012-01-07,79.15
2012-01-09,82.8
2012-01-10,82.9
2012-01-11,82.65
2012-01-12,81.5
2012-01-13,81.25
2012-01-16,84.35
2012-01-17,81.8
2012-01-18,76.25
2012-01-19,78.25
2012-01-20,76.4
2012-01-23,75.4
2012-01-24,76.7
2012-01-25,76.9
2012-01-27,76.9
2012-01-30,82.0
2012-01-31,83.2
2012-02-01,85.75
2012-02-02,84.8
2012-02-03,83.6
2012-02-06,83.6
2012-02-07,81.35
2012-02-08,83.55
2012-02-09,84.6
2012-02-10,84.55
2012-02-13,93.0
2012-02-14,90.85
2012-02-15,92.6
2012-02-16,93.95
2012-02-17,90.5
2012-02-21,89.85
2012-02-22,83.4
2012-02-23,87.8
2012-02-24,86.65
2012-02-27,83.6
2012-02-28,90.8
2012-02-29,90.35
2012-03-01,92.25
2012-03-02,90.0
2012-03-03,93.4
2012-03-05,90.6
2012-03-06,88.45
2012-03-07,88.65
2012-03-09,89.3
2012-03-12,92.6
2012-03-13,92.95
2012-03-14,92.7
2012-03-15,90.7
2012-03-16,88.2
2012-03-19,84.65
2012-03-20,83.05
2012-03-21,82.85
2012-03-22,79.6
2012-03-23,76.8
2012-03-26,73.6
2012-03-27,71.05
2012-03-28,69.8
2012-03-29,70.25
2012-03-30,71.5
2012-04-02,73.45
2012-04-03,76.15
2012-04-04,77.2
2012-04-09,76.0
2012-04-10,77.05
2012-04-11,75.95
2012-04-12,75.95
2012-04-13,73.35
2012-04-16,73.25
2012-04-17,73.5
2012-04-18,74.4
2012-04-19,74.3
2012-04-20,73.1
2012-04-23,70.7
2012-04-24,69.6
2012-04-25,69.5
2012-04-26,70.45
2012-04-27,69.8
2012-04-28,80.9
2012-04-30,79.6
2012-05-02,78.65
2012-05-03,78.7
2012-05-04,76.1
2012-05-07,73.5
2012-05-08,74.05
2012-05-09,72.1
2012-05-10,72.55
2012-05-11,71.5
2012-05-14,72.35
2012-05-15,77.5
2012-05-16,76.45
2012-05-17,75.65
2012-05-18,74.5
2012-05-21,75.3
2012-05-22,75.05
2012-05-23,75.5
2012-05-24,76.75
2012-05-25,76.8
2012-05-28,81.2
2012-05-29,79.4
2012-05-30,79.1
2012-05-31,78.9
2012-06-01,76.4
2012-06-04,79.75
2012-06-05,80.95
2012-06-06,82.2
2012-06-07,82.0
2012-06-08,81.15
2012-06-11,81.05
2012-06-12,81.4
2012-06-13,82.65
2012-06-14,83.0
2012-06-15,81.2
2012-06-18,80.8
2012-06-19,80.95
2012-06-20,81.5
2012-06-21,81.55
2012-06-22,81.0
2012-06-25,80.5
2012-06-26,81.05
2012-06-27,80.9
2012-06-28,81.75
2012-06-29,82.95
2012-07-02,82.75
2012-07-03,82.95
2012-07-04,84.7
2012-07-05,86.15
2012-07-06,86.35
2012-07-09,84.1
2012-07-09,84.1
2012-07-10,85.85
2012-07-11,86.95
2012-07-12,85.15
2012-07-13,84.35
2012-07-16,82.35
2012-07-17,81.85
2012-07-18,81.9
2012-07-19,81.7
2012-07-20,81.0
2012-07-23,79.15
2012-07-24,78.8
2012-07-25,78.0
2012-07-26,75.9
2012-07-27,74.0
2012-07-30,75.25
2012-07-31,74.4
2012-08-01,75.35
2012-08-02,76.0
2012-08-03,74.45
2012-08-06,75.85
2012-08-07,76.15
2012-08-08,81.1
2012-08-09,81.9
2012-08-10,80.8
2012-08-13,80.5
2012-08-14,79.4
2012-08-16,77.15
2012-08-17,76.2
2012-08-21,75.2
2012-08-22,75.2
2012-08-23,75.1
2012-08-24,72.65
2012-08-27,72.1
2012-08-28,70.7
2012-08-29,68.0
2012-08-30,68.35
2012-08-31,68.5
2012-09-03,72.05
2012-09-04,72.85
2012-09-05,71.75
2012-09-06,72.0
2012-09-07,75.15
2012-09-08,78.75
2012-09-10,75.5
2012-09-11,76.15
2012-09-12,76.0
2012-09-13,75.3
2012-09-14,75.3
2012-09-17,77.35
2012-09-18,78.7
2012-09-20,78.95
2012-09-21,83.15
2012-09-24,82.8
2012-09-25,83.8
2012-09-26,82.05
2012-09-27,84.55
2012-09-28,81.85
2012-10-01,82.1
2012-10-03,81.85
2012-10-04,82.0
2012-10-05,80.55
2012-10-08,80.1
2012-10-09,80.25
2012-10-10,79.2
2012-10-11,82.5
2012-10-12,80.3
2012-10-15,80.05
2012-10-16,78.75
2012-10-17,79.05
2012-10-18,79.6
2012-10-19,78.7
2012-10-22,78.5
2012-10-23,77.8
2012-10-25,77.85
2012-10-26,77.75
2012-10-29,77.65
2012-10-30,76.0
2012-10-31,76.35
2012-11-01,76.95
2012-11-02,80.9
2012-11-05,79.25
2012-11-06,79.6
2012-11-07,79.1
2012-11-08,78.3
2012-11-09,77.85
2012-11-12,77.9
2012-11-13,78.4
2012-11-15,76.45
2012-11-16,75.7
2012-11-19,75.6
2012-11-20,73.7
2012-11-21,73.65
2012-11-22,74.15
2012-11-23,73.7
2012-11-26,74.65
2012-11-27,75.15
2012-11-29,74.3
2012-11-30,74.95
2012-12-03,75.25
2012-12-04,76.65
2012-12-05,76.9
2012-12-06,78.95
2012-12-07,77.05
2012-12-10,77.45
2012-12-11,78.15
2012-12-12,77.35
2012-12-13,76.75
2012-12-14,78.35
2012-12-17,78.5
2012-12-18,77.55
2012-12-19,78.45
2012-12-20,79.3
2012-12-21,77.7
2012-12-24,77.75
2012-12-26,78.4
2012-12-27,76.6
2012-12-28,76.5
2012-12-31,76.25
