Date,ABBOTINDIA
2012-01-02,1467.25
2012-01-03,1450.7
2012-01-04,1446.2
2012-01-05,1445.35
2012-01-06,1445.0
2012-01-07,1450.0
2012-01-09,1445.75
2012-01-10,1460.95
2012-01-11,1446.75
2012-01-12,1446.85
2012-01-13,1431.15
2012-01-16,1439.8
2012-01-17,1483.15
2012-01-18,1477.45
2012-01-19,1479.3
2012-01-20,1478.65
2012-01-23,1478.25
2012-01-24,1469.6
2012-01-25,1480.75
2012-01-27,1454.1
2012-01-30,1437.7
2012-01-31,1466.35
2012-02-01,1476.65
2012-02-02,1478.2
2012-02-03,1466.5
2012-02-06,1460.25
2012-02-07,1475.65
2012-02-08,1493.65
2012-02-09,1503.55
2012-02-10,1496.15
2012-02-13,1486.45
2012-02-14,1485.0
2012-02-15,1490.2
2012-02-16,1480.15
2012-02-17,1495.35
2012-02-21,1487.7
2012-02-22,1474.95
2012-02-23,1474.3
2012-02-24,1475.35
2012-02-27,1471.1
2012-02-28,1468.5
2012-02-29,1535.8
2012-03-01,1511.1
2012-03-02,1508.4
2012-03-03,1527.4
2012-03-05,1509.85
2012-03-06,1572.4
2012-03-07,1543.15
2012-03-09,1539.65
2012-03-12,1521.85
2012-03-13,1525.95
2012-03-14,1552.5
2012-03-15,1496.25
2012-03-16,1501.7
2012-03-19,1502.6
2012-03-20,1509.4
2012-03-21,1516.9
2012-03-22,1503.5
2012-03-23,1502.35
2012-03-26,1499.35
2012-03-27,1495.35
2012-03-28,1503.2
2012-03-29,1502.5
2012-03-30,1528.2
2012-04-02,1520.95
2012-04-03,1529.8
2012-04-04,1576.15
2012-04-09,1563.05
2012-04-10,1594.4
2012-04-11,1606.6
2012-04-12,1635.15
2012-04-13,1712.0
2012-04-16,1719.55
2012-04-17,1732.15
2012-04-18,1722.35
2012-04-19,1758.25
2012-04-20,1725.25
2012-04-23,1708.75
2012-04-24,1683.95
2012-04-25,1642.7
2012-04-26,1649.8
2012-04-27,1647.3
2012-04-28,1633.75
2012-04-30,1626.5
2012-05-02,1608.85
2012-05-03,1603.25
2012-05-04,1575.15
2012-05-07,1559.35
2012-05-08,1565.65
2012-05-09,1508.2
2012-05-10,1512.85
2012-05-11,1520.65
2012-05-14,1506.9
2012-05-15,1457.45
2012-05-16,1465.35
2012-05-17,1465.3
2012-05-18,1467.05
2012-05-21,1454.1
2012-05-22,1435.45
2012-05-23,1433.65
2012-05-24,1446.5
2012-05-25,1467.55
2012-05-28,1454.15
2012-05-29,1456.3
2012-05-30,1435.55
2012-05-31,1386.25
2012-06-01,1423.7
2012-06-04,1409.55
2012-06-05,1419.85
2012-06-06,1441.5
2012-06-07,1454.0
2012-06-08,1462.05
2012-06-11,1460.3
2012-06-12,1474.45
2012-06-13,1481.25
2012-06-14,1454.6
2012-06-15,1460.3
2012-06-18,1436.4
2012-06-19,1439.3
2012-06-20,1427.6
2012-06-21,1438.2
2012-06-22,1439.35
2012-06-25,1441.55
2012-06-26,1433.05
2012-06-27,1454.45
2012-06-28,1457.45
2012-06-29,1477.2
2012-07-02,1464.3
2012-07-03,1474.8
2012-07-04,1489.65
2012-07-05,1505.9
2012-07-06,1503.4
2012-07-09,1491.0
2012-07-09,1491.0
2012-07-10,1491.3
2012-07-11,1475.6
2012-07-12,1473.7
2012-07-13,1478.9
2012-07-16,1475.75
2012-07-17,1491.25
2012-07-18,1493.7
2012-07-19,1489.05
2012-07-20,1465.1
2012-07-23,1474.45
2012-07-24,1470.9
2012-07-25,1471.9
2012-07-26,1449.5
2012-07-27,1444.85
2012-07-30,1464.4
2012-07-31,1456.1
2012-08-01,1489.1
2012-08-02,1505.85
2012-08-03,1497.55
2012-08-06,1515.55
2012-08-07,1505.85
2012-08-08,1508.55
2012-08-09,1540.75
2012-08-10,1534.8
2012-08-13,1546.85
2012-08-14,1557.0
2012-08-16,1571.0
2012-08-17,1573.15
2012-08-21,1587.5
2012-08-22,1597.45
2012-08-23,1584.3
2012-08-24,1584.75
2012-08-27,1581.95
2012-08-28,1591.5
2012-08-29,1581.9
2012-08-30,1588.95
2012-08-31,1608.75
2012-09-03,1595.55
2012-09-04,1607.1
2012-09-05,1585.6
2012-09-06,1583.95
2012-09-07,1586.0
2012-09-08,1593.4
2012-09-10,1602.75
2012-09-11,1602.55
2012-09-12,1604.75
2012-09-13,1583.75
2012-09-14,1610.05
2012-09-17,1610.75
2012-09-18,1600.7
2012-09-20,1585.65
2012-09-21,1600.85
2012-09-24,1599.35
2012-09-25,1596.15
2012-09-26,1580.15
2012-09-27,1590.3
2012-09-28,1600.55
2012-10-01,1587.2
2012-10-03,1603.85
2012-10-04,1599.2
2012-10-05,1581.15
2012-10-08,1566.05
2012-10-09,1551.45
2012-10-10,1533.95
2012-10-11,1527.05
2012-10-12,1518.85
2012-10-15,1492.6
2012-10-16,1461.95
2012-10-17,1455.3
2012-10-18,1484.85
2012-10-19,1486.4
2012-10-22,1482.9
2012-10-23,1478.0
2012-10-25,1484.15
2012-10-26,1462.75
2012-10-29,1467.4
2012-10-30,1465.15
2012-10-31,1437.7
2012-11-01,1456.15
2012-11-02,1453.65
2012-11-05,1429.3
2012-11-06,1469.95
2012-11-07,1471.45
2012-11-08,1455.75
2012-11-09,1466.9
2012-11-12,1440.05
2012-11-13,1466.1
2012-11-15,1449.75
2012-11-16,1440.25
2012-11-19,1434.05
2012-11-20,1431.05
2012-11-21,1441.9
2012-11-22,1454.45
2012-11-23,1431.05
2012-11-26,1430.9
2012-11-27,1456.3
2012-11-29,1467.0
2012-11-30,1477.9
2012-12-03,1451.0
2012-12-04,1463.9
2012-12-05,1467.8
2012-12-06,1468.1
2012-12-07,1448.15
2012-12-10,1446.5
2012-12-11,1442.3
2012-12-12,1452.1
2012-12-13,1450.15
2012-12-14,1479.7
2012-12-17,1470.75
2012-12-18,1483.25
2012-12-19,1470.55
2012-12-20,1479.35
2012-12-21,1474.55
2012-12-24,1479.1
2012-12-26,1482.45
2012-12-27,1484.65
2012-12-28,1486.6
2012-12-31,1482.5
