Date,WHIRLPOOL
2012-01-02,148.55
2012-01-03,146.7
2012-01-04,144.5
2012-01-05,145.6
2012-01-06,147.65
2012-01-07,148.3
2012-01-09,147.75
2012-01-10,151.65
2012-01-11,158.5
2012-01-12,160.95
2012-01-13,163.35
2012-01-16,168.15
2012-01-17,174.25
2012-01-18,178.05
2012-01-19,185.75
2012-01-20,179.2
2012-01-23,171.6
2012-01-24,173.45
2012-01-25,178.15
2012-01-27,173.65
2012-01-30,171.15
2012-01-31,174.15
2012-02-01,179.15
2012-02-02,179.65
2012-02-03,177.95
2012-02-06,176.4
2012-02-07,174.5
2012-02-08,179.8
2012-02-09,180.0
2012-02-10,178.0
2012-02-13,184.05
2012-02-14,183.15
2012-02-15,189.15
2012-02-16,189.7
2012-02-17,197.6
2012-02-21,203.4
2012-02-22,201.6
2012-02-23,193.65
2012-02-24,187.85
2012-02-27,180.35
2012-02-28,180.95
2012-02-29,180.65
2012-03-01,178.95
2012-03-02,181.05
2012-03-03,179.6
2012-03-05,180.05
2012-03-06,179.85
2012-03-07,179.75
2012-03-09,182.45
2012-03-12,185.05
2012-03-13,186.55
2012-03-14,187.95
2012-03-15,189.5
2012-03-16,187.5
2012-03-19,185.1
2012-03-20,185.0
2012-03-21,188.2
2012-03-22,184.4
2012-03-23,186.6
2012-03-26,186.0
2012-03-27,186.1
2012-03-28,186.2
2012-03-29,188.4
2012-03-30,198.65
2012-04-02,205.45
2012-04-03,222.55
2012-04-04,227.85
2012-04-09,219.3
2012-04-10,215.8
2012-04-11,215.35
2012-04-12,224.9
2012-04-13,222.75
2012-04-16,235.5
2012-04-17,233.45
2012-04-18,229.75
2012-04-19,226.55
2012-04-20,222.85
2012-04-23,219.85
2012-04-24,217.75
2012-04-25,213.35
2012-04-26,213.5
2012-04-27,216.0
2012-04-28,214.45
2012-04-30,216.9
2012-05-02,216.55
2012-05-03,212.9
2012-05-04,209.65
2012-05-07,208.45
2012-05-08,208.95
2012-05-09,208.25
2012-05-10,206.05
2012-05-11,208.05
2012-05-14,206.7
2012-05-15,211.35
2012-05-16,210.35
2012-05-17,207.95
2012-05-18,208.65
2012-05-21,207.4
2012-05-22,207.45
2012-05-23,203.9
2012-05-24,207.15
2012-05-25,205.55
2012-05-28,206.7
2012-05-29,205.35
2012-05-30,203.25
2012-05-31,207.6
2012-06-01,205.6
2012-06-04,205.5
2012-06-05,204.85
2012-06-06,204.3
2012-06-07,202.55
2012-06-08,201.3
2012-06-11,203.25
2012-06-12,203.6
2012-06-13,202.0
2012-06-14,200.7
2012-06-15,202.85
2012-06-18,201.7
2012-06-19,202.1
2012-06-20,202.8
2012-06-21,202.45
2012-06-22,199.35
2012-06-25,197.55
2012-06-26,195.15
2012-06-27,195.85
2012-06-28,194.05
2012-06-29,200.1
2012-07-02,200.5
2012-07-03,200.2
2012-07-04,219.95
2012-07-05,221.4
2012-07-06,227.45
2012-07-09,224.7
2012-07-10,228.9
2012-07-11,230.4
2012-07-12,219.45
2012-07-13,218.45
2012-07-16,220.85
2012-07-17,216.7
2012-07-18,215.45
2012-07-19,214.5
2012-07-20,215.15
2012-07-23,209.7
2012-07-24,209.5
2012-07-25,212.3
2012-07-26,215.15
2012-07-27,219.8
2012-07-30,220.15
2012-07-31,222.95
2012-08-01,224.45
2012-08-02,220.4
2012-08-03,221.3
2012-08-06,229.8
2012-08-07,236.5
2012-08-08,245.0
2012-08-09,239.35
2012-08-10,241.95
2012-08-13,253.7
2012-08-14,257.85
2012-08-16,256.5
2012-08-17,263.4
2012-08-21,259.4
2012-08-22,261.15
2012-08-23,258.9
2012-08-24,260.35
2012-08-27,256.85
2012-08-28,253.35
2012-08-29,248.95
2012-08-30,251.75
2012-08-31,253.65
2012-09-03,258.9
2012-09-04,258.55
2012-09-05,254.4
2012-09-06,254.3
2012-09-07,261.2
2012-09-08,264.7
2012-09-10,260.85
2012-09-11,254.45
2012-09-12,255.3
2012-09-13,249.9
2012-09-14,250.7
2012-09-17,256.05
2012-09-18,262.1
2012-09-20,254.95
2012-09-21,255.1
2012-09-24,254.7
2012-09-25,255.95
2012-09-26,253.8
2012-09-27,255.25
2012-09-28,260.2
2012-10-01,259.4
2012-10-03,262.35
2012-10-04,264.2
2012-10-05,259.7
2012-10-08,260.0
2012-10-09,256.0
2012-10-10,249.55
2012-10-11,249.1
2012-10-12,246.45
2012-10-15,246.95
2012-10-16,243.4
2012-10-17,246.6
2012-10-18,248.15
2012-10-19,247.8
2012-10-22,250.05
2012-10-23,251.4
2012-10-25,254.15
2012-10-26,250.85
2012-10-29,255.95
2012-10-30,250.0
2012-10-31,250.05
2012-11-01,258.85
2012-11-02,255.8
2012-11-05,257.75
2012-11-06,256.15
2012-11-07,258.5
2012-11-08,265.05
2012-11-09,261.15
2012-11-12,257.9
2012-11-13,258.8
2012-11-15,254.55
2012-11-16,252.55
2012-11-19,253.8
2012-11-20,250.65
2012-11-21,250.95
2012-11-22,251.65
2012-11-23,250.7
2012-11-26,254.2
2012-11-27,257.9
2012-11-29,261.5
2012-11-30,264.35
2012-12-03,265.0
2012-12-04,260.25
2012-12-05,262.35
2012-12-06,273.8
2012-12-07,276.4
2012-12-10,277.55
2012-12-11,273.35
2012-12-12,274.6
2012-12-13,271.6
2012-12-14,280.3
2012-12-17,276.05
2012-12-18,273.95
2012-12-19,276.35
2012-12-20,276.45
2012-12-21,273.25
2012-12-24,275.5
2012-12-26,273.25
2012-12-27,270.2
2012-12-28,268.85
2012-12-31,264.8
