Date,WENDT
2012-08-24,1740.45
2012-08-27,1744.5
2012-08-28,1743.95
2012-08-29,1715.05
2012-08-30,1715.45
2012-08-31,1752.35
2012-09-03,1695.1
2012-09-04,1684.7
2012-09-05,1679.0
2012-09-06,1722.95
2012-09-07,1698.25
2012-09-08,1690.1
2012-09-10,1681.0
2012-09-11,1691.0
2012-09-12,1706.95
2012-09-13,1710.0
2012-09-14,1702.0
2012-09-17,1729.8
2012-09-18,1696.75
2012-09-20,1699.9
2012-09-21,1700.0
2012-09-24,1692.75
2012-09-25,1689.25
2012-09-26,1670.0
2012-09-27,1674.1
2012-09-28,1683.2
2012-10-01,1722.15
2012-10-03,1683.55
2012-10-04,1679.7
2012-10-05,1689.75
2012-10-08,1682.4
2012-10-09,1726.15
2012-10-10,1711.85
2012-10-11,1723.4
2012-10-12,1667.55
2012-10-15,1671.35
2012-10-16,1674.65
2012-10-17,1665.3
2012-10-18,1666.0
2012-10-19,1675.8
2012-10-22,1671.7
2012-10-23,1670.0
2012-10-25,1675.0
2012-10-26,1606.35
2012-10-29,1525.0
2012-10-30,1521.3
2012-10-31,1568.1
2012-11-01,1551.7
2012-11-02,1535.5
2012-11-05,1529.25
2012-11-06,1516.05
2012-11-07,1524.3
2012-11-08,1517.5
2012-11-09,1515.65
2012-11-12,1502.0
2012-11-13,1516.15
2012-11-15,1489.55
2012-11-16,1488.0
2012-11-19,1494.45
2012-11-20,1479.45
2012-11-21,1500.0
2012-11-22,1461.3
2012-11-23,1463.0
2012-11-26,1483.55
2012-11-27,1483.25
2012-11-29,1478.65
2012-11-30,1500.1
2012-12-03,1523.25
2012-12-04,1531.8
2012-12-05,1526.95
2012-12-06,1520.4
2012-12-07,1510.35
2012-12-10,1528.7
2012-12-11,1515.1
2012-12-12,1495.15
2012-12-13,1490.3
2012-12-14,1472.65
2012-12-17,1449.95
2012-12-18,1449.35
2012-12-19,1439.35
2012-12-20,1440.4
2012-12-21,1441.3
2012-12-24,1438.0
2012-12-26,1446.75
2012-12-27,1446.1
2012-12-28,1430.6
2012-12-31,1428.65
