Date,SANWARIA
2012-01-02,10.4
2012-01-03,12.45
2012-01-04,13.9
2012-01-05,12.9
2012-01-06,12.3
2012-01-07,12.2
2012-01-09,12.75
2012-01-10,13.25
2012-01-11,13.7
2012-01-12,13.8
2012-01-13,14.6
2012-01-16,13.95
2012-01-17,14.1
2012-01-18,13.75
2012-01-19,13.65
2012-01-20,13.35
2012-01-23,14.8
2012-01-24,15.5
2012-01-25,16.65
2012-01-27,17.3
2012-01-30,16.05
2012-01-31,17.15
2012-02-01,17.4
2012-02-02,17.65
2012-02-03,17.95
2012-02-06,17.9
2012-02-07,19.05
2012-02-08,19.05
2012-02-09,18.9
2012-02-10,18.9
2012-02-13,20.3
2012-02-14,22.35
2012-02-15,21.25
2012-02-16,18.2
2012-02-17,18.95
2012-02-21,19.2
2012-02-22,17.35
2012-02-23,16.55
2012-02-24,16.15
2012-02-27,14.65
2012-02-28,16.0
2012-02-29,16.0
2012-03-01,15.8
2012-03-02,15.75
2012-03-03,15.35
2012-03-05,15.3
2012-03-06,15.15
2012-03-07,15.1
2012-03-09,15.25
2012-03-12,15.45
2012-03-13,17.25
2012-03-14,18.2
2012-03-15,17.5
2012-03-16,18.15
2012-03-19,17.7
2012-03-20,18.05
2012-03-21,20.05
2012-03-22,21.05
2012-03-23,22.05
2012-03-26,23.25
2012-03-27,24.4
2012-03-28,25.4
2012-03-29,26.0
2012-03-30,28.55
2012-04-02,31.4
2012-04-03,30.9
2012-04-04,30.25
2012-04-09,29.5
2012-04-10,30.15
2012-04-11,30.35
2012-04-12,32.4
2012-04-13,32.75
2012-04-16,33.15
2012-04-17,36.4
2012-04-18,38.15
2012-04-19,39.45
2012-04-20,39.35
2012-04-23,37.95
2012-04-24,39.05
2012-04-25,37.8
2012-04-26,38.35
2012-04-27,37.85
2012-04-28,37.6
2012-04-30,37.4
2012-05-02,35.95
2012-05-03,34.2
2012-05-04,32.5
2012-05-07,30.9
2012-05-08,27.95
2012-05-09,26.15
2012-05-10,23.6
2012-05-11,24.75
2012-05-14,25.95
2012-05-15,26.9
2012-05-16,25.7
2012-05-17,26.65
2012-05-18,26.25
2012-05-21,27.55
2012-05-22,28.55
2012-05-23,29.8
2012-05-24,31.2
2012-05-25,32.75
2012-05-28,34.35
2012-05-29,34.4
2012-05-30,33.4
2012-05-31,32.45
2012-06-01,31.1
2012-06-04,32.2
2012-06-05,32.2
2012-06-06,33.0
2012-06-07,32.85
2012-06-08,32.75
2012-06-11,32.05
2012-06-12,32.5
2012-06-13,32.9
2012-06-14,32.4
2012-06-15,32.05
2012-06-18,31.35
2012-06-19,30.7
2012-06-20,30.85
2012-06-21,30.6
2012-06-22,30.4
2012-06-25,30.15
2012-06-26,30.35
2012-06-27,30.75
2012-06-28,30.65
2012-06-29,32.15
2012-07-02,32.3
2012-07-03,31.6
2012-07-04,31.7
2012-07-05,32.95
2012-07-06,32.75
2012-07-09,32.3
2012-07-10,32.75
2012-07-11,32.9
2012-07-12,32.25
2012-07-13,32.95
2012-07-16,32.3
2012-07-17,33.95
2012-07-18,37.3
2012-07-19,34.3
2012-07-20,34.65
2012-07-23,33.45
2012-07-24,35.6
2012-07-25,34.7
2012-07-26,35.35
2012-07-27,34.4
2012-07-30,36.1
2012-07-31,35.7
2012-08-01,35.85
2012-08-02,37.9
2012-08-03,37.6
2012-08-06,37.85
2012-08-07,36.15
2012-08-08,36.85
2012-08-09,38.85
2012-08-10,37.65
2012-08-13,38.0
2012-08-14,37.85
2012-08-16,37.6
2012-08-17,36.85
2012-08-21,36.0
2012-08-22,39.55
2012-08-23,40.0
2012-08-24,42.0
2012-08-27,41.9
2012-08-28,40.55
2012-08-29,40.25
2012-08-30,40.35
2012-08-31,40.2
2012-09-03,43.6
2012-09-04,43.65
2012-09-05,42.65
2012-09-06,43.55
2012-09-07,43.65
2012-09-08,43.95
2012-09-10,43.9
2012-09-11,43.8
2012-09-12,43.85
2012-09-13,45.55
2012-09-14,45.55
2012-09-17,46.8
2012-09-18,45.9
2012-09-20,42.85
2012-09-21,45.05
2012-09-24,45.5
2012-09-25,45.35
2012-09-26,44.9
2012-09-27,45.05
2012-09-28,46.2
2012-10-01,45.85
2012-10-03,46.8
2012-10-04,46.25
2012-10-05,46.85
2012-10-08,46.15
2012-10-09,46.6
2012-10-10,45.15
2012-10-11,45.8
2012-10-12,45.35
2012-10-15,46.4
2012-10-16,46.0
2012-10-17,45.1
2012-10-18,45.2
2012-10-19,45.2
2012-10-22,44.85
2012-10-23,43.9
2012-10-25,44.65
2012-10-26,42.75
2012-10-29,40.35
2012-10-30,40.8
2012-10-31,40.0
2012-11-01,39.25
2012-11-02,39.9
2012-11-05,40.25
2012-11-06,39.35
2012-11-07,39.0
2012-11-08,37.65
2012-11-09,37.4
2012-11-12,37.0
2012-11-13,38.0
2012-11-15,37.55
2012-11-16,36.6
2012-11-19,35.65
2012-11-20,34.2
2012-11-21,33.9
2012-11-22,34.1
2012-11-23,34.35
2012-11-26,33.5
2012-11-27,33.3
2012-11-29,34.0
2012-11-30,34.85
2012-12-03,33.85
2012-12-04,34.35
2012-12-05,34.7
2012-12-06,40.4
2012-12-07,41.25
2012-12-10,41.3
2012-12-11,39.55
2012-12-12,38.15
2012-12-13,37.2
2012-12-14,37.15
2012-12-17,37.05
2012-12-18,37.7
2012-12-19,35.2
2012-12-20,35.8
2012-12-21,35.45
2012-12-24,35.4
2012-12-26,35.0
2012-12-27,36.05
2012-12-28,36.5
2012-12-31,36.35
