Date,UNICHEMLAB
2012-01-02,119.1
2012-01-03,118.75
2012-01-04,114.7
2012-01-05,112.9
2012-01-06,113.2
2012-01-07,118.0
2012-01-09,123.9
2012-01-10,130.1
2012-01-11,136.6
2012-01-12,141.2
2012-01-13,143.05
2012-01-16,150.2
2012-01-17,143.95
2012-01-18,151.05
2012-01-19,150.85
2012-01-20,148.8
2012-01-23,142.5
2012-01-24,137.8
2012-01-25,140.5
2012-01-27,140.5
2012-01-30,140.7
2012-01-31,141.85
2012-02-01,143.0
2012-02-02,140.2
2012-02-03,138.8
2012-02-06,138.95
2012-02-07,137.7
2012-02-08,138.25
2012-02-09,138.95
2012-02-10,138.4
2012-02-13,137.0
2012-02-14,138.05
2012-02-15,137.65
2012-02-16,137.75
2012-02-17,139.15
2012-02-21,140.35
2012-02-22,136.95
2012-02-23,136.3
2012-02-24,134.4
2012-02-27,129.65
2012-02-28,132.45
2012-02-29,132.6
2012-03-01,130.65
2012-03-02,130.05
2012-03-03,127.9
2012-03-05,126.75
2012-03-06,132.1
2012-03-07,128.75
2012-03-09,128.55
2012-03-12,129.1
2012-03-13,135.2
2012-03-14,135.45
2012-03-15,136.05
2012-03-16,136.85
2012-03-19,134.95
2012-03-20,137.2
2012-03-21,141.25
2012-03-22,135.65
2012-03-23,137.2
2012-03-26,133.55
2012-03-27,131.8
2012-03-28,131.85
2012-03-29,132.55
2012-03-30,132.95
2012-04-02,137.1
2012-04-03,138.4
2012-04-04,139.05
2012-04-09,136.9
2012-04-10,135.6
2012-04-11,134.1
2012-04-12,147.0
2012-04-13,142.3
2012-04-16,146.3
2012-04-17,145.9
2012-04-18,147.3
2012-04-19,150.65
2012-04-20,147.5
2012-04-23,143.95
2012-04-24,142.9
2012-04-25,146.05
2012-04-26,143.7
2012-04-27,143.9
2012-04-28,143.35
2012-04-30,142.7
2012-05-02,140.95
2012-05-03,137.6
2012-05-04,133.6
2012-05-07,135.65
2012-05-08,134.7
2012-05-09,133.75
2012-05-10,134.05
2012-05-11,132.85
2012-05-14,134.05
2012-05-15,134.5
2012-05-16,133.0
2012-05-17,133.4
2012-05-18,132.55
2012-05-21,134.25
2012-05-22,131.7
2012-05-23,131.7
2012-05-24,131.3
2012-05-25,131.9
2012-05-28,131.6
2012-05-29,130.85
2012-05-30,129.8
2012-05-31,128.85
2012-06-01,126.05
2012-06-04,125.3
2012-06-05,127.6
2012-06-06,128.25
2012-06-07,129.75
2012-06-08,131.15
2012-06-11,131.25
2012-06-12,131.6
2012-06-13,129.45
2012-06-14,127.2
2012-06-15,127.75
2012-06-18,127.7
2012-06-19,127.9
2012-06-20,128.45
2012-06-21,129.25
2012-06-22,128.55
2012-06-25,129.1
2012-06-26,127.65
2012-06-27,128.95
2012-06-28,127.2
2012-06-29,128.35
2012-07-02,128.1
2012-07-03,129.65
2012-07-04,131.2
2012-07-05,132.7
2012-07-06,134.2
2012-07-09,137.45
2012-07-10,139.3
2012-07-11,138.3
2012-07-12,135.65
2012-07-13,136.35
2012-07-16,135.95
2012-07-17,133.55
2012-07-18,132.85
2012-07-19,134.75
2012-07-20,135.6
2012-07-23,139.6
2012-07-24,144.6
2012-07-25,145.45
2012-07-26,147.15
2012-07-27,149.3
2012-07-30,148.5
2012-07-31,149.3
2012-08-01,152.7
2012-08-02,147.7
2012-08-03,151.1
2012-08-06,153.8
2012-08-07,153.0
2012-08-08,157.2
2012-08-09,154.05
2012-08-10,151.7
2012-08-13,167.75
2012-08-14,166.7
2012-08-16,172.4
2012-08-17,175.95
2012-08-21,174.4
2012-08-22,173.25
2012-08-23,172.65
2012-08-24,171.55
2012-08-27,170.9
2012-08-28,164.7
2012-08-29,164.4
2012-08-30,169.6
2012-08-31,168.55
2012-09-03,170.35
2012-09-04,184.1
2012-09-05,185.05
2012-09-06,184.15
2012-09-07,184.7
2012-09-08,185.35
2012-09-10,184.2
2012-09-11,192.15
2012-09-12,195.2
2012-09-13,194.95
2012-09-14,189.0
2012-09-17,182.25
2012-09-18,186.15
2012-09-20,192.75
2012-09-21,195.85
2012-09-24,200.55
2012-09-25,196.05
2012-09-26,194.1
2012-09-27,196.2
2012-09-28,195.85
2012-10-01,199.85
2012-10-03,198.1
2012-10-04,185.2
2012-10-05,178.75
2012-10-08,175.35
2012-10-09,181.4
2012-10-10,178.15
2012-10-11,176.9
2012-10-12,174.15
2012-10-15,176.4
2012-10-16,176.65
2012-10-17,182.25
2012-10-18,186.35
2012-10-19,188.4
2012-10-22,197.3
2012-10-23,194.8
2012-10-25,188.0
2012-10-26,185.55
2012-10-29,189.75
2012-10-30,187.05
2012-10-31,190.35
2012-11-01,192.1
2012-11-02,187.8
2012-11-05,186.95
2012-11-06,185.65
2012-11-07,188.35
2012-11-08,186.3
2012-11-09,183.25
2012-11-12,184.35
2012-11-13,182.7
2012-11-15,178.5
2012-11-16,178.1
2012-11-19,177.7
2012-11-20,175.85
2012-11-21,172.1
2012-11-22,176.3
2012-11-23,175.65
2012-11-26,178.3
2012-11-27,180.1
2012-11-29,186.9
2012-11-30,189.55
2012-12-03,196.15
2012-12-04,198.15
2012-12-05,193.25
2012-12-06,193.55
2012-12-07,193.95
2012-12-10,191.8
2012-12-11,189.9
2012-12-12,192.05
2012-12-13,190.8
2012-12-14,188.25
2012-12-17,188.3
2012-12-18,187.25
2012-12-19,188.65
2012-12-20,188.55
2012-12-21,187.55
2012-12-24,187.4
2012-12-26,187.3
2012-12-27,187.6
2012-12-28,184.35
2012-12-31,184.2
